cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,initial_theta,delta_theta
-9.886142422053656,-28.861307922302217,-9.612562041411554,-23.85565576288745,-45.04473901949884,20.046249113426775,1.7957127007848654,-73.63074221530691,43.47179087104064,9.324228550629126,10.984617420026051,-56.85555602882734,51.64979937348618,-14.912891571938816,8.564397839341263,3.940867150756604,-18.680834723780684,27.508828488708208,-21.742382867029583,10.986334271507385,-1.4947669680329627,-1.0,0.005
