cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,initial_theta,delta_theta
5.57972297724624,-3.9122622560784843,-16.39286557370746,-4.7413762440760525,7.842853695069028,-1.4130487082026497,12.222103223882558,4.888430895982483,0.6068147266058131,-4.4726796569379825,10.45344158633059,-6.551445037022722,1.6163524723464133,-1.7793866750659084,1.245050544350743,2.072791193281868,-2.6281005110093747,0.7437731916156047,1.7083388387834537,-3.3310417923402853,1.9868516046094087,-1.0,0.005
