cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,initial_theta,delta_theta
-1.3997473527582622,0.3984485455240968,-0.7304455019076432,-1.489315107645684,-0.3158541657235605,-1.023748369579133,-0.3888617400557054,-1.279694895466349,2.4101393814730994,6.452839733280658,0.2586388716122898,-0.3263607135159654,0.0,5.125480663077997,0.0,0.0,0.0,0.0,1.268042803111766,-0.6928458785585457,-0.3630519904032459,-1.0,0.005
