cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,initial_theta,delta_theta
-2.808010284193335,1.2323375816321633,-1.3173789845002943,-0.9348834479055266,3.007222233505693,-1.3230155177081175,-0.5234472400086715,2.1164512100952524,1.9288221444590452,0.0,0.13257953903506747,0.4604118623011592,-0.3626618309663548,0.0,1.386094332458381,0.0,0.0,-0.15931618215914403,0.2730627591023601,0.0,-0.3782009927449009,-1.0,0.005
