cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,initial_theta,delta_theta
4.204157454175464,17.77414919331135,-1.7344634490879671,10.03585372581366,-0.6953627930373442,-11.597350177193546,1.3564451392140804,-0.3929993333120053,-3.2960722097312125,2.8580144318383836,0.0,0.0,0.0,-0.36976722542969226,0.29540480981985745,0.0,0.0,0.0,-0.277961076826966,0.0,-0.1710327295226885,-1.0,0.005
