cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,initial_theta,delta_theta
0.0,0.040140411210431326,0.0,-22.939410005706062,0.0,-0.07507743361970433,0.0,0.0,25.868236175407816,0.0,0.0,0.0,0.0,0.03693821063575792,0.0,0.0,0.0,-2.9288152896477206,0.0,0.0,1.0,5e-05
