cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,initial_theta,delta_theta
0.0,-0.010958100343417673,0.0,-10.821556060717587,0.0,0.025785074995157312,0.0,0.0,11.631430609565145,0.0,0.0,0.0,0.0,-0.012828896777306226,0.0,0.0,0.0,-0.8098863928804457,0.0,0.0,1.0,0.0001
