cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
0.4802801692991482,5.249749687181236,0.28028028803868843,0.0,-0.2502502476407565,0.0,-0.9999999973760728,0.0,0.0,0.0,-1.0,0.01
