cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
1.0000002295563193,7.000000130412321,0.20020018558606242,0.0,-0.40040040592565845,0.0,-1.0000000062192462,0.0,0.0,0.0
