cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
1.6000000031836912,4.000000003344816,0.28028027996305555,0.0,-0.20020020046501458,0.0,-1.0000000004943408,0.0,0.0,0.0,0.0,0.005
