cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
1.7999997697908687,7.499999882486914,0.1201201355381642,0.0,-0.4504504455809584,0.0,-0.9999999957026787,0.0,0.0,0.0
