cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
0.19999971744199233,7.9999998618443895,0.28028029878145433,0.0,-0.5005004947753192,0.0,-0.9999999952529579,0.0,0.0,0.0
