x,a,b,rrate,t,Time
-2.160271104852893,1.8,5.5,-8.500313739387014,0.0,0
-2.160271104852893,1.8012012012012013,5.4974974974974975,-8.502816241889516,0.05,1
-2.159940740600534,1.8024024024024023,5.494994994994995,-8.501037013722955,0.1,2
-2.1594204693950494,1.8036036036036036,5.4924924924924925,-8.496797798434514,0.15000000000000002,3
-2.158790994920262,1.8048048048048049,5.48998998998999,-8.491145689256452,0.2,4
-2.1580986389244,1.8060060060060061,5.4874874874874875,-8.484681718494556,0.25,5
-2.1573699800796495,1.8072072072072072,5.484984984984985,-8.477750707861619,0.30000000000000004,6
-2.156620270050103,1.8084084084084084,5.4824824824824825,-8.470550485090456,0.35000000000000003,7
-2.1558582634497467,1.8096096096096097,5.47997997997998,-8.463194576273693,0.4,8
-2.1550889877078547,1.8108108108108107,5.4774774774774775,-8.455748157341521,0.45,9
-2.154315331293003,1.812012012012012,5.474974974974975,-8.448248664957264,0.5,10
-2.1535389545686545,1.8132132132132133,5.4724724724724725,-8.440717614061487,0.55,11
-2.1527608123772106,1.8144144144144145,5.46996996996997,-8.433167375950994,0.6000000000000001,12
-2.1519814540114526,1.8156156156156156,5.4674674674674675,-8.42560506776027,0.65,13
-2.1512011954999535,1.8168168168168168,5.464964964964965,-8.418034785596321,0.7000000000000001,14
-2.1504202186167958,1.818018018018018,5.4624624624624625,-8.410458887445262,0.75,15
-2.1496386278162536,1.8192192192192194,5.45995995995996,-8.402878730639276,0.8,16
-2.1488564829933297,1.8204204204204204,5.4574574574574575,-8.395295096049928,0.8500000000000001,17
-2.148073818346417,1.8216216216216217,5.454954954954955,-8.38770843224111,0.9,18
-2.147290653244919,1.822822822822823,5.4524524524524525,-8.38011899608652,0.9500000000000001,19
-2.1465069984946146,1.824024024024024,5.44994994994995,-8.372526933809128,1.0,20
-2.145722859952079,1.8252252252252252,5.4474474474474475,-8.36493232771534,1.05,21
-2.144938240611155,1.8264264264264265,5.444944944944945,-8.357335223163284,1.1,22
-2.144153141808169,1.8276276276276278,5.4424424424424425,-8.349735644135084,1.1500000000000001,23
-2.143367563918559,1.8288288288288288,5.43993993993994,-8.342133602234595,1.2000000000000002,24
-2.1425815067597838,1.83003003003003,5.4374374374374375,-8.33452910188964,1.25,25
-2.1417949698245082,1.8312312312312313,5.434934934934935,-8.326922143361765,1.3,26
-2.141007952415642,1.8324324324324324,5.4324324324324325,-8.31931272448863,1.35,27
-2.14022045372459,1.8336336336336336,5.42992992992993,-8.311700841693341,1.4000000000000001,28
-2.139432472876621,1.834834834834835,5.4274274274274275,-8.304086490569496,1.4500000000000002,29
-2.1386440089571876,1.8360360360360362,5.424924924924925,-8.296469666220487,1.5,30
-2.1378550610272016,1.8372372372372372,5.4224224224224224,-8.288850363456437,1.55,31
-2.137065628131903,1.8384384384384385,5.41991991991992,-8.281228576908498,1.6,32
-2.1362757093060103,1.8396396396396397,5.4174174174174174,-8.273604301095272,1.6500000000000001,33
-2.1354853035767065,1.840840840840841,5.414914914914915,-8.26597753046138,1.7000000000000002,34
-2.1346944099653755,1.842042042042042,5.412412412412412,-8.258348259399856,1.75,35
-2.133903027488604,1.8432432432432433,5.40990990990991,-8.250716482265178,1.8,36
-2.1331111551587574,1.8444444444444446,5.407407407407407,-8.24308219338078,1.85,37
-2.132318791984312,1.8456456456456456,5.404904904904905,-8.235445387043402,1.9000000000000001,38
-2.1315259369700406,1.8468468468468469,5.402402402402402,-8.227806057525626,1.9500000000000002,39
-2.130732589117113,1.8480480480480481,5.3998998998999,-8.220164199077248,2.0,40
-2.129938747423148,1.8492492492492494,5.397397397397397,-8.212519805926068,2.0500000000000003,41
-2.1291444108822386,1.8504504504504504,5.394894894894895,-8.204872872278331,2.1,42
-2.1283495784849573,1.8516516516516517,5.392392392392392,-8.197223392318893,2.15,43
-2.1275542492183535,1.852852852852853,5.38988988988989,-8.189571360211325,2.2,44
-2.1267584220659446,1.854054054054054,5.387387387387387,-8.181916770097892,2.25,45
-2.125962096007703,1.8552552552552553,5.384884884884885,-8.174259616099512,2.3000000000000003,46
-2.125165270020042,1.8564564564564565,5.382382382382382,-8.166599892315688,2.35,47
-2.1243679430757996,1.8576576576576578,5.37987987987988,-8.158937592824431,2.4000000000000004,48
-2.1235701141442225,1.8588588588588588,5.377377377377377,-8.15127271168214,2.45,49
-2.1227717821909486,1.86006006006006,5.374874874874875,-8.143605242923535,2.5,50
-2.1219729461779897,1.8612612612612613,5.372372372372372,-8.135935180561521,2.5500000000000003,51
-2.121173605063713,1.8624624624624626,5.36986986986987,-8.128262518587098,2.6,52
-2.120373757802825,1.8636636636636636,5.367367367367367,-8.120587250969255,2.6500000000000004,53
-2.1195734033463522,1.864864864864865,5.364864864864865,-8.112909371654851,2.7,54
-2.118772540641622,1.8660660660660662,5.362362362362362,-8.1052288745685,2.75,55
