cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.0019668283924825633,0.0,0.0,0.0,0.0,0.0,0.0,0.01993581841311453,0.0
