cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.0019643585318395917,0.0,0.0,0.0,0.0,0.0,-0.0028557486634334757,0.9937108311887124,0.0
