cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.001959801580022788,-0.0014993015795708824,0.0005242872852865914,0.0,0.0,0.0,0.004167507729522877,0.9898065014868246,0.0
