cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.001962373986770045,0.0,0.0,0.0,0.0,0.0,-0.0031545655970098103,0.9951401815775914,0.0
