cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.001961678300683953,0.0,0.0,0.0,0.0,0.0,0.0,0.019912086572767072,0.0
