cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi),initial_theta,delta_theta
0.0,0.3785025439274594,0.0,-1486.4512336792707,0.0,-0.025099746151130857,0.0,0.0,99.09677722635617,0.0,15.0,1e-05
