t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0.0,0.0,-0.20000568923501866,-4.766702678399781,22.632492282316644,-4.311706196211183,-24.820855014607556,-16.641661765597085,-27.887519825776117,35.94539650656498,14.663003703383053,-9.650098141926144,-9.680102083696893,43.975490196264786,-18.05490555546171
0.01,0.001001001001001001,-0.2000099658521791,-4.766799266265725,22.632942479696023,-4.311794867434736,-24.82135349139286,-16.641997608854716,-27.888077745910916,35.946113853757055,14.663294634151553,-9.650293144147115,-9.680297453777133,43.97636780547032,-18.05526949182159
0.02,0.002002002002002002,-0.1999884612957807,-4.766908915155231,22.633391156532834,-4.311876689993748,-24.82185143563866,-16.642349718974344,-27.888631840131033,35.94684001614346,14.663578079989964,-9.650498438049766,-9.680519245692455,43.977262961649195,-18.05562173176646
0.03,0.003003003003003003,-0.19994118274730852,-4.767031631432345,22.63383832867635,-4.311951674771742,-24.822348856163554,-16.64271809221594,-27.889182135255652,35.94757500532199,14.663854044380793,-9.65071404368482,-9.680767455984624,43.97817571986028,-18.055962288365453
0.04,0.004004004004004004,-0.19986813679235363,-4.76716742155845,22.63428401158722,-4.312019833665345,-24.822845762013998,-16.64310272463271,-27.889728658511473,35.94831883296836,14.664122530144606,-9.650939981610495,-9.68104208107422,43.97910613640383,-18.056291173627
0.05,0.005005005005005005,-0.19976932942163333,-4.7673162920880054,22.634728220338342,-4.312081179584781,-24.82334216246299,-16.643503612071363,-27.89027143753661,35.94907151083553,14.664383539439605,-9.651176272894173,-9.68134311726042,43.980054268823444,-18.056608398498977
0.06,0.006006006006006006,-0.19964476603232545,-4.767478249663897,22.63517096961569,-4.312135726454492,-24.82383806700873,-16.643920750172278,-27.89081050038459,35.949833050752915,14.66463707376127,-9.6514229391141,-9.681670560720464,43.98102017590803,-18.05691397286906
0.07,0.007007007007007007,-0.19949445142971675,-4.767653301012403,22.635612273719055,-4.31218348921389,-24.824333485373334,-16.644354134369543,-27.891345875528412,35.95060346462567,14.664883133942093,-9.651680002361122,-9.68202440750887,43.982003917693746,-18.057207905565306
0.08,0.008008008008008008,-0.19931838982916544,-4.7678414529377635,22.63605214656273,-4.31222448381824,-24.824828427501526,-16.644803759890898,-27.891877591864745,35.95138276443394,14.665121720151395,-9.651947485240411,-9.682404653556338,43.983005555465915,-18.05749020435692
0.09,0.009009009009009009,-0.1991165848583776,-4.7680427123163645,22.636490601676137,-4.312258727239669,-24.82532290355937,-16.645269621757553,-27.89240567871817,35.95217096223206,14.665352831895223,-9.65222541087325,-9.682811294668392,43.984025151760946,-18.057760875955253
