t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0,0.0,14.763113881777002,15.612773678464471,-0.033972145023180675,10.23813145626853,-15.063687278621355,-2.276842619089308,-10.64496581109456,-39.92388047120967,-8.872404320860543,21.73840909227736,15.25941208555407
0.01,0.001001001001001001,14.76340860739806,15.613085029035243,-0.03397334046414448,10.238334971471604,-15.063989538139985,-2.2768882232551193,-10.645180241188617,-39.92468188510384,-8.872584359202795,21.738842051674965,15.259714476217443
0.02,0.002002002002002002,14.763722679880416,15.61339038854047,-0.033961990815827285,10.238528903951584,-15.064309794374669,-2.2769457457881535,-10.645370407210493,-39.92549519892743,-8.872772823069859,21.739281843986245,15.26001969227053
0.03,0.003003003003003003,14.764056104803506,15.613689748063791,-0.03393811105689821,10.238713244934495,-15.064648023008226,-2.277015193576472,-10.645536290640358,-39.92632039333095,-8.872969707123291,21.73972844007444,15.26032772930278
0.04,0.004004004004004004,14.764408887595502,15.613983098941654,-0.033901715472728605,10.23888798546632,-15.06500419837905,-2.277096573901994,-10.645677874129165,-39.92715744887476,-8.873175005835945,21.740181810248878,15.260638582784106
0.05,0.005005005005005005,14.764781033529177,15.614270432763384,-0.03385281765648669,10.239053116414512,-15.065378293480991,-2.2771898944378117,-10.645795141497354,-39.928006346027125,-8.873388713491613,21.740641924263755,15.260952248063376
0.06,0.006006006006006006,14.765172547717327,15.614551741371406,-0.0337914305101629,10.239208628469585,-15.065770279963308,-2.2772951632452814,-10.645888077733677,-39.928867065162194,-8.873610824184672,21.74110875131693,15.261268720366868
0.07,0.007007007007007007,14.765583435107782,15.614827016861586,-0.033717566245525715,10.239354512146814,-15.066180128130645,-2.277412388770887,-10.645956668994133,-39.92973958655786,-8.873841331819714,21.741582260048723,15.261587994796677
0.08,0.008008008008008008,14.766013700477975,15.615096251583719,-0.03363123638500771,10.23949075778801,-15.066607806943075,-2.277541579842876,-10.646000902601028,-39.93062389039357,-8.874080230111177,21.742062418540748,15.261910066329103
0.09,0.009009009009009009,14.766463348429095,15.615359438142145,-0.03353245176252156,10.239617355563393,-15.067053284016186,-2.277682745667665,-10.646020767042147,-39.93151995674807,-8.87432751258297,21.742549194314762,15.262234929812985
0.1,0.01001001001001001,14.766932383379807,15.615616569396504,-0.03342122252420565,10.239734295473555,-15.067516525621228,-2.2778358958260196,-10.646016251970062,-39.932427765597005,-8.87458317256809,21.743042554331545,15.26256257996802
0.11,0.011011011011011011,14.76742080955955,15.615867638462637,-0.03329755812909902,10.239841567351522,-15.067997496685308,-2.2780010402690056,-10.645987348201544,-39.93334729681053,-8.874847203208235,21.7435424649898,15.262893011383033
0.12,0.012012012012012012,14.767928631001407,15.61611263871361,-0.03316146734974525,10.23993916086489,-15.068496160791659,-2.27817818931371,-10.645934047717114,-39.934278530150785,-8.875119597453411,21.744048892125107,15.263226218514232
0.13,0.013013013013013013,14.76845585153456,15.616351563780883,-0.033012958272724977,10.240027065518067,-15.06901248017995,-2.2783673536387354,-10.645856343660718,-39.93522144526931,-8.875400348061536,21.744561801008885,15.263562195683406
0.14,0.014014014014014014,14.769002474776299,15.616584407555628,-0.03285203829911667,10.24010527065459,-15.06954641574668,-2.278568544279463,-10.645754230339517,-39.93617602170441,-8.875689447598042,21.74508115634742,15.263900937076118
