t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
0.0,0.0,-31.860209702411925,1.858782552705973,-12.425694265615112,18.899279474832944,31.868307104745792,-9.746375764070127,-13.987021217234524,19.37957001422225,8.674736353559886,-6.246459211790608,-27.058462512117067,-12.225389629805576,33.58386487600651,23.818532990876157,31.268483060502472,-5.95020093781473,9.752068983166842,26.819872161504467,-12.767621043748811,16.193849383088143,-15.96336078935223,-23.948158519600508,27.053709075752927,12.289634992633381,7.959423189657162,-16.071277698766195,-30.17057496932078,-19.592667135850355,33.36297096761198,27.943936337055664,-31.203536327563647,-29.8260330177714,-30.472405313584634,-29.196520290287957,31.276256438114526
0.01,0.001001001001001001,-31.860849038977662,1.8588170697358124,-12.425942886270256,18.899655027789205,31.868942195642447,-9.746572114454334,-13.987302492838928,19.379954864281423,8.674907537158388,-6.246586022100478,-27.059006463442913,-12.225635062814252,33.584536523593115,23.819007707963475,31.269105319700017,-5.950320149756204,9.752260947043773,26.82040622115797,-12.767877956201245,16.194170168439943,-15.963681982094956,-23.948639755705937,27.0542497284913,12.28987941182943,7.95957949518813,-16.07160141411839,-30.171181266169278,-19.593060798838746,33.36363553901275,27.944492661128507,-31.20416084127779,-29.82663203551409,-30.473016905190565,-29.197105137526076,31.27688151446731
0.02,0.002002002002002002,-31.861483378815546,1.8588390356906714,-12.426179811119221,18.900080236217022,31.869594072942203,-9.746784113920915,-13.987572663462837,19.380358667384584,8.675029951378942,-6.2466813533415495,-27.059542056642353,-12.225896451762654,33.58518594094106,23.819455456601396,31.269736373001855,-5.9504358543698,9.752465762531486,26.82090697072112,-12.768099623511935,16.194468574364176,-15.964021232754174,-23.949106179393727,27.054782789950238,12.290143733630831,7.959713819597851,-16.071968696691087,-30.171788854808717,-19.593414203577453,33.36426281913472,27.94504600765434,-31.20477682631146,-29.827238756835623,-30.47363710264479,-29.19767540243912,31.277541959991357
0.03,0.003003003003003003,-31.86211275287446,1.8588484534618155,-12.426405049106458,18.900555099314666,31.870262708705138,-9.747011768053897,-13.98783170943349,19.380781414899133,8.675103600969088,-6.246745219605217,-27.060069307676752,-12.226173793832617,33.58581312563445,23.819876239112705,31.27037621155161,-5.950548036338975,9.752683472920095,26.821374388639565,-12.76828606973586,16.19474462354463,-15.964378541027342,-23.94955778374923,27.055308281214046,12.290427967109803,7.959826160657727,-16.07237955188341,-30.172397725369745,-19.593727349371314,33.36485282829526,27.945596353741536,-31.205384257059503,-29.827853182437657,-30.47426584319848,-29.198231102679507,31.278237722993545
0.04,0.004004004004004004,-31.862737191095807,1.8588453224488732,-12.426618607487685,18.901079617824383,31.87094807619784,-9.747255081744864,-13.988079610378817,19.381223098754646,8.67512848990986,-6.246777634302147,-27.060588230709758,-12.226467081049863,33.586418075063214,23.820270058544008,31.271024829462238,-5.950656678641251,9.75291412118507,26.82180845331979,-12.768437315785967,16.194998335102976,-15.964753909764193,-23.949994562488584,27.055826217572683,12.290732123219716,7.959916515986617,-16.072833986926987,-30.173007868892547,-19.59400023401799,33.36540558383723,27.94614367431495,-31.2059831065884,-29.828475315800144,-30.474903062071125,-29.198772256491456,31.27896875082439
0.05,0.005005005005005005,-31.86335672241173,1.8588296385624636,-12.426820491829808,18.90165379401511,31.871650149890897,-9.747514059194929,-13.98831634522466,19.381683711438335,8.675104621406552,-6.246778610160399,-27.061098838112876,-12.226776300283985,33.58700078641857,23.82063691866084,31.271682223810828,-5.950761762548089,9.753157749993674,26.82220914311687,-12.768553379420249,16.195229724594498,-15.965147344963157,-23.950416509945626,27.05633660851482,12.291056214793931,7.9599848830525,-16.073332010872438,-30.173619277319386,-19.59423285380304,33.36592110012135,27.946687942118416,-31.20657334663203,-29.82910516317057,-30.475548692449152,-29.19929888270678,31.27973498987016
0.06,0.006006006006006006,-31.863971374743,1.8588013942277264,-12.427010706010932,18.902277631661644,31.87236890545595,-9.747788703916513,-13.988541892190954,19.382163245989826,8.675031997881552,-6.2467481592242775,-27.061601140470277,-12.227101433248585,33.58756125668871,23.820976823943514,31.272348394633806,-5.950863267624943,9.753414401710934,26.82257643632424,-12.768634275230108,16.195438804003388,-15.965558855768132,-23.950823621059783,27.056839457720717,12.291400256543943,7.960031259175334,-16.07387363457507,-30.17423194348731,-19.594425203495472,33.36639938852014,27.947229127717176,-31.207154947587764,-29.829742733553115,-30.476202665484912,-29.19981100074136,31.280536385544806
0.07,0.007007007007007007,-31.864581174996545,1.8587605783887542,-12.427189252220446,18.9029511360203,31.8731043197624,-9.748079018734977,-13.98875622878684,19.382661695995225,8.674910620969252,-6.246686292853896,-27.0620951465829,-12.227442456501603,33.58809948265459,23.821289779583726,31.273023344922542,-5.950961171731507,9.753684118405104,26.82291031116541,-12.76868001462997,16.195625581737715,-15.965988454465599,-23.95121589136489,27.05733476305496,12.291764265056818,7.960055641531111,-16.074458870679692,-30.174845861121074,-19.594577276343756,33.36684045741342,27.947767199500284,-31.207727878512813,-29.830388038697688,-30.476864910296,-29.200308630592257,31.281372882281758
0.08,0.008008008008008008,-31.865186149062666,1.8587071765139234,-12.427356130959183,18.90367431380104,31.87385637087366,-9.748385005790082,-13.98895933180475,19.38317905558049,8.674740491513045,-6.246593021725462,-27.062580863471833,-12.227799341445825,33.58861546088595,23.821575791481855,31.273707080619364,-5.951055451022133,9.753966941852656,26.823210745787595,-12.768690605848166,16.19579006262399,-15.966436156482098,-23.95159331697901,27.05782251655901,12.292148258791945,7.9600580271571,-16.075087733604573,-30.175461024826234,-19.59468906407231,33.36724431218532,27.948302123682986,-31.208292107120922,-29.831041093088864,-30.477535353964935,-29.200791792835535,31.282244423525576
0.09,0.009009009009009009,-31.86578632181188,1.858641170602126,-12.427511341039672,18.904447173136063,31.874625038043025,-9.748706666537268,-13.989151177313417,19.383715319404097,8.674521609564412,-6.246468355832283,-27.063058296380937,-12.228172054329585,33.5891091877374,23.82183486624504,31.27439961061396,-5.951146079946434,9.754262913542776,26.82347771825738,-12.768666053919056,16.19593224790132,-15.96690198038204,-23.951955894595198,27.05830270444357,12.292552258077077,7.960038412958311,-16.07576023952452,-30.176077430082437,-19.59476055687844,33.36761095522296,27.948833864309044,-31.208847599779347,-29.831701913934705,-30.478213921539197,-29.201260508624703,31.28315095172348
