t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
0.0,0.0,-5.037667965172926,-40.53492557038638,29.53845636900455,-26.413603931569067,12.688664186588138,-16.46542056358874,-41.64799722248051,-28.943263134782725,15.405587694022481,-11.407681410281656,-5.708107885546443,24.744162985986875,3.3996625695111633,-4.956165909569428,13.058244872086725,15.258275803604384,-10.23479853997901,-5.97232634852651,32.359295603275534,22.475224477155813,30.615266834488892,13.57765478235333,-13.66831354213652
0.01,0.001001001001001001,-5.0377711521710795,-40.53573855758617,29.539045153800362,-26.41413453179769,12.688915608615877,-16.46575153829316,-41.6488331073209,-28.943844212926585,15.40589299489731,-11.40791227493276,-5.70822262342126,24.74465620784355,3.399727500247855,-4.95626630005158,13.058504649814452,15.258578099806225,-10.235003829472415,-5.972445930383549,32.35994174811106,22.475671002285175,30.615877561170294,13.5779250358835,-13.668587350060548
0.02,0.002002002002002002,-5.037882448471114,-40.536557447225576,29.53959680174503,-26.414652172193566,12.689173755443187,-16.466111961541042,-41.64967431021947,-28.94442908357866,15.406216252244665,-11.408164546201355,-5.70832065956618,24.74518483008907,3.3997905785762437,-4.95639477073065,13.058763403015623,15.258858327488976,-10.235188773697004,-5.972543448975883,32.360588286283004,22.476087740419995,30.616488638672987,13.578231501617388,-13.6688363391377
0.03,0.003003003003003003,-5.038001853739882,-40.537382233175315,29.540111336027024,-26.41515682055584,12.689438636849996,-16.466501834320546,-41.65052083287454,-28.945017761008526,15.406557463307836,-11.40843822519628,-5.708401988078194,24.745748832956394,3.3998517830477453,-4.956551299613898,13.059021145926408,15.259116468727353,-10.235353401075512,-5.972618871406082,32.361235201983376,22.476474674998386,30.617100060806123,13.578574162029122,-13.66906049155718
0.04,0.004004004004004004,-5.038129367229356,-40.53821291111096,29.5405887786215,-26.415648443092156,12.68971026236923,-16.46692115615586,-41.651372677162904,-28.945610259930557,15.406916623788183,-11.408733311815215,-5.708466602601757,24.74634819605763,3.399911092067074,-4.956735864848107,13.0592778935417,15.259352506000925,-10.235497742609063,-5.972672163231916,32.361882478104405,22.476831789702853,30.617711822795645,13.578952999222096,-13.669259788425425
0.05,0.005005005005005005,-5.038264987771552,-40.53904947851596,29.541029150282075,-26.416127004420026,12.689988641283175,-16.46736992509776,-41.65222984513891,-28.946206595497348,15.407293727846739,-11.409049804734554,-5.708514496330556,24.746982898372973,3.3999684838918673,-4.956948444714171,13.05953366161548,15.259566422193892,-10.235621831867896,-5.9727032884709494,32.362530096233655,22.477159068456277,30.61832392128329,13.579367994918673,-13.669434209760453
0.06,0.006006006006006006,-5.03840871377304,-40.53989193468471,29.541432470533636,-26.41659246756827,12.69027378261975,-16.46784813771323,-41.653092339033684,-28.946806783293216,15.407688768105125,-11.409387701398382,-5.708545662009331,24.74765291823844,3.4000239366321865,-4.9571890176208875,13.059788466661233,15.259758200595364,-10.235725704982489,-5.972712209605668,32.36317803664914,22.477456495418647,30.618936354325637,13.579819130448174,-13.669583734486462
0.07,0.007007007007007007,-5.038560543209062,-40.54074028072562,29.54179875766617,-26.41704479397855,12.690565695148694,-16.468355789074142,-41.653960161254446,-28.94741083932788,15.40810173564578,-11.4097469980066,-5.708560091935763,24.748358233332393,3.4000774282498885,-4.957457562097948,13.060042325952427,15.259927824900144,-10.23580940063508,-5.972698887589147,32.36382627831446,22.477724054984517,30.619549121393174,13.580306386733175,-13.66970834042863
0.08,0.008008008008008008,-5.03872047361725,-40.54159451956423,29.542128028729646,-26.41748394350698,12.69086438737767,-16.468892872745005,-41.65483331438396,-28.94801878003027,15.408532620011512,-11.41012768950219,-5.708557777962433,24.749098820660848,3.400128936557875,-4.957754056788141,13.060295257523036,15.260075279210028,-10.235872960051577,-5.972663281851255,32.36447479887401,22.4779617317812,30.62016222336944,13.580829744274125,-13.669808004308157
0.09,0.009009009009009009,-5.038888502090946,-40.54245465594632,29.54242029952987,-26.417909874425835,12.691169867548298,-16.469459380769777,-41.65571180118008,-28.94863062224246,15.408981409204372,-11.410529769557613,-5.708538711498835,24.749874656541586,3.400178439219212,-4.958078480438756,13.060547280168128,15.260200548035602,-10.235916426993846,-5.9726053503054075,32.36512357464812,22.47816951066771,30.620775662550205,13.581389183132263,-13.669882701737546
