t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
0.0,0.0,24.26836847391264,-27.159766754591505,-23.158037555538836,-41.029450313608805,-27.162140589904347,24.62666114715964,19.33767850369966,3.0882120137251503,30.797025269996528,26.91188283627184,20.244096476259458,25.34732145308566,5.404276831124238,-16.155517755521053,-1.2187706277379502,-17.344373758739884,-9.198273903758276,-18.536858195787392,-33.80182006295381,23.348506591542396,-4.327188385230157,17.69275680816816
0.01,0.001001001001001001,24.26885169470487,-27.16031173084728,-23.158502434633938,-41.030271563681055,-27.162686250971127,24.627150864792682,19.33806299013796,3.0882722110007417,30.797639821249497,26.912418553018714,20.24449870407316,25.347827679655822,5.404381893922381,-16.155841050973574,-1.21879591370308,-17.344721626907635,-9.198460074339925,-18.537231155970108,-33.80249906196731,23.348971656665324,-4.327276044977306,17.693109341324536
0.02,0.002002002002002002,24.269316775158906,-27.160839680759334,-23.15896775303345,-41.03107929158975,-27.163244603646138,24.627626991415923,19.338456171213235,3.0883552816827704,30.798239877563063,26.91294853971892,20.24490512262097,25.34834768543458,5.404493603086188,-16.156187041100644,-1.2188201033233224,-17.345080851405033,-9.198657843347096,-18.53758917320759,-33.8031712285845,23.34945191505576,-4.327393788561402,17.6934778971813
0.03,0.003003003003003003,24.269763730061975,-27.161350609532338,-23.15943350146172,-41.03187356732601,-27.16381564499125,24.628089561482298,19.33885803824365,3.088461207822762,30.79882548996647,26.913472801430363,20.245315735981197,25.348881495244733,5.404611966205102,-16.156555738965363,-1.2188432057083751,-17.34545142180316,-9.198867219839316,-18.537932227629994,-33.80383658610768,23.349947359530564,-4.327541636995503,17.69386247596494
0.04,0.004004004004004004,24.27019257300738,-27.16184452277967,-23.15989967208123,-41.032654458674614,-27.164399371085555,24.628538609997214,19.3392685819118,3.088589970765987,30.799396708709533,26.91399134325913,20.24573054831562,25.349429134721767,5.404736991463605,-16.156947158409313,-1.218865228830534,-17.34583332813051,-9.199088213068165,-18.53826029783646,-33.804495158040346,23.35045798235932,-4.327719611177724,17.694263077176117
0.05,0.005005005005005005,24.27060331638653,-27.162321426519863,-23.160366258497252,-41.03342203121844,-27.16499577702419,24.628974172521023,19.33968779226101,3.088741551146956,30.799953583266806,26.91450417036208,20.24614956386884,25.349990630312256,5.404868687640515,-16.157361314051425,-1.2188861795246082,-17.346226560869525,-9.199320832479037,-18.538573360887938,-33.80514696808879,23.350983775266723,-4.3279277318892575,17.694679699590942
0.06,0.006006006006006006,24.27099597138123,-27.16278132717325,-23.160833255762327,-41.03417634834281,-27.165604856917035,24.62939628517151,19.34011565869148,3.0889159288844708,30.80049616234192,26.915011287949397,20.246572786967576,25.350566009272164,5.4050070641082675,-16.15779822128667,-1.2189060634877287,-17.346631110952963,-9.199565087712932,-18.53887139230025,-33.80579204016382,23.351524729434846,-4.328166019791993,17.695112341262277
0.07,0.007007007007007007,24.27137054795624,-27.16322423155888,-23.161300660380647,-41.0349174712397,-27.16622660388735,24.62980498462641,19.340552169956243,3.089113083176247,30.801024493872017,26.915512701287156,20.247000222019892,25.351155299665063,5.405152130832203,-16.158257896284532,-1.2189248852790489,-17.347046969760154,-9.199820988608268,-18.53915436603732,-33.806430398382744,23.352080835505273,-4.328434495425744,17.695560999520996
0.08,0.008008008008008008,24.271727054852136,-27.163650146891623,-23.16176847031228,-41.03564545891187,-27.16686101007028,24.63020030812595,19.340997314156986,3.089332992493096,30.80153862503234,26.916008415699835,20.247431873514373,25.3517585303602,5.405303898369834,-16.158740355987305,-1.2189426483193377,-17.34747412911314,-9.200088545202721,-18.539422254504604,-33.807062067071534,23.35265208358112,-4.328733179205072,17.69602567097726
0.09,0.009009009009009009,24.27206549957836,-27.16405908077955,-23.162236684977273,-41.036360368176844,-27.167508066611294,24.630582293475385,19.341451078739688,3.0895756345726797,30.80203860224092,26.916498436572834,20.247867746019242,25.35237573103047,5.405462377870103,-16.159245618108166,-1.2189593548904676,-17.347912581272677,-9.200367767735083,-18.539675028542725,-33.80768707076722,23.353238463228948,-4.32906209141572,17.69650635152175
0.1,0.01001001001001001,24.272385888406607,-27.164451041221497,-23.162705305259628,-41.03706225367078,-27.168167763664506,24.630950979047576,19.341913450490104,3.089840986412837,30.802524471163412,26.916982769354952,20.248307844181415,25.35300693215028,5.4056275810726415,-16.159773701129048,-1.2189750061347946,-17.34836231893411,-9.200658666647152,-18.539912657421294,-33.8083054342205,23.353839963480546,-4.32942125221063,17.697003036326926
0.11,0.011011011011011011,24.272688226364398,-27.164826036604897,-23.163174333511105,-41.03775116785222,-27.168840090390923,24.631306403785562,19.342384415529093,3.0901290242644808,30.802996276718037,26.91746141956088,20.24875217272549,25.353652164993264,5.405799520307,-16.16032462429831,-1.2189896020544342,-17.34882333522313,-9.200961252585651,-18.540135108832935,-33.808917182398524,23.354456572834614,-4.329810681605567,17.69751571984824
0.12,0.012012012012012012,24.272972517228947,-27.16518407570383,-23.16364377355494,-41.03842716100569,-27.1695250349566,24.63164860720514,19.342863959307767,3.090439723624076,30.803454063080654,26.91793439277363,20.249200736452686,25.35431146162992,5.405978208491884,-16.16089840762819,-1.2190031415104314,-17.3492956236914,-9.20127553640417,-18.54034234888751,-33.80952234048794,23.355088279258318,-4.330230399474328,17.69804439582537
0.13,0.013013013013013013,24.273238763521245,-27.1655251676773,-23.16411363068939,-41.039090281245166,-27.17022258453071,24.631977629397447,19.3433520666025,3.090773059225695,30.803897873689937,26.918401694647006,20.249653540239716,25.354984854925082,5.406163659134366,-16.161495071892045,-1.2190156222218267,-17.349779178312055,-9.201601529165133,-18.54053434210655,-33.8101209338981,23.35573507018876,-4.33068042554355,17.69858905728344
0.14,0.014014014014014014,24.27348696650041,-27.165849322067746,-23.16458391169114,-41.03974057451741,-27.17093272528352,24.632293511031552,19.34384872150975,3.091129005032654,30.80432775125268,26.918863330907993,20.250110589037593,25.35567237853529,5.4063558863290915,-16.16211463862138,-1.2190270407646187,-17.350273993475078,-9.201939242141812,-18.54071105141788,-33.81071298826452,23.356396932534327,-4.3311607793870985,17.699149696534224
0.15,0.015015015015015015,24.27371712615826,-27.166156548799798,-23.165054624818602,-41.04037808460514,-27.171655442384306,24.632596293357043,19.344353907440766,3.091507534228738,30.8047437377492,26.91931930735919,20.25057188787039,25.356374066906028,5.406554904757469,-16.162757130102623,-1.2190373925706222,-17.35078006398255,-9.202288686820351,-18.540872438150462,-33.811298529452515,23.357073852675928,-4.331671480420049,17.69972630517737
0.16,0.016016016016016016,24.27392924121413,-27.166446858179242,-23.165525779815034,-41.041002853130074,-27.17239071999916,24.632886018206598,19.344867607116086,3.091908619209013,30.80514587443887,26.91976962988119,20.25103744183391,25.357089955268826,5.406760729686845,-16.16342256937372,-1.2190466719262265,-17.35129738504379,-9.202649874901836,-18.541018462029445,-33.811877583561085,23.35776581646815,-4.332212547892246,17.7003188741016
0.17,0.017017017017017015,24.274123309109928,-27.166720260892234,-23.165997387911546,-41.04161491955581,-27.17313854128876,24.63316272799856,19.345389802559918,3.092332231570227,30.80553420186576,26.920214304434975,20.251507256094317,25.357820079638223,5.406973376969668,-16.164110980220457,-1.2190548719710501,-17.351825952270328,-9.203022818304392,-18.54114908117142,-33.81245017692697,23.358472809240297,-4.332784000881453,17.70092739348591
0.18,0.018018018018018018,24.274299326005412,-27.16697676800474,-23.16646946182995,-41.04221432119054,-27.17389888840603,24.633426465739486,19.345920475094342,3.0927783421008095,30.80590875986437,26.92065333706426,20.251981335886704,25.358564476808606,5.407192863042628,-16.164822387172578,-1.2190619846964952,-17.3523657616708,-9.20340752916532,-18.541264252079902,-33.81301633612897,23.359194815797345,-4.33338585828607,17.701551852800787
0.19,0.01901901901901902,24.27445728677371,-27.16721639096221,-23.166942015785477,-41.042801093189624,-27.174671742493743,24.633677275026702,19.346459605333376,3.0932469207704676,30.806269587565467,26.921086733897862,20.25245968651358,25.3593231843509,5.407419204925792,-16.165556815499645,-1.2190680009442039,-17.35291680964569,-9.203804019843258,-18.54136392964102,-33.813576087992395,23.35993182042079,-4.334018138817435,17.702192240809417
0.2,0.02002002002002002,24.27459718499706,-27.167439141589476,-23.16741506548933,-41.04337526855799,-27.175457083682083,24.6339152000508,19.347007173176877,3.0937379367193807,30.806616723402072,26.92151450115205,20.252942313343297,25.3600962406091,5.4076524202217096,-16.16631429120666,-1.2190729104044138,-17.35347909298196,-9.20421230292039,-18.541448067119436,-33.81412945959385,23.360683806869414,-4.334680860991704,17.702848545568894
0.21,0.02102102102102102,24.27471901296278,-27.167645032090903,-23.16788862815112,-41.04393687815237,-27.176254891086103,24.634140285598157,19.347563157804302,3.094251358247004,30.8069502051155,26.92193664513286,20.253429221808435,25.36088368469669,5.407892527114509,-16.167094841029428,-1.2190767016142174,-17.354052608847528,-9.204632391204685,-18.541516616154496,-33.81467647826613,23.36145075837995,-4.3353740431212895,17.703520754431448
0.22,0.022022022022022022,24.27482276165947,-27.167834075050745,-23.168362722481127,-41.04448595068339,-27.17706514280315,24.634352577053384,19.348127537668308,3.0947871528004764,30.80727006976151,26.922353172238434,20.253920417404093,25.36168555649288,5.408139544368967,-16.16789849242969,-1.2190793619557243,-17.354637354785655,-9.205064297732179,-18.54156952675659,-33.815217171603365,23.362232657667672,-4.33609770330588,17.704208854045657
0.23,0.023023023023023025,24.274908420773414,-27.168006283433755,-23.168837368692436,-41.04502251271743,-27.177887815910225,24.634552120401775,19.348700290488217,3.0953452869626426,30.807576353716602,26.922764088961323,20.254415905686127,25.362501896638687,5.408393491329567,-16.168725273589956,-1.2190808776541273,-17.355233328709186,-9.205508035769293,-18.541606747303767,-33.81575156746639,23.3630294869269,-4.336851859423022,17.704912830357692
0.24,0.024024024024024024,24.274975978685248,-27.168161670586013,-23.1693125885029,-41.04554658867841,-27.178722886461287,24.634738962231697,19.349281393243327,3.0959257264396887,30.80786909268434,26.923169401890803,20.254915692269336,25.36333274653288,5.408654387919522,-16.169575213408123,-1.2190812337756753,-17.35584052889466,-9.205963618815195,-18.541628224538588,-33.816279693988335,23.363841227831415,-4.3376365291182655,17.705632668612562
0.25,0.025025025025025023,24.275025422466797,-27.168300250236005,-23.169788405136973,-41.04605820084931,-27.17957032948453,24.634913149736963,19.349870822166086,3.096528436048398,30.808148321701832,26.923569117715164,20.255419782825555,25.36417814832775,5.4089222546397915,-16.17044834149177,-1.2190804142255522,-17.356458953976304,-9.206431060604196,-18.54163390356521,-33.8168015795804,23.364667861534784,-4.338451729794872,17.70636835335536
0.26,0.026026026026026026,24.27505673787818,-27.16842203649591,-23.170264843327367,-41.04655736937355,-27.180430118979586,24.635074730719143,19.35046855273513,3.0971533797030295,30.808414075146295,26.923963243224016,20.25592818308171,25.365038144924696,5.409197112568063,-16.171344688152217,-1.219078401745665,-17.357088602939893,-9.206910375108198,-18.541623727846723,-33.81731725293789,23.36550936867064,-4.339297478603077,17.707119868432535
0.27,0.02702702702702703,24.275069909365108,-27.16852704386315,-23.17074192931658,-41.04704411225622,-27.18130222791471,24.635223753589827,19.351074559668174,3.0978005204018224,30.808666386741695,26.924351785310563,20.25644089881779,25.365912779969676,5.409478983357713,-16.172264284398267,-1.2190751779123405,-17.35772947511648,-9.207401576539185,-18.541597639202756,-33.817826743046446,23.366365729352864,-4.340173792428918,17.707887196993187
0.28,0.028028028028028028,24.27506492005641,-27.16861528722214,-23.171219690858255,-41.04751844536509,-27.18218662822391,24.635360267372846,19.351688816914763,3.098469820213133,30.808905289565494,26.924734750973894,20.256957935864754,25.366802097848442,5.409767889236739,-16.173207161929685,-1.2190707231339328,-17.358381570176004,-9.207904679351753,-18.541555577807323,-33.81833007918848,23.367236923175703,-4.341080687882604,17.70867032149036
0.29,0.029029029029029027,24.27504175176178,-27.168686781846294,-23.171698157218373,-41.04798038243144,-27.183083290804074,24.635484321706436,19.352311297648914,3.099161240261205,30.8091308160555,26.92511214732127,20.257479300102386,25.367706143681627,5.410063853006674,-16.174173353130364,-1.2190650166483445,-17.35904488812077,-9.208419698245686,-18.54149748218694,-33.81882729094986,23.36812292921381,-4.342018181286445,17.70946922368236
0.3,0.03003003003003003,24.275000384969744,-27.168741543400266,-23.172177359176295,-41.04842993505074,-27.183992185512043,24.635595966845326,19.352941974261597,3.099874740711581,30.8093429980168,26.925483981570384,20.258004997457064,25.368624963319625,5.4103668980414605,-16.175162891061195,-1.2190580365204613,-17.359719429278783,-9.208946648168592,-18.541423289219033,-33.81931840822683,23.369023726022245,-4.342986288662324,17.7102838846341
0.31,0.031031031031031032,24.274940798845847,-27.168779587942407,-23.172657329025654,-41.04886711268315,-27.18491328116167,24.63569525366278,19.353580818353116,3.1006102807561553,30.809541866628773,26.92585026105166,20.258535033899484,25.369558603337293,5.410677048286303,-16.176175809452623,-1.2190497596395007,-17.360405194296966,-9.20948554431857,-18.541332934130587,-33.81980346123306,23.369939291636374,-4.343985025718718,17.711114284718473
