t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0.0,0.0,32.76866694490666,1.3723050864779167,8.75778561868918,3.354424850888432,-28.90325983145107,-9.620607391650612,8.999417760826454,6.541130986697991,-10.489144551576526,26.370177281732918,1.3232311952608353,-8.60622164115912,-31.249664123841992
0.01,0.001001001001001001,32.76932075730976,1.3723322092633954,8.757960307018251,3.354491398615059,-28.90384044459367,-9.620800038605333,8.999597607643935,6.541259886247868,-10.489356203176635,26.370703897962645,1.3232571969153415,-8.606393801048284,-31.250290587751262
0.02,0.002002002002002002,32.76998270386469,1.3723747212940527,8.758134527910956,3.354548396784507,-28.90442023205003,-9.62100936330961,8.999743690232018,6.5413970883574555,-10.489580701193969,26.371241634457167,1.323299901736018,-8.606570575633574,-31.250899606648616
0.03,0.003003003003003003,32.77065277475115,1.3724326256871486,8.758308284534934,3.3545958387439954,-28.90499917444282,-9.621235364398736,8.999856016101775,6.541542593092019,-10.489818039930261,26.371790492962017,1.3233593061876174,-8.606751971227705,-31.251491196260066
0.04,0.004004004004004004,32.77133096066719,1.3725059245007567,8.758481578302344,3.3546337170941,-28.905577253076267,-9.621478041221676,8.999934593370696,6.5416964024814135,-10.490068212677732,26.372350475003316,1.3234354058184943,-8.60693799444902,-31.25206537001255
0.05,0.005005005005005005,32.77201725282893,1.372594618732058,8.758654408868868,3.354662023689623,-28.906154449936285,-9.621737393839926,8.999979430762119,6.541858520518906,-10.490331211715962,26.372921581885016,1.3235281952606164,-8.607128652222176,-31.252622139030724
0.06,0.006006006006006006,32.772711642970066,1.3726987083156994,8.758826774132709,3.3546807496403472,-28.90673074769056,-9.622013423026505,8.999990537605475,6.542028953160281,-10.490607028308828,26.37350381468591,1.3236376682291953,-8.607323951778964,-31.253161512133758
0.07,0.007007007007007007,32.773414123341254,1.3728181921222178,8.758998670233606,3.354689885311675,-28.90730612968853,-9.622306130265136,8.999967923837314,6.542207708323234,-10.490895652701537,26.374097174256356,1.3237638175219364,-8.607523900659215,-31.253683495832107
0.08,0.008008008008008008,32.774124686709385,1.3729530679565294,8.759170091551844,3.3546894203251516,-28.907880579961276,-9.622615517749573,8.999911600003117,6.542394795887048,-10.491197074117716,26.37470166121476,1.3239066350179127,-8.60772850671183,-31.254188094324288
0.09,0.009009009009009009,32.77484332635671,1.3731033325564874,8.759341030707285,3.3546793435588733,-28.908454083221333,-9.622941588383116,8.999821577259903,6.5425902276925445,-10.491511280756594,26.375317275943807,1.3240661116760593,-8.607937778095915,-31.254675309493642
