t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
0.0,0.0,-23.513691404690597,33.60680369908265,14.492188393130107,7.55116655451218,-34.271835255683186,-15.749751747748707,-10.278907718475605,24.567855751104407,23.750561016822243,3.2738903355511253,-35.99395170525232,9.953632189714563,11.008187388620147,-0.1644493197928538,34.39782958029572,-17.914917430663916,2.2943344829820296,6.111291261294591,20.335903467104778,-23.56209858629554,30.32829362382484,13.164352781640664,-38.19386284374399,-10.138775949617342,19.512091148257642,-10.10854444505954,-10.783438470260224,-1.7973858783064964,-9.669812821867703,-14.797409020512273,-33.03488909242396,8.774360407338559,29.53572299695827
0.01,0.001001001001001001,-23.514162933342817,33.60747438510973,14.492475680263054,7.551316213794958,-34.27252343880536,-15.750067319472588,-10.279115208086761,24.568346916300236,23.751035946574632,3.273955561600947,-35.994674720339184,9.95383042831094,11.00840470893322,-0.16445404211589792,34.39851440846668,-17.915275804639126,2.2943775787617247,6.111412688224155,20.336308098830944,-23.56257244332954,30.328897185658512,13.164614279295103,-38.19462765947546,-10.138978858679174,19.512478782805374,-10.108748702184801,-10.783654461157747,-1.7974237441301073,-9.670008283247858,-14.797705536153996,-33.03555045276383,8.774533045425041,29.536311087409242
0.02,0.002002002002002002,-23.514613546676006,33.608112425005395,14.492767528980558,7.551477367294004,-34.273222533451985,-15.750380107629868,-10.279337554437413,24.568822293069232,23.751527638658175,3.273986681264254,-35.99538017020414,9.954023312579686,11.008608592118103,-0.16445877074184023,34.3991943626624,-17.915602519959574,2.294441979667176,6.111541489445834,20.33671683031307,-23.56302478750826,30.32948876808663,13.16488513425311,-38.19538941617244,-10.139178434314296,19.51286578197909,-10.1089591084977,-10.783830563117307,-1.7974857828668265,-9.670204739427845,-14.79803520303383,-33.0362131587,8.7747013328338,29.536898266369075
0.03,0.003003003003003003,-23.515043199029584,33.60871773966171,14.493063949872944,7.551650021584433,-34.27393255032444,-15.750690118581721,-10.279574768140735,24.569281899031207,23.752036117734846,3.273983698600403,-35.99606802020338,9.954210848277635,11.008799032027456,-0.16446350539328983,34.3998694672114,-17.91589757899315,2.294527703547477,6.111677677548195,20.337129639280445,-23.56345562979027,30.33006837713973,13.165165342113758,-38.19614817218101,-10.13937469835024,19.513252145327154,-10.109175660920139,-10.7839667706177,-1.7975719945284416,-9.670402187191874,-14.798398024029689,-33.036877173495306,8.774865252173946,29.537484528478476
0.04,0.004004004004004004,-23.515451846437497,33.6092902574416,14.493364953995536,7.551834183638805,-34.274653501631875,-15.750997358998948,-10.279826856449798,24.569725753408147,23.752561408009182,3.2739466150856122,-35.99673823778195,9.954393041282215,11.008976020468998,-0.16446824681784508,34.400539744949064,-17.916160981861758,2.2946347693749054,6.111821267336186,20.337546504667653,-23.56386498030908,30.33063601788275,13.165454898388719,-38.196903985953426,-10.13956767145212,19.513637873230756,-10.109398356715058,-10.78406307992059,-1.7976823847628538,-9.670600623023912,-14.798794001643296,-33.03754246190638,8.775024787535495,29.53806986681102
0.05,0.005005005005005005,-23.515839446635898,33.6098299141754,14.493670552864254,7.552029860826794,-34.275385401085764,-15.751301835860366,-10.280093823255013,24.570153877027682,23.753103533227815,3.2738754296024326,-35.99739079247437,9.95456989759095,11.009139547205407,-0.16447299679095093,34.40120521721409,-17.916392726431486,2.2947631972482667,6.111972275832562,20.33796740661576,-23.564252848365353,30.331191694415967,13.165753798502706,-38.19765691605841,-10.139757373120581,19.514022966907582,-10.109627193484062,-10.784119489070171,-1.797816964858451,-9.67080004310998,-14.79922313799475,-33.03820899018467,8.775179924489047,29.53865427287381
0.06,0.006006006006006006,-23.51620595907021,33.61033665315721,14.493980758451448,7.552237060914934,-34.276128263893995,-15.751603556451496,-10.280375669081996,24.570566292326152,23.753662516678983,3.27377013843087,-35.9980256559052,9.954741423321073,11.009289599954148,-0.16447775811882537,34.40186590384488,-17.916592808303708,2.2949130083963056,6.112130722280135,20.338392326473752,-23.564619242419244,30.331735409875716,13.16606203779398,-38.1984070211916,-10.139943821689585,19.51440742841589,-10.109862169164977,-10.784135997894113,-1.7979757517491404,-9.671000443340253,-14.799685434816766,-33.038876726077504,8.77533065008543,29.539237736607955
0.07,0.007007007007007007,-23.516551344901533,33.61081042514114,14.494295583181966,7.55245579206644,-34.276882106754684,-15.751902528363548,-10.28067239108984,24.570963023351204,23.75423838119199,3.273630735241155,-35.998642801789515,9.954907624709229,11.009426164387207,-0.16448253464145646,34.40252182317562,-17.91676122080708,2.2950842251811694,6.112296628144867,20.3388212468002,-23.564964170082998,30.33226716643486,13.166379611514868,-38.19915436018599,-10.140127034324053,19.514791260659006,-10.110103282029353,-10.784112608005826,-1.7981587680200384,-9.671201819310996,-14.8001808934486,-33.03954563882938,8.7754769528553,29.539820246388928
0.08,0.008008008008008008,-23.516875567012463,33.61125118833733,14.494615039929448,7.552686062841096,-34.277646947849554,-15.75219875949268,-10.280983983069804,24.571344095763983,23.75483114913663,3.2734572110881586,-35.99924220593331,9.955068508111298,11.009549224130774,-0.16448733123567094,34.4031729920322,-17.91689795499047,2.2952768711019345,6.112470017119799,20.33925415136519,-23.565287638113723,30.332786965303065,13.16670651483235,-38.19989899202262,-10.140307027017348,19.515174467390253,-10.110350530679906,-10.78404932280802,-1.798366041913822,-9.671404166326308,-14.800709514829641,-33.04021569918335,8.775618822808704,29.54040178902673
0.09,0.009009009009009009,-23.51717859001225,33.61165890840795,14.494939142012852,7.552927882195218,-34.27842280683698,-15.752492258039563,-10.281310435444423,24.571709536840874,23.755440842422615,3.273249554407458,-35.99982384623384,9.955224080002305,11.009658760764815,-0.164492153818276,34.403819425727896,-17.91700299961681,2.2954909707981925,6.112650915129808,20.339691025152465,-23.565589652406395,30.33329480672683,13.167042742828665,-38.20064097584121,-10.140483814588595,19.51555705321828,-10.11060391404789,-10.783946147497582,-1.7985976073377425,-9.671607479399688,-14.8012712994927,-33.04088687938257,8.7757562514346,29.54098234976594
