t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44
0.0,0.0,-4.876094997727003,-15.38012859898274,20.388141376030266,26.016918143963295,-25.56812873527846,26.99892197589781,-28.83768874394873,18.753477447355042,11.945347422501316,8.899373996797637,-23.262168874312223,34.97375994884861,22.776810362956,30.058244188322057,23.285784282744395,-14.999513754438532,-1.1215285858165078,-30.870763101630775,29.07017337888194,23.368800274975452,30.833178837276417,35.97592164817868,-14.269765168514226,2.3039332644003543,32.33752548491339,-33.27094362040923,17.441478590365477,-25.072783995444443,27.68779960730941,-38.60984819578975,5.808399730175145,25.019633846935978,21.299604311196276,15.556246904859401,-23.824541653617008,-7.079318157594022,-23.677753098911168,-25.83092263866417,-40.70511585158504,-39.84178130258829,-33.74974324791846,-17.264040224315174,-9.227680832707781,6.848900370914566,-16.55947939822422
0.01,0.001001001001001001,-4.876195229035135,-15.38043641889615,20.388547435067657,26.017436938247087,-25.56864183921165,26.99946120877541,-28.83826765238022,18.75384957081371,11.945584859284757,8.899549052552102,-23.262634762045213,34.97445663609448,22.777265732325773,30.058843517317495,23.286248328623945,-14.99981509222178,-1.1215529653226375,-30.871381402410066,29.07075178043025,23.369267332633903,30.83379307182176,35.97663857560243,-14.270053273803923,2.303978279797551,32.33817172481062,-33.27161124896386,17.441827171450875,-25.07328771813653,27.688351267489466,-38.61062113397737,5.808515786585646,25.020131582043447,21.300028483522972,15.556555896775468,-23.825019535461035,-7.079462825477949,-23.6782275697099,-25.8314396917751,-40.70593188972414,-39.842579107677224,-33.75042054590778,-17.26438790861836,-9.22786762704285,6.849036609495748,-16.55981278638271
0.02,0.002002002002002002,-4.876246618466449,-15.380755500247613,20.38896439061188,26.0179699948762,-25.569176737468858,26.999992130474528,-28.838848062716842,18.754206909003845,11.94579809634167,8.899744676502149,-23.263043410039632,34.97518050866803,22.777722829908186,30.059425279853137,23.28667999796806,-15.000127075994612,-1.121544352479693,-30.871959671522035,29.071292937837136,23.36972785142896,30.83441600097679,35.977386532916384,-14.270341685183855,2.3040222502560783,32.33882107358386,-33.27230015196055,17.44218975910956,-25.073786627431257,27.68889232317689,-38.61138252641364,5.808583173074074,25.020602365603665,21.30043121644229,15.556840748097548,-23.82549673651765,-7.079597499888853,-23.678719221619776,-25.831979786425382,-40.70673333747922,-39.84336945931279,-33.75110652978096,-17.264688941332977,-9.228036628693943,6.849149610811358,-16.560157479164708
0.03,0.003003003003003003,-4.876249162616833,-15.381085852305533,20.38939227035929,26.018517357582898,-25.569733393012843,27.00051470153047,-28.839429996861487,18.75454948092277,11.94598713354843,8.899960880546766,-23.26339481848757,34.97593154702249,22.778181637920827,30.059989480627788,23.287079331725746,-15.000449719743209,-1.121502736547236,-30.872497935733733,29.071796831278697,23.370181833740332,30.83504763289403,35.97816554010169,-14.270630374314429,2.30406517703718,32.33947354030987,-33.27301029870776,17.442566360246804,-25.074280710078707,27.68942275017775,-38.612132401247976,5.808601909487504,25.021046185768427,21.300812489655332,15.557101454456221,-23.825973268261965,-7.07972217129748,-23.679228128314108,-25.832542926637196,-40.70752025800475,-39.84415233233068,-33.75180121638842,-17.26494330344879,-9.22818781850832,6.8492393942909064,-16.560513481002218
0.04,0.004004004004004004,-4.8762028549689695,-15.381427484266412,20.389831103676755,26.019079070564086,-25.570311766327162,27.00102888563005,-28.840013476677676,18.75487730586246,11.946151971086321,8.900197675857342,-23.26368898620246,34.97670972977219,22.778642138531662,30.06053612462117,23.28744636959663,-15.000783039182448,-1.1214281073761585,-30.872996218621093,29.07226343771394,23.370629281376313,30.835687972722514,35.97897561375309,-14.27091931435628,2.304107061577632,32.34012913284376,-33.273741658359405,17.4429569806982,-25.074769954740173,27.68994252878454,-38.61287079005644,5.808572017585688,25.02146303281544,21.301172286005958,15.557338010315345,-23.82644914322209,-7.079836833100701,-23.679754365883106,-25.833129117531055,-40.70829271211893,-39.84492770448007,-33.75250462539595,-17.265150968673954,-9.228321177860163,6.849305980362055,-16.560880794971453
0.05,0.005005005005005005,-4.876107685880492,-15.38178040525273,20.390280921601516,26.019655178485078,-25.57091181541258,27.001534649610186,-28.84059852399383,18.755190403412158,11.946292609445413,8.900455072867132,-23.263925910596395,34.97751503367556,22.779104313849842,30.061065217095226,23.28778115002985,-15.001127051760891,-1.1213204554093532,-30.873454540558612,29.072692730875552,23.37107019557287,30.836337022607722,35.97981676706789,-14.271208479967894,2.304147905486057,32.34078785781914,-33.27449419990105,17.443361625229695,-25.075254351984192,27.69045164376486,-38.61359772784204,5.808493521035677,25.021852899145948,21.301510591468404,15.557550408963513,-23.826924374976194,-7.0799414816193895,-23.680298012851008,-25.833738365306694,-40.70905075830303,-39.845695556415805,-33.75321677927514,-17.265311903429627,-9.22843668865335,6.8493493904523355,-16.56125942279033
0.06,0.006006006006006006,-4.875963642574099,-15.382144624310367,20.39074175684118,26.02024572648354,-25.571533495783857,27.00203196345648,-28.841185160607314,18.755488793460778,11.946409049427976,8.900733081260675,-23.26410558766025,34.9783474336171,22.77956814591669,30.061576763595284,23.288083710224306,-15.001481776665111,-1.1211797716834446,-30.873872918709118,29.07308468126152,23.371504576992212,30.83699478169152,35.980689009833874,-14.271497847303511,2.304187710539643,32.34144972064863,-33.275267892136235,17.443780297536993,-25.075733894281942,27.690950084351446,-38.61431325303581,5.808366445407872,25.02221577928252,21.301827395136478,15.55773864250727,-23.827398978148903,-7.08003611609699,-23.68085915019315,-25.83437067722315,-40.70979445270077,-39.84645587169146,-33.753937703294426,-17.265426066844864,-9.228534333324912,6.849369646991562,-16.56164936481487
0.07,0.007007007007007007,-4.8757707091296085,-15.382520150405574,20.391213643773803,26.020850760173683,-25.572176760466952,27.002520800301763,-28.841773408288255,18.755772496199185,11.946501292151426,8.901031709963119,-23.264228011946656,34.97920690258836,22.780033616696866,30.062070769951013,23.288354086130298,-15.001847234823348,-1.121006047831578,-30.874251367013603,29.073439256127607,23.371932425720825,30.83766124611209,35.981592348416186,-14.271787394011318,2.304226478681258,32.34211472552469,-33.27606270367305,17.444213000244265,-25.07620857600206,27.691437844233615,-38.61501740749872,5.808190818173478,25.022551669867052,21.30212268921439,15.557902701866077,-23.827872968406954,-7.080120738698768,-23.68143786135303,-25.835026061578017,-40.710523849117926,-39.84720863675328,-33.75466742551065,-17.265493410751862,-9.228614094849169,6.849366773414924,-16.56205062003458
0.08,0.008008008008008008,-4.875528866477962,-15.382906992421475,20.391696618448073,26.021470325650643,-25.572841559996597,27.003001136424555,-28.84236328878314,18.75604153212228,11.94656933905081,8.90135096712948,-23.264293176555793,34.98009341166787,22.78050070806968,30.062547242277265,23.288592312452526,-15.002223448908511,-1.1207992760872694,-30.87458989618114,29.073756419480677,23.372353741266913,30.838336409003873,35.98252678574313,-14.272077099231911,2.3042642120169696,32.34278287542077,-33.276878602910905,17.44465973490225,-25.076678393404816,27.691914921550076,-38.61571023652441,5.807966668703369,25.022860569658942,21.30239646900921,15.55804257676905,-23.828346362454198,-7.080195354511769,-23.682034232259326,-25.83570452768592,-40.711238999022015,-39.84795384093501,-33.75540597676118,-17.265513879681556,-9.228675956742523,6.849340794166763,-16.562463186066722
0.09,0.009009009009009009,-4.875238092397193,-15.383305159154117,20.39219071858358,26.0221044694951,-25.573527842414297,27.003472951247552,-28.84295482381817,18.756295922030915,11.946613191880807,8.901690860133824,-23.26430107312402,34.98100693000014,22.78096940182063,30.06300618697473,23.288798422654434,-15.002610443340515,-1.120559449289315,-30.87488851367887,29.07403613207289,23.372768522557326,30.839020260497502,35.98349232129098,-14.272366943597039,2.30430091281396,32.34345417209291,-33.27771555802754,17.44512050198569,-25.07714334463571,27.692381318883132,-38.61639178884277,5.80769402826834,25.023142479533455,21.302648732924943,15.55815825575344,-23.82881917802589,-7.080259971545456,-23.682648351342912,-25.83640608585615,-40.711939951542085,-39.8486914764536,-33.756153390656614,-17.26548741085956,-9.228719903068942,6.849291734705031,-16.56288705914952
