t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
0.0,0.0,-32.00334187427558,1.4782593110131033,-35.678601791169896,-6.535213544826597,-1.2190685141673185,-6.665138535211614,36.23353304187156,-3.3197990436606113,-16.379629588312792,-16.345181808236457,13.055494979655297,28.154479642601824,-23.796290328881174,-12.340795801709426,13.560493820863229,-5.107183379418702,-14.028686171827133,4.128603513200099,20.91762809648902,-33.06477588734145,31.547850586428243,-27.474039183272694,13.544341013985317,0.15972789833920606,28.280217521837965,16.960495904810866,-2.7076039720572465,-35.886351230782054,-8.88017601835514,-20.036991909375075,-27.282261917734264,36.996073527174914,15.037527763284727,-9.539784482260984,-3.2491103268269677,-19.778617178128815,32.98588526754945,5.6042935781621095,1.1568705586225416,19.30969843970568,22.813161837467543,-23.05618386106107,34.11507968482617,-30.24771239883542,1.2038825357021183,30.751018037191198,-25.779723438244147,36.01683299857344
0.01,0.001001001001001001,-32.003984799141236,1.4782880173976662,-35.67931720580801,-6.535346022728915,-1.2190948549535257,-6.665274756442363,36.23425755812531,-3.3198677383605433,-16.379958569907064,-16.345509582011186,13.055755459703438,28.15504112436552,-23.796766720739193,-12.341043376445782,13.56076436055682,-5.107287401515874,-14.02896906565043,4.128685101191096,20.91804576181082,-33.06543910306825,31.548479435688638,-27.474589412972485,13.544610794206397,0.1597286069019888,28.280782657903643,16.960834162221524,-2.7076605390164756,-35.88706958764136,-8.880355143285085,-20.037394063502767,-27.28280760745757,36.99681271934849,15.03782579524369,-9.53997807477763,-3.249177085322849,-19.779013273239265,32.98654364837432,5.604404435438522,1.1568907845311345,19.310083772224637,22.813615263598855,-23.056646267122314,34.115760314961896,-30.24831958923013,1.203904328050471,30.75163001847287,-25.78023917860638,36.01755227201194
0.02,0.002002002002002002,-32.00460610547494,1.4783068616135273,-35.68002272931543,-6.535482570913046,-1.219142373001214,-6.665399632917457,36.234947120238,-3.3199158140174294,-16.380302338857074,-16.345839746235715,13.056022541215833,28.155607557017085,-23.797240192055668,-12.34127488531091,13.56106536924319,-5.107415037780728,-14.02922810423737,4.128798113613536,20.918406475018706,-33.06610091133893,31.54908770672196,-27.475151213546184,13.544875429117196,0.1597327110613628,28.281319197457734,16.96120401157674,-2.7077142024717,-35.88776332305379,-8.88052160128636,-20.037807748706694,-27.28340099743801,36.997490714030945,15.03810893904844,-9.540176150949991,-3.2492333462156586,-19.779416908765047,32.98719274373875,5.604521028543626,1.1569146228685634,19.3104943635304,22.814103158653197,-23.057120195752553,34.11644091916045,-30.248895123770893,1.2039438684190809,30.752242616882913,-25.780741698143185,36.018274256167736
0.03,0.003003003003003003,-32.00520577526309,1.4783158507659333,-35.680718287184895,-6.535623188623871,-1.2192110507191334,-6.665513168140325,36.23560176609569,-3.3199432861764864,-16.380660916282917,-16.346172283484165,13.056296201676435,28.156178966150552,-23.797710747142673,-12.341490321414268,13.561396829950722,-5.1075662804965605,-14.029463283727537,4.1289425298620825,20.918710252458585,-33.066761289911554,31.54967535451904,-27.47572457915818,13.545134953843444,0.15974019839519574,28.281827101685415,16.961605446407855,-2.7077649785652436,-35.88843241039483,-8.880675375996802,-20.03823293037721,-27.284042064649967,36.998107474885295,15.038377198705115,-9.540378729276563,-3.2492791171519895,-19.779828086247182,32.98783255007229,5.604643367437118,1.156942078210591,19.310930199494685,22.814625531938248,-23.057605682740935,34.11712148102584,-30.249439058034632,1.2040011380908582,30.75285587313617,-25.781231035987126,36.01899895572396
0.04,0.004004004004004004,-32.00578379110686,1.4783149925476622,-35.681403806197146,-6.535767873591777,-1.2193008729779868,-6.665615363279341,36.23622153299246,-3.3199501678879257,-16.38103432364266,-16.346507177381273,13.056576417513275,28.156755377296044,-23.79817838969678,-12.341689677248095,13.561758721106449,-5.107741123433454,-14.029674602324825,4.129118324191726,20.91895710857557,-33.06742021670937,31.550242336732783,-27.47630950423762,13.545389404014362,0.1597510575277054,28.282306334768343,16.962038459685367,-2.707812884919002,-35.889076823176865,-8.880816451866126,-20.038669574579636,-27.284730780889713,36.99866296825708,15.038630578176383,-9.540585829726004,-3.249314403745104,-19.78024680730726,32.98846306588766,5.604771459634664,1.156973154879048,19.311391265257964,22.815182390000466,-23.058102762343232,34.117801983645215,-30.24995144456415,1.2040761170188679,30.75346982844181,-25.78170722852213,36.019726376586426
0.05,0.005005005005005005,-32.00634013621324,1.478304295237215,-35.68207921442693,-6.535916622030045,-1.2194118271029264,-6.66570621716931,36.23680645762292,-3.3199364697023324,-16.381422582733904,-16.34684441260794,13.05686316409761,28.157336815911403,-23.79864312280029,-12.34187294468506,13.562151016536491,-5.107939561848708,-14.029862060281634,4.129325465718921,20.91914705590452,-33.06807766981496,31.550788613674282,-27.476905983471468,13.54563881575906,0.15976527813260522,28.28275686387129,16.962503043820487,-2.707857940628856,-35.88969653503613,-8.880944814143188,-20.03911764805025,-27.285467112757388,36.99915716314723,15.038869081376184,-9.540797473738039,-3.249339209577419,-19.780673073641662,32.98908429178078,5.604905310208082,1.1570078569336177,19.311877545221208,22.815773736627342,-23.058611467280496,34.118482409583926,-30.250432332874144,1.2041687838286481,30.75408452450682,-25.78217030938287,36.02045652588152
0.06,0.006006006006006006,-32.00687479438654,1.478283767696957,-35.68274444124921,-6.536069428632643,-1.2195439028661972,-6.66578572631274,36.2373565760754,-3.3199021996667346,-16.3818257156955,-16.347183974906862,13.05715641574256,28.157923307373483,-23.799104948922718,-12.34204011497656,13.562573685465711,-5.108161592486966,-14.030025659883277,4.129563918422747,20.919280105063716,-33.06873362746451,31.551314148309014,-27.47751401179799,13.545883225703163,0.15978285093592867,28.283178659129216,16.962999190664558,-2.7079001662593076,-35.890291519720506,-8.881060448864424,-20.03957711819181,-27.286251021638396,36.999590031189506,15.039092712165141,-9.541013684224508,-3.249353536203442,-19.78110688701539,32.98969623043038,5.605044921785878,1.1570461881642504,19.31238902303774,22.81639957284826,-23.0591318287379,34.1191627408801,-30.250881769456456,1.2042791158205555,30.75470000353934,-25.782620309454106,36.02118941195407
0.07,0.007007007007007007,-32.00738775002012,1.4782534193712067,-35.683399417345846,-6.536226286572395,-1.2196970924799384,-6.66585388488091,36.237871923825715,-3.3198473633213648,-16.382243745009355,-16.347525851088243,13.05745614570126,28.15851487696905,-23.799563869922572,-12.342191178751646,13.563026692516583,-5.1084072135800715,-14.030165405432628,4.129833641146112,20.91935626475162,-33.06938806804235,31.551818906253185,-27.478133584400688,13.546122670965637,0.15980376771853647,28.2835716936348,16.96352689150632,-2.707939583838354,-35.89086175107819,-8.881163342843488,-20.04004795306867,-27.287082463684296,36.99996154663252,15.039301474346619,-9.541234485570541,-3.249357383153153,-19.78154824925559,32.99029888659709,5.6051902945541245,1.1570881520842071,19.31292568160515,22.817059896933976,-23.059663876363793,34.119842959038756,-30.2512997977845,1.2044070889721337,30.755316308251814,-25.783057256869977,36.02192504436525
0.08,0.008008008008008008,-32.00787898808858,1.4782132602842686,-35.68404407471247,-6.536387187499544,-1.2198713905891434,-6.665910684714727,36.238352535731515,-3.3197719636971055,-16.382676693502425,-16.347870029035615,13.057762326164513,28.159111549885303,-23.800019887049377,-12.342326126016575,13.563509997707301,-5.1086764248466245,-14.030281303235,4.130134587597016,20.919375541746792,-33.07004097007563,31.552302855770158,-27.47876469670268,13.546357189155861,0.15982802131830853,28.283935943426386,16.96408613706702,-2.707976216852581,-35.89140720304715,-8.881253483662062,-20.04053012140147,-27.2879613897932,37.00027168632644,15.039495371663449,-9.541459903635852,-3.2493507479358334,-19.781997162244675,32.99089226712202,5.605341426257673,1.157133751923734,19.31348750305732,22.817754704394773,-23.060207638268928,34.12052304502553,-30.25168645831692,1.2045526779405082,30.755933481863984,-25.783481177013247,36.022663433890514
0.09,0.009009009009009009,-32.00834849414025,1.4781633010384094,-35.68467834666583,-6.536552121540692,-1.2200667942647825,-6.6659561153253755,36.23879844602725,-3.3196760013136206,-16.383124584348792,-16.348216497711725,13.058074928257954,28.159713351200036,-23.800473000945995,-12.342444946155018,13.564023556449122,-5.1089692274912535,-14.030373361583273,4.130466706349893,20.91933794091088,-33.070692312229205,31.55276596776705,-27.47940734436152,13.546586818370878,0.15985560563202378,28.28427138747641,16.9646769174934,-2.708010090242484,-35.89192784964549,-8.881330859661862,-20.041023592561427,-27.288887745589694,37.0005204297143,15.0396744077953,-9.541689965756161,-3.249333626044334,-19.782453627913142,32.99147638092496,5.60549831220172,1.15718299062437,19.31407446875651,22.81848398797722,-23.060763141025884,34.121202979259934,-30.25204178850041,1.204715856064806,30.756551568105706,-25.78389209251448,36.02340459251755
