t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0,0.0,-26.854683782155462,-0.06130932313047517,24.961129597877374,34.573028785941695,-8.17663044499274,-25.325258104771706,29.35768891807842,-2.5671830232228707,15.801697380637208,-30.74845760217686,-10.011969456058962
0.01,0.001001001001001001,-26.85522333831306,-0.06131254370584497,24.961628038077386,34.573717864951846,-8.176794961161841,-25.3257675543518,29.358275937191003,-2.5672357519085027,15.80201054718318,-30.749074000765873,-10.012171291170876
0.02,0.002002002002002002,-26.85574511995185,-0.06131314932105832,24.96209519518585,34.57441071942038,-8.176974155706429,-25.326311927724955,29.358872856469564,-2.5672735403321476,15.802338775831648,-30.74969523102235,-10.012351476823032
0.03,0.003003003003003003,-26.856249128147333,-0.061311138350311406,24.962531059707665,34.57510733040393,-8.177168017494774,-25.326891208682543,29.359479691574386,-2.567296360838474,15.802682058293486,-30.75032133763402,-10.012510002806392
0.04,0.004004004004004004,-26.856735363645303,-0.061306511790026774,24.9629356201843,34.575807680061146,-8.177376534270666,-25.327505381222057,29.360096459510892,-2.567304184791672,15.803040385640614,-30.750952366410562,-10.01264685724105
0.05,0.005005005005005005,-26.85720382685575,-0.06129927325869819,24.96330886318686,34.57651175165537,-8.177599692649073,-25.328154429539815,29.36072317862391,-2.5672969825790615,15.80341374830664,-30.7515883642877,-10.012762026577068
0.06,0.006006006006006006,-26.85765451784755,-0.0612894289967435,24.96365077330951,34.57721952955726,-8.177837478111496,-25.32883833802295,29.36135986859153,-2.5672747236151503,15.803802136087722,-30.752229379331435,-10.01285549559508
0.07,0.007007007007007007,-26.858087436343975,-0.06127698786636513,24.9639613331633,34.57793099924748,-8.178089875000994,-25.32955709124066,29.362006550418492,-2.567237376346147,15.804205538143641,-30.752875460742516,-10.01292724740664
0.08,0.008008008008008008,-26.858502581718984,-0.061261961351417815,24.96424052337037,34.578646147319326,-8.17835686651691,-25.330310673934726,29.36266324642912,-2.5671849082549283,15.804623942999118,-30.75352665886103,-10.012977263454323
0.09,0.009009009009009009,-26.858899952994328,-0.061244363557283035,24.964488322558537,34.57936496148141,-8.178638434709276,-25.331099071009337,29.363329980259817,-2.5671172858664604,15.805057338545335,-30.754183025171233,-10.013005523511563
0.1,0.01001001001001001,-26.85927954883746,-0.06122421121074951,24.96470470735626,34.58008743056028,-8.178934560472907,-25.331922267520156,29.36400677685111,-2.5670344747536804,15.80550571204169,-30.75484461230652,-10.013012005682251
0.11,0.011011011011011011,-26.859641367560236,-0.06120152365989901,24.964889652388017,34.58081354450313,-8.179245223541196,-25.332780248662665,29.364693662439198,-2.566936439543835,15.805969050117769,-30.755511474054593,-10.012996686400074
0.12,0.012012012012012012,-26.859985407118426,-0.06117632287399668,24.96504313027007,34.58154329438041,-8.1795704024796,-25.33367299975978,29.365390664547068,-2.5668231439252853,15.806447338775545,-30.756183665362812,-10.012959540427586
0.13,0.013013013013013013,-26.860311665112018,-0.06114863344338491,24.96516511160661,34.582276672388545,-8.179910074678817,-25.33460050624873,29.366097811975123,-2.566694550654769,15.806940563391802,-30.756861242343714,-10.012900540855039
0.14,0.014014014014014014,-26.860620138786338,-0.061118482579379775,24.965255564986307,34.58301367185259,-8.180264216347675,-25.335562753667205,29.366815134791338,-2.566550621565138,15.807448708720784,-30.757544262280724,-10.012819659098952
0.15,0.015015015015015015,-26.860910825033958,-0.061085900114168874,24.965314456979293,34.58375428722891,-8.180632802505714,-25.336559727638743,29.367542664320926,-2.5663913175735615,15.807971758897068,-30.758232783634032,-10.012716864900408
0.16,0.016016016016016016,-26.861183720397428,-0.061050918500709414,24.965341752134524,34.58449851410789,-8.181015806975479,-25.337591413857407,29.368280433135528,-2.5662165986902044,15.808509697438657,-30.758926866046647,-10.01259212632311
