t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46
0.0,0.0,25.985236807588,27.566425354464528,-13.576920013661494,33.87947194154315,-3.703270218111273,8.79900648830293,31.433626253279428,14.010797695724602,31.93286352400805,12.116135804907923,-38.33817923235579,33.00981340349383,-26.0708288793728,21.85946263472166,-25.235403578454086,-4.701802988411427,31.557397009050483,-17.14643052041916,19.196842871929366,-23.377828950679106,-6.229836282892371,-8.646746801544673,38.970380328573476,-15.709299060934343,-22.45003946997488,-17.600960516454162,3.9893474207630693,38.2546846604914,8.596173846741861,21.196419079419293,-36.23352533422358,-26.51266978012555,27.774980374599362,-29.88908612643741,-35.785382314057955,-4.321203392636712,32.00489481852018,-5.210237819520066,-39.29863158838278,-10.342833677421446,27.18148152701032,-31.774376230334667,-32.18602629903479,3.6211393676370873,-2.236499244897256,-36.53999862948266,23.38411353310311
0.01,0.001001001001001001,25.98575469238977,27.5669739384784,-13.577192251131285,33.8801492010274,-3.7033447052706494,8.799180832333064,31.434254563936943,14.011076537681852,31.933500126459634,12.11637756138994,-38.338947287935156,33.01047081756731,-26.071353038147315,21.8598982415635,-25.23591038830497,-4.701897482034782,31.558027925549602,-17.14677395397378,19.19722647615522,-23.37829669152873,-6.229962515776179,-8.646922366898124,38.97115874174757,-15.709614826025238,-22.450488626253083,-17.601313080539093,3.9894251919356183,38.25544703326203,8.596342674456302,21.19684235395987,-36.234250368000055,-26.513200273792,27.775534678985892,-29.889684455276885,-35.78609949444649,-4.321290269830877,32.00553265374963,-5.2103445753648385,-39.29941802138534,-10.343043379480816,27.18202232196972,-31.775011729702836,-32.186672037851146,3.621208882330502,-2.2365443714192113,-36.54073230957029,23.38458084906206
0.02,0.002002002002002002,25.98629245872779,27.567559001812285,-13.5774636919308,33.880791701430205,-3.703397405847576,8.799324639366727,31.43491810787028,14.011360413038602,31.934177541119922,12.116621912621545,-38.33965297805611,33.01115345871464,-26.071829855381175,21.860298333549828,-25.236375813066704,-4.701982357557865,31.558648892805895,-17.14710528935554,19.197621010709906,-23.378758273717548,-6.23004812842091,-8.647114875709326,38.97194125210059,-15.709963608852833,-22.450953610969712,-17.60166248104069,3.989499695601653,38.25622972078427,8.596498326784776,21.197227301509166,-36.23497643332391,-26.513705449185892,27.77607682620112,-29.890297458802333,-35.78684162960729,-4.321433757165109,32.00617601914397,-5.210437725357243,-39.300224045590944,-10.343273055491311,27.182551637174107,-31.775628843543736,-32.1873428256733,3.621232276157759,-2.2365962038098517,-36.54147815010652,23.385021216391852
0.03,0.003003003003003003,25.986850104550385,27.568180530055614,-13.577734324723753,33.88139941054913,-3.703428278458129,8.799437855919711,31.435616904909608,14.011649267629021,31.93489574575973,12.116868838667024,-38.34029627713022,33.011861313492304,-26.07225934261647,21.860662895496148,-25.23679984675018,-4.702057598704562,31.559259910643146,-17.147424493714464,19.19802643292058,-23.379213683848526,-6.230093109281065,-8.647324341898878,38.97272780164674,-15.710345374818163,-22.45143442103409,-17.602008676753446,3.98957091336589,38.257032702493746,8.59664082170385,21.19757391300703,-36.23570346384307,-26.51418534189958,27.776606766498485,-29.890925098577437,-35.787608640269575,-4.321633826175431,32.00682490959315,-5.210517263442309,-39.30104967535796,-10.343522686901485,27.18306944985383,-31.776227577166786,-32.18803869510149,3.6212095579143586,-2.236654772195323,-36.542236082126855,23.385434642172438
0.04,0.004004004004004004,25.987427626241143,27.56883850309009,-13.578004137136967,33.88197229831956,-3.7034372912122153,8.799520429313421,31.436350976918405,14.01194304421635,31.935654719817375,12.11711832344088,-38.34087716034042,33.01259436544928,-26.072641509843972,21.860991911791317,-25.237182481843213,-4.702123191380418,31.55986098089865,-17.147731538130706,19.198442700204843,-23.37966291315332,-6.230097438736375,-8.647550780289494,38.97351833146596,-15.710760093267723,-22.45193105669957,-17.602351626970393,3.9896388268475578,38.25785595907569,8.596770179638336,21.197882184004886,-36.236431391552884,-26.51463998703652,27.77712444751886,-29.891567335288887,-35.78840044592449,-4.321890441231776,32.007479320857335,-5.210583183704602,-39.30189492384462,-10.343792253235037,27.18357573646082,-31.77680793340625,-32.188759678308884,3.621140734349617,-2.236720107546659,-36.543006036433084,23.38582113265074
0.05,0.005005005005005005,25.988025018595643,27.569532895087367,-13.578273115767178,33.882510336814114,-3.703424421718657,8.799572307689886,31.437120347770833,14.012241682506609,31.93645444437189,12.117370354702487,-38.34139560361769,33.01335259512237,-26.072976365493925,21.861285366391765,-25.237523709317564,-4.702179123668143,31.560452107408672,-17.148026397608728,19.19886977007081,-23.380105957478136,-6.230061089097854,-8.647794206602178,38.974312781708065,-15.711207737493654,-22.45244352155968,-17.602691291477075,3.9897034176846007,38.25869947244605,8.596886423460251,21.198152114670663,-36.237160146794274,-26.515069419221287,27.777629814306586,-29.89222412873854,-35.78921696481642,-4.322203559524602,32.00813924956483,-5.210635480369491,-39.30275980301495,-10.34408173209131,27.184070472670165,-31.777369912620504,-32.18950580704306,3.621025810170696,-2.2367922416839714,-36.5437879435885,23.38618069324566
0.06,0.006006006006006006,25.988642274797044,27.570263674505494,-13.578541246186841,33.88301350024308,-3.703389657088747,8.799593440027197,31.43792504332741,14.012545119163837,31.937294902112498,12.117624924050101,-38.34185158361915,33.01413598003139,-26.073263916427454,21.861543242815614,-25.237823518639114,-4.702225385823097,31.561033295994356,-17.148309051071294,19.199307600117447,-23.380542817269014,-6.229984024614886,-8.648054637452123,38.97511109159723,-15.711688284733112,-22.45297182254454,-17.603027630545736,3.989764667538116,38.2595632257321,8.59698957848638,21.198383709794115,-36.23788965825285,-26.51547367260839,27.778122809326256,-29.8928954378349,-35.79005811393326,-4.322573131048661,32.00880469320973,-5.210674147804662,-39.30364432364495,-10.344391099146684,27.18455363338187,-31.77791351269213,-32.19027711262693,3.620864788048746,-2.236871207280413,-36.5445817339118,23.386513328553352
0.07,0.007007007007007007,25.989279386390514,27.571030804084195,-13.578808512948921,33.88348176495594,-3.7033329939382758,8.799583776155385,31.438765091409007,14.012853287826891,31.938176077304437,12.117882026914266,-38.3422450777074,33.014944494674204,-26.073504167928583,21.861765524136636,-25.23808189778116,-4.702261970268742,31.5616045544482,-17.148579481353305,19.199756148035178,-23.38097349755656,-6.229866201483365,-8.64833209034432,38.975913199436775,-15.712201716166811,-22.453515969917564,-17.603360604929694,3.9898225580970235,38.26044720325267,8.597079672474372,21.19857697879254,-36.23861985295872,-26.515852780889936,27.77860337248029,-29.893581220583936,-35.790923808995515,-4.322999098583992,32.00947565014953,-5.210699180521903,-39.30454849532906,-10.344720328156859,27.185025192722886,-31.778438729028853,-32.19107362595907,3.620657668627165,-2.2369570378659227,-36.545387337469776,23.386819042352784
0.08,0.008008008008008008,25.989936343256545,27.571834240838914,-13.579074899590701,33.883915109443954,-3.703254438388028,8.799543266772712,31.439640521769128,14.013166119127789,31.939097955751105,12.118141662550556,-38.34257606393123,33.01577811052165,-26.07369712369685,21.86195219297811,-25.238298833240837,-4.702288871592085,31.562165892521005,-17.148837675195473,19.200215371606774,-23.38139800794014,-6.229707567854884,-8.648626583668886,38.976719042614356,-15.71274801691672,-22.454075977272403,-17.603690175857974,3.9898770710829625,38.26135139049777,8.597156735617418,21.198731935716893,-36.23935065628723,-26.51620677730212,27.779071441127243,-29.89428143407925,-35.791813964444295,-4.323481397674129,32.01015211960243,-5.210710573179141,-39.30547232648689,-10.345069390960024,27.185485124049336,-31.77894555456528,-32.19189537751353,3.620404450531971,-2.2370497678307415,-36.54620468406871,23.387097837611567
0.09,0.009009009009009009,25.99061313358314,27.572673936053707,-13.579340388636583,33.88431351434387,-3.7031540060627517,8.799471863462399,31.440551366064515,14.013483540711613,31.940060524752507,12.118403834031712,-38.34284452100769,33.01663679601234,-26.073842785840522,21.86210323150654,-25.238474310058646,-4.7023060865391075,31.562717321909382,-17.149083623237818,19.200685228708505,-23.381816362571485,-6.229508063847013,-8.6489381366961,38.97752855760744,-15.71332717604291,-22.45465186153014,-17.604016305030132,3.989928188255418,38.26227577410792,8.59722080053748,21.198848599258287,-36.24008199196044,-26.516535694630523,27.779526950100884,-29.89499603449156,-35.79272849342824,-4.324019956601587,32.01083410164455,-5.21070832058274,-39.30641582437032,-10.345438257480916,27.185933399949015,-31.779433979765457,-32.19274239733902,3.6201051303842884,-2.2371494324287076,-36.54703370324454,23.387349716492057
