t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8
0.0,0.0,-3.69178021997807,13.874345544998457,2.79782986625954,-29.03330438565572,5.362324706348713,-15.697073339820601,12.5011288596603,18.266333745254364,-3.6677342649226983
0.01,0.001001001001001001,-3.6918553954207307,13.874622194765223,2.7978836432926864,-29.03388539170066,5.362428926447581,-15.697388526396095,12.501377375630444,18.26669672501566,-3.66780903948982
0.02,0.002002002002002002,-3.6919228674162676,13.87489814260213,2.79793750341278,-29.034471153029795,5.362531396157381,-15.69771250991115,12.50162554218618,18.26706831271736,-3.66788385457433
0.03,0.003003003003003003,-3.691982646721679,13.875173379674429,2.797991420879602,-29.035061649698893,5.362632121482657,-15.698045278921594,12.501873366945036,18.267448526670403,-3.6679587281656754
0.04,0.004004004004004004,-3.6920347447668895,13.875447896982005,2.7980453698573426,-29.035656861559715,5.362731108363385,-15.698386821312413,12.502120857476571,18.267837385562643,-3.668033678458644
0.05,0.005005005005005005,-3.6920791736559826,13.87572168535933,2.798099324415926,-29.036256768262053,5.3628283626769395,-15.698737124299555,12.502368021304564,18.268234908461782,-3.6681087238566676
0.06,0.006006006006006006,-3.692115946168427,13.875994735475462,2.7981532585323476,-29.036861349255805,5.362923890240063,-15.699096174431794,12.502614865909212,18.268641114818394,-3.668183882975171
0.07,0.007007007007007007,-3.692145075760289,13.876267037834033,2.7982071460920297,-29.037470583793066,5.363017696810853,-15.699463957592672,12.502861398729344,18.26905602446901,-3.6682591746449598
0.08,0.008008008008008008,-3.692166576565436,13.876538582773266,2.7982609608901887,-29.038084450930256,5.363109788090747,-15.699840459002498,12.50310762716463,18.269479657639298,-3.6683346179156566
0.09,0.009009009009009009,-3.6921804633967286,13.876809360466014,2.798314676633219,-29.03870292953026,5.363200169726532,-15.700225663220435,12.503353558577812,18.26991203494731,-3.668410232059186
0.1,0.01001001001001001,-3.6921867517472027,13.877079360919804,2.798368266940091,-29.03932599826459,5.363288847312353,-15.70061955414664,12.503599200296941,18.270353177406825,-3.6684860365733014
0.11,0.011011011011011011,-3.692185457791241,13.877348573976908,2.798421705343759,-29.039953635615596,5.363375826391736,-15.701022115024484,12.503844559617617,18.270803106430748,-3.6685620511851655
0.12,0.012012012012012012,-3.692176598385733,13.87761698931442,2.798474965292586,-29.040585819878658,5.3634611124596265,-15.701433328442848,12.504089643805251,18.271261843834612,-3.668638295854976
0.13,0.013013013013013013,-3.692160191071222,13.877884596444366,2.7985280201517786,-29.041222529164436,5.363544710964432,-15.701853176338473,12.504334460097327,18.271729411840152,-3.6687147907796445
0.14,0.014014014014014014,-3.692136254073045,13.878151384713819,2.798580843204833,-29.04186374140114,5.363626627310084,-15.702281639998395,12.504579015705682,18.272205833078967,-3.668791556396525
0.15,0.015015015015015015,-3.6921048063024573,13.87841734330504,2.7986334076549926,-29.042509434336807,5.363706866858104,-15.702718700062448,12.504823317818794,18.272691130596257,-3.668868613387197
0.16,0.016016016016016016,-3.692065867357748,13.878682461235629,2.798685686626716,-29.043159585541602,5.3637854349296905,-15.703164336525838,12.505067373604081,18.273185327854645,-3.668945982681298
0.17,0.017017017017017015,-3.6920194575253427,13.878946727358704,2.7987376531671546,-29.04381417241016,5.363862336807813,-15.703618528741783,12.50531119021022,18.273688448738085,-3.6690236854604166
0.18,0.018018018018018018,-3.6919655977808934,13.879210130363093,2.7987892802476413,-29.04447317216393,5.363937577739321,-15.704081255424244,12.505554774769463,18.274200517555858,-3.6691017431620363
0.19,0.01901901901901902,-3.6919043097903588,13.879472658773548,2.798840540765183,-29.04513656185356,5.364011162937068,-15.704552494650699,12.505798134399981,18.274721559046647,-3.669180177483538
0.2,0.02002002002002002,-3.69183561591107,13.87973430095097,2.7988914075439677,-29.045804318361284,5.3640830975820455,-15.705032223865015,12.506041276208213,18.275251598382702,-3.6692590103862606
0.21,0.02102102102102102,-3.6917595391927858,13.87999504509267,2.7989418533368724,-29.046476418403344,5.364153386825538,-15.70552041988038,12.506284207291234,18.275790661174085,-3.6693382640996215
0.22,0.022022022022022022,-3.6916761033787338,13.880254879232632,2.7989918508269835,-29.047152838532426,5.364222035791285,-15.706017058882308,12.506526934739124,18.276338773473007,-3.669417961125296
0.23,0.023023023023023025,-3.691585332906639,13.880513791241807,2.7990413726291186,-29.047833555140127,5.364289049577666,-15.706522116431728,12.506769465637374,18.27689596177825,-3.669498124241458
0.24,0.024024024024024024,-3.6914872529097407,13.880771768828422,2.799090391291357,-29.04851854445943,5.3643544332598925,-15.707035567468129,12.507011807069285,18.27746225303969,-3.669578776507086
0.25,0.025025025025025023,-3.6913818892177943,13.881028799538319,2.7991388792965743,-29.04920778256721,5.3644181918922245,-15.707557386312793,12.507253966118391,18.27803767466288,-3.6696599412663313
0.26,0.026026026026026026,-3.691269268358062,13.881284870755298,2.799186809063979,-29.049901245386756,5.364480330510197,-15.708087546672097,12.5074959498709,18.27862225451375,-3.669741642152949
0.27,0.02702702702702703,-3.6911494175562884,13.881539969701496,2.799234152950656,-29.050598908690315,5.364540854132867,-15.708626021640885,12.50773776541815,18.279216020923382,-3.6698239030948017
0.28,0.028028028028028028,-3.691022364737662,13.88179408343778,2.799280883253109,-29.051300748101646,5.364599767765075,-15.709172783705926,12.507979419859073,18.279819002692882,-3.6699067483184247
0.29,0.029029029029029027,-3.690888138527765,13.882047198864168,2.799326972208809,-29.052006739098616,5.364657076399724,-15.709727804749429,12.508220920302685,18.280431229098348,-3.669990202353664
0.3,0.03003003003003003,-3.6907467682535073,13.882299302720261,2.799372391997743,-29.05271685701579,5.364712785020083,-15.71029105605265,12.508462273870597,18.281052729895908,-3.6700742900383836
0.31,0.031031031031031032,-3.690598283944046,13.88255038158571,2.7994171147439597,-29.053431077047055,5.364766898602097,-15.710862508299565,12.508703487699526,18.28168353532688,-3.6701590365232457
0.32,0.03203203203203203,-3.6904427163316926,13.882800421880697,2.7994611125171205,-29.054149374248265,5.364819422116729,-15.711442131580617,12.508944568943843,18.282323676123006,-3.670244467276561
0.33,0.03303303303303303,-3.690280096852802,13.88304940986644,2.799504357334046,-29.054871723539886,5.364870360532311,-15.712029895396546,12.509185524778129,18.282973183511785,-3.670330608089217
0.34,0.03403403403403403,-3.6901104576486494,13.883297331645723,2.7995468211602637,-29.055598099709684,5.364919718816922,-15.712625768662287,12.509426362399752,18.283632089221904,-3.6704174850796822
0.35000000000000003,0.035035035035035036,-3.6899338315662935,13.883544173163456,2.7995884759115506,-29.056328477415416,5.364967501940779,-15.713229719710952,12.509667089031465,18.284300425488755,-3.6705051246990834
0.36,0.036036036036036036,-3.6897502521594197,13.883789920207239,2.799629293455475,-29.057062831187537,5.365013714878659,-15.713841716297878,12.50990771192402,18.28497822506007,-3.6705935537363676
0.37,0.037037037037037035,-3.689559753689172,13.884034558407972,2.799669245612934,-29.05780113543193,5.365058362612332,-15.714461725604762,12.510148238358813,18.28566552120161,-3.6706827993235405
0.38,0.03803803803803804,-3.6893623711249677,13.88427807324048,2.7997083041596866,-29.05854336443266,5.3651014501330225,-15.715089714243865,12.51038867565053,18.28636234770302,-3.6707728889409874
0.39,0.03903903903903904,-3.689158140145298,13.884520450024162,2.7997464408278785,-29.059289492354726,5.365142982443892,-15.715725648262294,12.510629031149836,18.28706873888369,-3.67086385042288
