t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.0,0.0,-29.20010886733021,-23.20959877060694,-9.989832840203043,-29.988290790335963,-14.435210193440415,-26.720506860280835,-3.4913977433279277,35.35267121051806,-21.518341517281755,-0.9256798932177055,32.910959974282484,-8.061168867815539,40.9489010973024,-3.7353340888242377,-8.907878709292499,-26.420001130640806,19.888583377857348,2.769875244429789,0.07922828523139491,2.4662042538821383,-28.358261054538808,20.13883814005177,-31.90429805248234,24.89608500434122,35.67205914392448,32.20871551519815,-3.038661534564462,3.6415669303038203,30.970363486346578,-9.5227514686955
0.01,0.001001001001001001,-29.200694362476057,-23.210065765167027,-9.990032722409703,-29.98889276314422,-14.435500739454334,-26.72104276218468,-3.4914690315027976,35.35337748293079,-21.518774143871102,-0.9256992707069966,32.91161527313128,-8.06133297343729,40.949717986227064,-3.7354098071894533,-8.908058559068362,-26.42053037053108,19.88897836581996,2.7699306331707043,0.07922735163255962,2.4662516370442904,-28.35883120721763,20.13924000968497,-31.904938216252965,24.89658044628333,35.67277240185938,32.20935686226318,-3.0387225322693507,3.6416375853023575,30.970982494745254,-9.522944022421427
0.02,0.002002002002002002,-29.20124797232424,-23.210531023868217,-9.99021389835315,-29.989486608286104,-14.435785224291244,-26.721599819716097,-3.4915171654375627,35.35409234730247,-21.519229519731294,-0.9257344896840994,32.91227567320132,-8.061510293096747,40.950522750942575,-3.7354901315561486,-8.908239298360202,-26.421093260624268,19.889376229724366,2.770010235351162,0.07924126238879445,2.4663149927375567,-28.359401531846572,20.139650575315834,-31.9055638790977,24.89703182871943,35.67348394387358,32.21001372459509,-3.0387750439293457,3.641672660009184,30.971602943443827,-9.523140726611562
0.03,0.003003003003003003,-29.201769689502854,-23.210994527776226,-9.990376364340873,-29.9900723418055,-14.436063662373604,-26.722178037673906,-3.4915421244013127,35.354815806339,-21.519707633721623,-0.9257855570492796,32.91294118754736,-8.061700838973515,40.951315354297186,-3.7355750535974264,-8.908420951765939,-26.42168977914333,19.889776963972302,2.7701140422006083,0.07927001820639587,2.466394312611318,-28.35997202355959,20.14006984880566,-31.906175028137188,24.897439131875352,35.67419374195336,32.21068615315201,-3.038819066792537,3.641672147533262,30.97222484643613,-9.523341593524604
0.04,0.004004004004004004,-29.202259505748195,-23.21145625743381,-9.99052011420094,-29.990649978617572,-14.436336068886826,-26.72277742268333,-3.491543887754772,35.35554786355532,-21.52020847300553,-0.9258524819570303,32.913611830176094,-8.06190462442975,40.952095760161804,-3.735664563458294,-8.908603544155815,-26.422319906963953,19.8901805639609,2.770242042759358,0.07931361894508054,2.4664895888978813,-28.360542677596662,20.14049784299035,-31.906771651577557,24.897802334844375,35.674901767594896,32.21137420134165,-3.0388545975389962,3.6416360385992688,30.972848217065586,-9.523546634092899
0.05,0.005005005005005005,-29.202717411899926,-23.211916192860592,-9.990645139281051,-29.99121953250482,-14.436602459777397,-26.72339798318823,-3.4915224349570737,35.35628852327424,-21.52073202304957,-0.9259352758175153,32.914287616048156,-8.062121664010341,40.95286393342193,-3.7357586497555197,-8.908787100675323,-26.42298362760046,19.89058702608104,2.7703942238727017,0.07937206361714294,2.466600814409176,-28.36111348930385,20.14093457168282,-31.907353738710622,24.898121415579958,35.675607991800405,32.21207792502497,-3.0388816322814796,3.641564321543259,30.973473068028568,-9.523755857919964
0.06,0.006006006006006006,-29.20314339789753,-23.21237431355275,-9.990751428447702,-29.991781016113396,-14.43686285175157,-26.72403972944316,-3.491477745573051,35.35703779062485,-21.521278267621835,-0.9260339522984191,32.914968561080194,-8.062351973442752,40.95361983996969,-3.7358572995778005,-8.908971646748467,-26.42368092719051,19.890996347715742,2.7705705701847214,0.07944535038669642,2.4667279825330883,-28.361684454133247,20.14138004967553,-31.90792127991404,24.89839635088886,35.67631238507435,32.21279738251999,-3.0389001665660924,3.6414569823095944,30.974099411377683,-9.52396927327803
0.07,0.007007007007007007,-29.20353745277804,-23.21283059848259,-9.99083896808545,-29.992334440949627,-14.437117262274663,-26.72470267350512,-3.4914097992810507,35.35779567154075,-21.5218471887898,-0.9261485273272053,32.91565468214701,-8.062595569636546,40.954363446696,-3.735960498486248,-8.909157208081362,-26.424411794478672,19.891408527238593,2.7707710641318086,0.07953347656899852,2.466871087229439,-28.362255567642894,20.141834292743106,-31.90847426665137,24.89862711642471,35.67701491741956,32.21353263460573,-3.038910195372915,3.6413140044491494,30.974727258524922,-9.524186887105586
0.08,0.008008008008008008,-29.20389956467502,-23.21328502609798,-9.99090774209631,-29.992879817376796,-14.437365709570955,-26.72538682922515,-3.4913185758812797,35.35856217275784,-21.522438766917638,-0.9262790190937842,32.91634599708378,-8.062852470682573,40.95509472148287,-3.7360682305151838,-8.909343810666154,-26.425176220798782,19.89182356401218,2.770995685935896,0.0796364386298613,2.467030123025596,-28.362826825496615,20.14229731764509,-31.909012691472086,24.898813686682004,35.67771555833339,32.2142837445264,-3.038911713116593,3.641135369118793,30.975356620244735,-9.524408705004907
0.09,0.009009009009009009,-29.204229720818862,-23.21373757432167,-9.990957731899242,-29.993417154612136,-14.43760821262418,-26.72609221223963,-3.4912040553046855,35.35933730181189,-21.52305298066298,-0.926425448053589,32.91704252468836,-8.063122695851838,40.95581363319583,-3.7361804781732566,-8.909531480785272,-26.425974200055187,19.892241458386586,2.771244413597399,0.07975423218514795,2.4672050850117264,-28.363398223463804,20.14276914212881,-31.909536548011477,24.89895603499053,35.67841427680375,32.21505077799576,-3.038904713646886,3.6409210550821514,30.975987506676994,-9.524634731239612
