t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.0,0.0,18.788840444890614,-17.145633555583654,17.015585190562152,-1.0139580889705282,-36.36924757215983,4.38880639849098,-15.8754388755369,18.576015533862833,-47.982526106513546,15.877083046972944,16.48413790465605,18.34452934898108,20.411569718024833,-1.5569676007218864,-8.342866440169677
0.01,0.001001001001001001,18.789213434060596,-17.145978269510774,17.015923628048306,-1.0139793910372332,-36.369977346672385,4.3888910529050635,-15.875758163578958,18.576384693099918,-47.98348754326653,15.877399220243914,16.48446459714555,18.344893733731755,20.411975824042788,-1.5570002363748934,-8.34303588605166
0.02,0.002002002002002002,18.78957737617827,-17.146310810243826,17.016270098175443,-1.0140267661579005,-36.37070831603886,4.388981121422566,-15.876055555004609,18.57673623522093,-47.984453248691906,15.877734355052809,16.484818163633886,18.345240212549463,20.41238424442633,-1.5570427174494637,-8.343215046287677
0.03,0.003003003003003003,18.78993228930322,-17.146631188196416,17.01662459539584,-1.0141001956568492,-36.37144046019265,4.389076608203939,-15.876331076073752,18.5770701736324,-47.98542325566298,15.878088445812063,16.48519859742625,18.34556880958905,20.41279496741453,-1.5570950430233272,-8.343403921185857
0.04,0.004004004004004004,18.7902781907635,-17.146939413640492,17.016987113699773,-1.0141996610410722,-36.3721737580731,4.38917751797089,-15.876584751421724,18.577386520116956,-47.98639759592015,15.878461487343293,16.48560589175384,18.345879547724984,20.41320798146895,-1.5571572123447555,-8.343602511615419
0.05,0.005005005005005005,18.790615097157634,-17.14723549670559,17.017357646614755,-1.0143251439960153,-36.37290818762964,4.389283856006811,-15.87681660405797,18.577685284834615,-47.987376300076676,15.878853474875461,16.4860400397702,18.346172448554626,20.41362327527431,-1.5572292248332131,-8.343810819003835
0.06,0.006006006006006006,18.79094302435655,-17.14751944737806,17.01773618720462,-1.0144766263807128,-36.37364372582596,4.389395628157094,-15.87702665536491,18.577966476324285,-47.98835939762423,15.879264404042795,16.48650103454673,18.346447532401832,20.414040837739197,-1.557311080079878,-8.344028845333892
0.07,0.007007007007007007,18.791261987505436,-17.147791275500246,17.018122728068505,-1.0146540902222847,-36.37438034864416,4.389512840829325,-15.87721492509701,18.578230101505458,-47.98934691693836,15.879694270882474,16.4869888690673,18.34670481832089,20.41446065799683,-1.5574027778480264,-8.344256593140669
0.08,0.008008008008008008,18.79157200102546,-17.148050990769686,17.018517261339724,-1.014857517709798,-36.375118031088874,4.38963550099336,-15.877381431380039,18.578476165680094,-47.99033888528379,15.88014307183208,16.48750353622198,18.346944324100765,20.414882725405906,-1.5575043180732888,-8.344494065508428
0.09,0.009009009009009009,18.791873078615435,-17.148298602738233,17.018919778684502,-1.0150868911874953,-36.375856747191364,4.389763616181273,-15.877526190710526,18.57870467253473,-47.99133532881958,15.880610803726805,16.488045028799938,18.347166066269686,20.415307029551485,-1.5576157008637723,-8.344741266067414
