t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
0.0,0.0,21.365223231342014,-6.274915248726525,-29.054025840621062,-19.36077827297441,40.99975700283689,1.222803564458843,10.240029017114999,15.050283047482717,16.523264077274735,-29.383353357391652,19.65991124591414,24.271185660392874,-7.5755291431086675,-11.601057925599125,37.83275060311082,-23.485614384037486,17.877388104116413,13.620660542257413,-18.769720953047873,-12.950129516075451,-18.15153449825544,-30.654476936807733,-26.952500149434155,37.644741494119025,45.34549751335485,29.882738532006226,-31.920328743386026,-30.856747451810495,-17.107189189738364,-0.0384109603049821,34.52867710338929,-26.03537005224792,7.314021947732771,-30.575757335673828
0.01,0.001001001001001001,21.365648625156947,-6.275043599182967,-29.054608970769078,-19.36116775747239,41.00057627099655,1.2228276117200456,10.240231142617544,15.050581010933588,16.523594010139945,-29.383942974997456,19.66030385543798,24.271670148434115,-7.575682749931583,-11.601290878176009,37.833506649125695,-23.48608717791251,17.877745614888966,13.620932490309473,-18.770098146990343,-12.950388743473653,-18.151899979285538,-30.655092264156774,-26.953039740379005,37.64549329797056,45.346403527881954,29.883335061275734,-31.920969751446954,-30.85736662166245,-17.107532592778302,-0.03841300290531849,34.529365866010025,-26.03589279592691,7.3141651397781065,-30.576369847567165
0.02,0.002002002002002002,21.36605282421094,-6.275170732374379,-29.055221278742565,-19.361537985928155,41.00135918847875,1.2228539485424164,10.240450202907068,15.050858375629947,16.52392870817982,-29.384532905093995,19.66070848662291,24.272182043867524,-7.5758215767873205,-11.601524820870308,37.83426429885867,-23.48657034414399,17.878115140176398,13.621222451137363,-18.77048733739798,-12.950624615170902,-18.152261100484736,-30.655705218574244,-26.953573713256457,37.64624343662772,45.347306591819326,29.88393684690239,-31.921622761397156,-30.857975989198103,-17.107929558455705,-0.038403793128912796,34.530051137499996,-26.036413237618365,7.314326285356236,-30.576990270531383
0.03,0.003003003003003003,21.36643581894692,-6.275296643901629,-29.055862748688966,-19.361888934345885,41.00210576246314,1.2228825765865643,10.24068623205935,15.051115148849998,16.524268234729078,-29.385123140083998,19.661125123826032,24.27272131041937,-7.575945636333015,-11.60175974520381,37.83502349356391,-23.48706389259744,17.878496652473178,13.621530387242347,-18.770888498093047,-12.950837137024921,-18.152617846669884,-30.6563158090502,-26.9541020537315,37.6469918870816,45.34820670889154,29.884543878984218,-31.922287738443085,-30.858575562164006,-17.108380087898627,-0.03838332298703314,34.53073294064262,-26.036931369431592,7.3145053649852905,-30.577618627433697
0.04,0.004004004004004004,21.366797596229453,-6.275421329387799,-29.05653336648048,-19.362220577424004,41.00281599896173,1.2229134975726208,10.24093926389878,15.051351335402277,16.52461265320171,-29.385713673325206,19.661553750000174,24.273287914034693,-7.576054940452835,-11.601995642954735,37.835784175895654,-23.48756783469173,17.878890126611193,13.62185626057052,-18.771301600348,-12.951026316268061,-18.152970202537386,-30.656924043795424,-26.954624746865516,37.64773862634404,45.349103883038254,29.885156147860023,-31.92296464649152,-30.859165349012113,-17.108884177753314,-0.038351584017412836,34.5314112966047,-26.03744718199002,7.314702357230866,-30.578254941998296
0.05,0.005005005005005005,21.367138139343385,-6.275544784478011,-29.057233119706208,-19.362532888557787,41.003489902819624,1.2229467132774314,10.241209331996833,15.051566937626689,16.524962027106554,-29.386304499132947,19.661994346682622,24.273881822869207,-7.576149500259687,-11.602232506161466,37.83654628990777,-23.48808218339053,17.879295539754192,13.62220003251672,-18.771726612884567,-12.95119216150722,-18.153318152663438,-30.657529930240027,-26.955141777116324,37.6484836314454,45.34999811841262,29.885773644111268,-31.923653448147206,-30.859745358905702,-17.10944182017364,-0.03830856728741195,34.53208622494114,-26.037960664431253,7.31491723870172,-30.57889923880693
0.06,0.006006006006006006,21.367457427991763,-6.275667004839002,-29.05796199766386,-19.36282583984172,41.00412747771572,1.2229822255317235,10.241496469670594,15.051761955395309,16.525316420063028,-29.386895612783075,19.662446893983464,24.27450300728172,-7.576229326096564,-11.602470327126651,37.83730978105328,-23.48860695319365,17.879712871392435,13.622561663927973,-18.772163501873095,-12.951334682723774,-18.153661681504236,-30.658133475032038,-26.955653128338014,37.64922687943236,45.3508894193796,29.886396358563893,-31.924354104710094,-30.86031560172592,-17.11005300280833,-0.03825426339781793,34.5327577435993,-26.038471804406772,7.315149984044989,-30.579551543299722
0.07,0.007007007007007007,21.367755438293134,-6.275787986158479,-29.05871999135101,-19.36309940207171,41.004728726163535,1.2230200362172516,10.241800709981332,15.051936386112946,16.525675895817002,-29.38748701051526,19.66291137057351,24.275151439827017,-7.576294427537547,-11.602709098421725,37.8380745961837,-23.48914216012824,17.88014210333755,13.622941115106462,-18.77261223093217,-12.951453891273482,-18.154000773396206,-30.658734684036066,-26.95615878378064,37.649968347365686,45.35177779051415,29.88702428229015,-31.925066576172192,-30.860876088078946,-17.11071770878597,-0.03818866248728562,34.533425868922954,-26.038980588081337,7.3154005659409185,-30.58021188177623
0.08,0.008008008008008008,21.368032142778187,-6.275907724144211,-29.059507093455903,-19.36335354474711,41.00529364951204,1.2230601472639178,10.242122085733136,15.05209022471746,16.526040518256842,-29.388078689536624,19.6633877536718,24.27582709524926,-7.576344813388452,-11.602948812891816,37.83884068354835,-23.489687821739885,17.88058321971762,13.62333834581204,-18.773072761128518,-12.951549799886406,-18.15433541255623,-30.659333562331994,-26.956658726089728,37.650708012318056,45.352663236599355,29.887657406610412,-31.92579082121402,-30.861426829303785,-17.111435916697825,-0.03811175423741684,34.534090615655884,-26.039487000132056,7.315668955097117,-30.580880281396702
0.09,0.009009009009009009,21.36828751038572,-6.276026214522903,-29.060323298347836,-19.363588236072513,41.0058222479466,1.2231025606468697,10.242460629471598,15.052223463679846,16.526410351429583,-29.388670648025723,19.663876019032724,24.276529950475833,-7.576380491687133,-11.603189463661046,37.839607992793475,-23.49024395708357,17.881036206972453,13.623753315264278,-18.77354505097718,-12.951622422666805,-18.154665583081858,-30.659930114213722,-26.957152937305608,37.65144585137191,45.353545762624414,29.888295723094966,-31.92652679720068,-30.86196783748068,-17.112207600578454,-0.03802352787847926,34.53475199694509,-26.039991023747124,7.315955120242339,-30.581556770183592
0.1,0.01001001001001001,21.36852150645796,-6.276143453038817,-29.061168602067045,-19.363803442959412,41.006314520489894,1.2231472783835753,10.242816373482551,15.052336093004078,16.5267854595573,-29.389262885136905,19.664376140932774,24.277259984611714,-7.576401469703424,-11.603431044138219,37.84037647496134,-23.49081058671452,17.881501053849057,13.624185982144047,-18.774029056441993,-12.95167177509303,-18.154991268951527,-30.660524343187927,-26.957641398862602,37.65218184161729,45.354425373782554,29.888939223565806,-31.927274460177564,-30.862499125440134,-17.11303272988416,-0.03792397219576422,34.53541002434361,-26.040492640624255,7.316259028119811,-30.582241377023276
0.11,0.011011011011011011,21.368734092735213,-6.276259435452165,-29.06204300231418,-19.363999131027644,41.00677046500299,1.2231943025308731,10.243189349790871,15.052428100226715,16.527165907053636,-29.389855401005008,19.664888092156882,24.27801717893428,-7.576407753938739,-11.603673548022893,37.84114608248912,-23.49138773267889,17.881977751397326,13.624636304594649,-18.77452473093635,-12.951697874017402,-18.155312454024767,-30.661116251972885,-26.95812409158801,37.65291596014971,45.35530207546883,29.889587900098388,-31.92803376486566,-30.863020706772566,-17.113911269469302,-0.03781307553658257,34.53606470781302,-26.040991830968775,7.316580643480087,-30.582934131667983
0.12,0.012012012012012012,21.368925227349877,-6.276374157537257,-29.06294649843928,-19.364175264606665,41.007190078186326,1.2232436351819995,10.24357959015933,15.052499470416267,16.527551758540497,-29.390448196750416,19.665411843984423,24.278801516888638,-7.576399350125311,-11.603916969311834,37.84191676920773,-23.491975418504353,17.882466292965912,13.625104240222479,-18.775032025324258,-12.95170073766607,-18.15562912204242,-30.66170584249734,-26.95860099570096,37.65364818406804,45.35617587327781,29.890241745023403,-31.928804664656486,-30.863532595838564,-17.114843179560438,-0.0376908258178977,34.536716055725485,-26.041488573491407,7.316919929073471,-30.583635064737962
0.13,0.013013013013013013,21.36909486481977,-6.276487615080424,-29.06387909143033,-19.36433180673663,41.007573355580874,1.2232952784635929,10.243987126087507,15.052550186172333,16.52794307886494,-29.391041274484486,19.665947366174837,24.279612984083393,-7.5763762632250895,-11.60416130230584,37.84268849034052,-23.492573669190502,17.88296667419829,13.625589746097235,-18.77555088792171,-12.951680385638864,-18.155941256626832,-30.662293115899395,-26.959072090811045,37.654378490472396,45.35704677300121,29.890900750928527,-31.92958711160668,-30.86403480777976,-17.11582841572841,-0.03755721053459413,34.537364074865515,-26.041982845405727,7.31727684564199,-30.584344207723834
