t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.0,0.0,-7.136244565973025,-12.816747317383896,23.918710691058422,45.573723764133014,-8.395981471731607,-19.0948009527741,-18.834857296145575,-19.756097052324172,13.223096180490748,4.524418106554151,3.5228672853196037,-14.22974421636381,34.63915211387898,4.352301288725089,-28.29601256045766
0.01,0.001001001001001001,-7.13638843201488,-12.817004233137489,23.91918743703903,45.57463521157347,-8.396152435363911,-19.09518536640662,-18.835236372457278,-19.75649428379537,13.223360549244116,4.524507364787885,3.522936470967331,-14.23002940699154,34.639842486987796,4.352386397257961,-28.29658139068435
0.02,0.002002002002002002,-7.136544644648165,-12.817253260572983,23.91967524693298,45.57553736489373,-8.396320133168448,-19.095571495759053,-18.83563419282858,-19.756892391031514,13.223609172297476,4.524601813454564,3.5230219450581686,-14.230329129982644,34.64054979275795,4.352483085665586,-28.297149176062902
0.03,0.003003003003003003,-7.136713189408503,-12.817494393558928,23.920174088138893,45.576430252780085,-8.39648454841399,-19.095959334238795,-18.836050754908015,-19.75729139345404,13.22384203564937,4.5247014592870896,3.5231237042210113,-14.230643372067686,34.64127399203089,4.352591342155901,-28.29771589120712
0.04,0.004004004004004004,-7.136894050828447,-12.817727626406477,23.920683927496487,45.577313903173604,-8.396645663824446,-19.09634887556611,-18.83648605634494,-19.757691310610408,13.224059126011458,4.524806309165689,3.523241744562081,-14.230972118299578,34.64201504472628,4.352711154014483,-28.298281510263507
0.05,0.005005005005005005,-7.1370872124384865,-12.8179529538688,23.921204731284657,45.578188343272764,-8.396803461580266,-19.0967401137738,-18.836940094784925,-19.75809216217389,13.224260430807572,4.5249163701163955,3.5233760616636682,-14.231315352050743,34.64277290984171,4.352842507604572,-28.298846006914257
0.06,0.006006006006006006,-7.137292656768086,-12.818170371140527,23.92173646521956,45.57905359953616,-8.396957923319967,-19.09713304320687,-18.83741286786493,-19.758493967943238,13.224445938172824,4.525031649309499,3.5235266505827845,-14.23167305501026,34.6435475454524,4.352985388367111,-28.299409354380284
0.07,0.007007007007007007,-7.13751036534674,-12.818379873857195,23.92227909445265,45.57990969768515,-8.397109030141742,-19.097527658522182,-18.837904373208204,-19.75889674784227,13.224615636952711,4.525152154057969,3.523693505849726,-14.232045207181036,34.644338908710886,4.353139780820815,-28.299971525424372
0.08,0.008008008008008008,-7.137740318705055,-12.81858145809476,23.922832583568674,45.580756662706605,-8.397256762605164,-19.097923954688124,-18.838414608418944,-19.75930052191937,13.224769516702244,4.5252778918158425,3.5238766214665485,-14.232431786876967,34.645146955846755,4.353305668562245,-28.30053249235436
0.09,0.009009009009009009,-7.137982496375857,-12.818775120369116,23.923396896583633,45.581594518855546,-8.397401100733,-19.098321926984262,-18.83894357107672,-19.75970531034688,13.224907567685099,4.525408870176579,3.524075990905458,-14.232832770720137,34.645971642166344,4.353483034265922,-28.301092227026448
0.1,0.01001001001001001,-7.138236876895325,-12.818960857635647,23.92397199694273,45.58242328965789,-8.397542024013111,-19.098721571001,-18.83949125873062,-19.760111133420406,13.225029780872786,4.525545096871392,3.524291607107112,-14.233248133638018,34.64681292205249,4.3536718596844475,-28.301650700848555
0.11,0.011011011011011011,-7.138503437804158,-12.819138667288815,23.924557847518262,45.58324299791312,-8.39767951140047,-19.099122882639232,-18.84005766889321,-19.760518011558027,13.225136147943845,4.52568657976754,3.524523462478841,-14.2336778488607,34.647670748964266,4.3538721256486586,-28.30220788478376
0.12,0.012012012012012012,-7.138782155648768,-12.819308547161784,23.925154410607504,45.584053665697006,-8.397813541319264,-19.099525858109992,-18.840642799034168,-19.760925965299414,13.225226661283052,4.525833326866596,3.524771548892784,-14.234121887918151,34.64854507543677,4.354083812067811,-28.302763749353822
0.13,0.013013013013013013,-7.139073005982507,-12.819470495526057,23.925761647930564,45.58485531436434,-8.397944091665101,-19.099930493934103,-18.841246646573765,-19.761335015304855,13.225301313980662,4.525985346302677,3.525035857683944,-14.23458022063751,34.649435853080895,4.354306897929783,-28.303318264642797
0.14,0.014014014014014014,-7.139375963366932,-12.819624511091165,23.926379520628206,45.58564796455161,-8.398071139807332,-19.100336786941842,-18.841869208876048,-19.76174518235418,13.225360099831663,4.526142646340652,3.5253163796481624,-14.235052815140405,34.650343032583166,4.354541361301316,-28.3038714003007
0.15,0.015015015015015015,-7.139691001373101,-12.819770593004376,23.927007989259668,45.586431636179746,-8.398194662591457,-19.100744734272567,-18.842510483241803,-19.76215648734559,13.225403013335065,4.526305235374313,3.5256131050400183,-14.235539637840331,34.65126656370557,4.354787179328282,-28.304423125547263
0.16,0.016016016016016016,-7.140018092582905,-12.819908740850444,23.927647013800453,45.58720634845684,-8.398314636341658,-19.101154333374378,-18.84317046690128,-19.762568951294412,13.225430049693204,4.526473121924517,3.525926023570647,-14.236040653440066,34.65220639528545,4.355044328235989,-28.30497340917578
0.17,0.017017017017017015,-7.1403572085904505,-12.820038954651377,23.928296553640095,45.58797211988085,-8.39843103686341,-19.10156558200376,-18.8438491570067,-19.76298259533173,13.225441204811075,4.526646314637301,3.5262551244054854,-14.236555824929134,34.65316247523541,4.355312783329518,-28.305522219557005
0.18,0.018018018018018018,-7.140708320003469,-12.820161234866257,23.928956567579935,45.588728968242364,-8.398543839446225,-19.10197847822523,-18.844546550624507,-19.76339744070295,13.22543647529569,4.526824822281961,3.5266003961619474,-14.23708511358134,34.6541347505433,4.355592518994101,-28.306069524643153
0.19,0.01901901901901902,-7.141071396444785,-12.820275582391076,23.92962701383086,45.58947691062728,-8.398653018866476,-19.10239302041097,-18.84526264472739,-19.763813508766244,13.225415858455456,4.5270086537491085,3.5269618269070224,-14.237628478952361,34.655123167272166,4.355883508695534,-28.306615291971955
0.2,0.02002002002002002,-7.141446406553817,-12.820381998558616,23.930307850011054,45.59021596341958,-8.398758549390353,-19.102809207240494,-18.84599743618611,-19.764230820990928,13.22537935229959,4.5271978180486885,3.52733940415481,-14.2381858788774,34.65612767056034,4.356185724980641,-28.307159488670813
0.21,0.02102102102102102,-7.141833317988135,-12.82048048513835,23.930999033143724,45.59094614230403,-8.398860404776906,-19.103227037700258,-18.846750921761057,-19.76464939895573,13.22532695553755,4.527392324307974,3.5277331148639846,-14.238757269468932,34.657148204621514,4.356499139477769,-28.30770208146101
0.22,0.022022022022022022,-7.142232097425067,-12.820571044336392,23.931700519654843,45.59166746226893,-8.398958558281212,-19.103646511083323,-18.847523098093614,-19.765069264346963,13.22525866757849,4.52759218176953,3.5281429454351962,-14.239342605114512,34.65818471274492,4.356823722897341,-28.308243036662006
