t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0.0,0.0,12.652272713847285,1.0736103642990438,19.971465680001558,-25.791831476292163,0.5474317828759603,22.650675896689602,8.572400756446195,-34.60617213668068,-11.7357666801254,2.9302343562301836,23.587358902827628,-22.1934528702377,35.99292581581227,24.483664962297304,-13.940415935641463,-3.5827377730367456,20.26792739003445,-35.72889476811927,25.556581855608272,-38.86817415295284,-22.90065837244923,-25.774346167696596,32.794751724430085,27.113652408200895,-21.50177719920706
0.01,0.001001001001001001,12.652523107062725,1.0736290440551313,19.971862574611194,-25.79234860167604,0.5474424079468697,22.651128220624805,8.572570226019431,-34.60686696165458,-11.73600152512059,2.930290628076724,23.5878288579867,-22.193896847093182,35.993644997273854,24.48415310385331,-13.940695600690892,-3.582809801841016,20.268331807254025,-35.729610533078166,25.557092983714547,-38.86895301696049,-22.90111803392017,-25.77486180056957,32.795406598165734,27.114193410160357,-21.50220816703913
0.02,0.002002002002002002,12.652783323877513,1.0736390976473715,19.972251425170022,-25.792862511900292,0.5474551706759739,22.651580550353803,8.572742821911572,-34.60755772393244,-11.736258469833889,2.930342492744454,23.58832077785853,-22.194316808998718,35.99436908445474,24.48465094256042,-13.940965829825176,-3.58289613479906,20.2687372472435,-35.730322735466245,25.55761022039842,-38.86973842124584,-22.90158276931816,-25.775372492304605,32.796037319015326,27.11471055067397,-21.502630049799617
0.03,0.003003003003003003,12.653053356220786,1.0736405220613925,19.972632245072212,-25.793373234160008,0.5474700665538164,22.65203288555021,8.57291856233953,-34.60824442114653,-11.736537505053937,2.930389967104206,23.588834681557728,-22.194712757087192,35.995098113600704,24.485158483653517,-13.941226646306536,-3.5829967890677437,20.269143717651968,-35.731031388445324,25.558133555191493,-38.8705303530746,-22.902052582474315,-25.775878261257116,32.79664387373163,27.115203840172306,-21.50304285522663
0.04,0.004004004004004004,12.653333195315637,1.0736333141441516,19.973005046030185,-25.793880794099113,0.5474870907358056,22.652485225804064,8.573097465787336,-34.60892705035864,-11.736838621257876,2.9304330671657786,23.58937059085074,-22.195084692047356,35.99583212137435,24.485675731981118,-13.941478072753993,-3.5831117817855027,20.269551224236427,-35.731736506705275,25.558662977589318,-38.8713287998841,-22.90252747720955,-25.776379125755316,32.79722625055344,27.115673288539174,-21.503446591089244
0.05,0.005005005005005005,12.65362283168072,1.0736174706039776,19.973369838073964,-25.79438521580811,0.5475062380432947,22.652937570620697,8.573279551005974,-34.60960560805939,-11.737161808606222,2.9304718080824257,23.589928530153497,-22.19543261412228,35.99657114485487,24.48620269200416,-13.941720131144473,-3.5832411300721376,20.269959770860908,-35.73243810646681,25.559198477050554,-38.87213374928473,-22.903007457334223,-25.776875104098693,32.79778443920177,27.116118905109555,-21.50384126518774
0.06,0.006006006006006006,12.6539222551317,1.0735929880105628,19.973726629550463,-25.79488652182167,0.5475275029645235,22.653389919419617,8.573464837013235,-34.610280090167564,-11.737507056937332,2.9305062041551824,23.590508526529273,-22.195756523107985,35.99731522153806,24.48673936779471,-13.941952842813746,-3.583384851028579,20.27036935949555,-35.73313620548414,25.559740042996047,-38.872945189061355,-22.903492526647938,-25.77736621455672,32.79831843087591,27.116540698667652,-21.504226885353887
0.07,0.007007007007007007,12.65423145478256,1.0735598627949088,19.974075427122745,-25.79538473311618,0.5475508796554259,22.65384227153342,8.573653343093577,-34.610950492029396,-11.737874355761477,2.930536268837036,23.59111060968681,-22.196056418352242,35.99806438933647,24.487285763034595,-13.942176228457189,-3.5835429617366286,20.270779990215615,-35.7338308230475,25.560287664807802,-38.8737631071747,-22.90398268893947,-25.77785247536783,32.798828218249376,27.11693867744501,-21.504603459451175
0.08,0.008008008008008008,12.65455041904672,1.0735180912492217,19.974416235769223,-25.79587986910716,0.5475763619403029,22.65429462620673,8.57384508879801,-34.61161680841783,-11.738263694254526,2.9305620147369416,23.591734811978647,-22.19633229875352,35.9988186865798,24.48784188101399,-13.942390308130372,-3.5837154792586783,20.27119166120042,-35.73452197998545,25.56084133182787,-38.87458749176277,-22.90447794798685,-25.778333904738556,32.79931379546574,27.11731284911874,-21.504970995375075
0.09,0.009009009009009009,12.654879135638042,1.073467669526762,19.974749058782802,-25.796371947646595,0.5476039433123615,22.654746982595146,8.574040093943982,-34.61227903353176,-11.738675061251223,2.930583453623675,23.592381168399672,-22.196584162760136,35.99957815201549,24.488407724629898,-13.942595101249465,-3.5839024206373993,20.27160436873222,-35.735209698667134,25.56140103335714,-38.875418331142185,-22.904978307557588,-25.778810520842978,32.799775158134324,27.11766322080981,-21.50532950105327
