t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
0.0,0.0,-18.795390325955516,3.0850301562032305,27.00683694803949,31.132754646746477,33.48743266363291,-18.76331382585818,-23.380330652955145,-20.75985020874201,-34.962181459748486,17.218411238149564,-11.438067932367069,5.881198674607575,-28.86929360314699,-10.189061025961177,21.46116969214667,0.8538452374608759,17.758096961879428,-10.405310477213822,21.2443554429274
0.01,0.001001001001001001,-18.795768744748667,3.085089721019158,27.007376971217173,31.133374312303044,33.488100220481854,-18.76368958478126,-23.38080091794555,-20.76026647494908,-34.9628832931573,17.218755057598525,-11.438298147951297,5.881315988930952,-28.869873412788728,-10.189265986173696,21.461597578072062,0.8538592764067727,17.75845123775849,-10.405520412330306,21.244778760883072
0.02,0.002002002002002002,-18.79613777121625,3.0851387665300614,27.007907434541874,31.134001064849393,33.48876736173395,-18.764045605943622,-23.3812686556689,-20.760671723037902,-34.96358516154888,17.219087236829864,-11.438529390849002,5.881464051135841,-28.8704610582201,-10.189486805316537,21.462007963914314,0.853887182247846,17.758806162375777,-10.405746040378409,21.2451971378659
0.03,0.003003003003003003,-18.796497428392534,3.085177294144269,27.00842834800236,31.13463492361797,33.48943406578637,-18.764381892978193,-23.38173386792442,-20.761065955790897,-34.964287081938714,17.219407779554132,-11.438761657594958,5.8816428885428245,-28.871056498977524,-10.189723492800374,21.462400826471743,0.853928947917126,17.75916174382348,-10.405987369755634,21.24561057813819
0.04,0.004004004004004004,-18.796847737186567,3.0852053046649695,27.00893972138533,31.13527590915875,33.490100309689275,-18.7646984493006,-23.38219655783669,-20.761449175604046,-34.96498907226795,17.219716688749358,-11.438994945083488,5.881852534865353,-28.87165969566439,-10.189976059950814,21.46277614008098,0.8539845670067132,17.75951799098485,-10.406244409466291,21.24601908562047
0.05,0.005005005005005005,-18.797188716378614,3.085222798290352,27.00944156427126,31.135924043340857,33.49076606914694,-18.764995278106575,-23.382656729852503,-20.761821384488343,-34.965691151405366,17.220013966661874,-11.43922925056827,5.882093030214182,-28.8722706099568,-10.190244520008784,21.46313387661406,0.8540540337671678,17.759874913535025,-10.40651716912115,21.246422663889913
0.06,0.006006006006006006,-18.797520382616007,3.0852297746135284,27.00993388603026,31.13657934935442,33.491431318518856,-18.765272382369577,-23.383114389737795,-20.762182584071276,-34.9663933391498,17.220299614806997,-11.43946457166217,5.882364421103276,-28.872889204609642,-10.190528888131167,21.463474005475106,0.854137343106748,17.760232521941983,-10.406805658937158,21.246821316178647
0.07,0.007007007007007007,-18.79784275040847,3.085226232622242,27.010416695817995,31.137241851712712,33.49209603082068,-18.765529764838526,-23.383569544574634,-20.762532775598313,-34.96709565623288,17.220573633969614,-11.439700906337123,5.882666760457167,-28.873515443463077,-10.190829181391681,21.463796493596636,0.854234490590497,17.760590827467606,-10.407109889737182,21.24721504537197
0.08,0.008008008008008008,-18.798155832122905,3.08521217069836,27.010890002571557,31.137911576254517,33.492760177725174,-18.76576742803573,-23.384022202758292,-20.762871959934404,-34.9677981243221,17.220836024204626,-11.43993825292404,5.883000107619761,-28.87414929144939,-10.191145418782025,21.464101305435445,0.8543454724391787,17.760949842168877,-10.407429872949812,21.247603854006442
0.09,0.009009009009009009,-18.798459637977604,3.08518758661715,27.011353815005418,31.138588550146785,33.493423729562934,-18.76598537425496,-23.38447237399437,-20.763200137565505,-34.96850076602432,17.22108678483727,-11.440176610112752,5.883364528364591,-28.8747907146002,-10.191477621213254,21.464388402968112,0.8544702855280621,17.76130957889918,-10.407765620609192,21.24798774426789
0.1,0.01001001001001001,-18.798754176035928,3.085152477546335,27.011808141607357,31.13927280188751,33.49408665532315,-18.766183605559682,-23.384920069296008,-20.763517308600104,-34.96920360488953,17.22132591446334,-11.440415976951986,5.883760094906504,-28.87543968005407,-10.19182581151741,21.464657745686086,0.8546089273855554,17.76167005130974,-10.40811714535489,21.24836671798926
0.11,0.011011011011011011,-18.79903945219942,3.085106840044933,27.012252990634437,31.13996436130889,33.49474892265418,-18.766362123781462,-23.38536530098115,-20.763823472770785,-34.96990666541507,17.221553410949273,-11.440656352849377,5.884186885914779,-28.876096156064456,-10.19219001444938,21.46490929059038,0.8547613961916876,17.762031273851154,-10.408484460431808,21.248740776648425
0.12,0.012012012012012012,-18.79931547020036,3.0850506700618756,27.01268837010897,31.14066325958072,33.49541049786404,-18.76652093051851,-23.385808082669858,-20.7641186294358,-34.97060997305012,17.22176927143212,-11.44089773757152,5.884644986527665,-28.87676011200806,-10.192570256689006,21.465142992185857,0.8549276907764402,17.762393261775077,-10.408867579690117,21.249109921365815
0.13,0.013013013013013013,-18.799582231593742,3.084983962934405,27.013114287814524,31.141369529214042,33.496071345920846,-18.7666600271344,-23.386248429281704,-20.76440277758067,-34.971313554200606,17.22197349231939,-11.441140131244042,5.88513448836833,-28.877431518393514,-10.192966566843404,21.465358802475112,0.8551078106179265,17.762756031136004,-10.409266517585223,21.249474152901975
0.14,0.014014014014014014,-18.799839735748716,3.0849067133862462,27.013530751291913,31.142083204065056,33.49673143045309,-18.766779414756943,-23.386686357033202,-20.764675915819822,-34.97201743623447,17.22216606928878,-11.441383534351726,5.88565548956221,-28.878110346870447,-10.193378975449535,21.465556670951962,0.8553017558404197,17.763119598793182,-10.409681289177756,21.249833471654995
0.15,0.015015015015015015,-18.800087979839407,3.084818915525562,27.013937767835248,31.142804319339263,33.49739071374989,-18.76687909427722,-23.3871218834353,-20.764938042398235,-34.972721647487205,17.222346997287787,-11.44162794773865,5.886208094755754,-28.878796570238922,-10.193807514976978,21.465736544594524,0.8555095272122286,17.76348398241264,-10.410111910133585,21.250187877657844
0.16,0.016016016016016016,-18.800326958835207,3.0847205628426755,27.014335344487964,31.143532911595873,33.49804915676106,-18.766959066348768,-23.387555027290905,-20.765189155193145,-34.973426217267885,17.222516270533195,-11.441873372608384,5.886792415136539,-28.879490162459216,-10.194252219830933,21.465898367857882,0.855731126143421,17.763849200469352,-10.410558396723843,21.25053737057556
0.17,0.017017017017017015,-18.80055666549046,3.0846116482075727,27.01472348803887,31.144269018752443,33.49870671909718,-18.76701933138694,-23.387985808692488,-20.76542925171576,-34.974131175865445,17.22267388251045,-11.442119810524192,5.887408568454757,-28.88019109866198,-10.194713126355431,21.466042082666373,0.855966554683394,17.764215272249498,-10.41102076582497,21.250881949702364
0.18,0.018018018018018018,-18.80077709033357,3.084492163867173,27.015102205018238,31.145012680089774,33.49936335902945,-18.767059889568408,-23.388414249019682,-20.765658329113023,-34.974836554555374,17.2228198259729,-11.442367263409288,5.888056679046054,-28.88089935515874,-10.195190272836754,21.46616762840545,0.8562158155182915,17.764582217852883,-10.411499034918766,21.251221613958624
0.19,0.01901901901901902,-18.8009882216555,3.084362101442373,27.015471501693863,31.145763936257044,33.500019033489565,-18.767080740830828,-23.388840370936954,-20.76587638416944,-34.97554238560675,17.222954092940935,-11.442615733547125,5.888736877855706,-28.881614909452743,-10.195683699507057,21.466274941913166,0.856478911968267,17.764950058195442,-10.411993222092441,21.251556361887715
0.2,0.02002002002002002,-18.801190045497737,3.0842214519248587,27.015831384067177,31.146522829277192,33.50067369806938,-18.767081884872674,-23.389264198391288,-20.76608341330891,-34.97624870228964,17.223076674701,-11.442865223581705,5.889449302464118,-28.882337740250197,-10.196193448548183,21.466363957471234,0.8567558479845921,17.7653188150119,-10.412503346038674,21.251886191652787
0.21,0.02102102102102102,-18.801382545639576,3.0840702056736853,27.016181857869352,31.147289402552527,33.50132730702057,-18.76706332115323,-23.38968575660991,-20.76627941259662,-34.97695553888284,17.223187561804487,-11.443115736517937,5.8901940971136275,-28.883067827471812,-10.19671956409566,21.46643460679572,0.85704662814661,17.765688510858528,-10.413029426055653,21.25221110103337
0.22,0.022022022022022022,-18.80156570358487,3.0839083524116235,27.016522928557418,31.1480637008706,33.50197981325414,-18.767025048892727,-23.39010507209803,-20.766464377741034,-34.97766293068202,17.223286744066495,-11.443367275722016,5.890971412736598,-28.883805152264724,-10.1972620922429,21.466486819027313,0.8573512576585324,17.766059169116048,-10.413571482047114,21.252531087421904
0.23,0.023023023023023025,-18.801739498548145,3.08373588122127,27.016854601310406,31.1488457704103,33.502631168339846,-18.766967067072652,-23.390522172636587,-20.766638304095867,-34.978370914008195,17.223374210564508,-11.443619844921843,5.89178140698478,-28.88454969701474,-10.197821081045548,21.466520520721225,0.8576697423460801,17.76643081399264,-10.414129534522365,21.252846147820122
0.24,0.024024024024024024,-18.8019039074401,3.0835527805409204,27.017176881025488,31.14963565874817,33.50328132250553,-18.76688937443623,-23.39093708728003,-20.76680118666217,-34.97907952621655,17.223449949636915,-11.443873448207476,5.892624244259918,-28.885301445358948,-10.198396580526017,21.466535635836692,0.858002088652966,17.766803470527098,-10.414703604596271,21.253156278835334
0.25,0.025025025025025023,-18.802058904852508,3.083359038160202,27.017489772314136,31.150433414865,33.503930224636335,-18.766791969489034,-23.391349846354093,-20.766953020090476,-34.97978880570566,17.22351394888144,-11.444128090031615,5.893500095745589,-28.88606038219864,-10.19898864267817,21.46653208572608,0.8583483036372193,17.767177164592088,-10.415293713989223,21.25346147667657
0.26,0.026026026026026026,-18.80220446304248,3.083154641215468,27.017793279498296,31.151239089152607,33.504577822273866,-18.7666748504998,-23.39176048145357,-20.767093798682982,-34.98049879192705,17.223566195153428,-11.444383775210113,5.894409139440242,-28.886826493712597,-10.199597321472162,21.466509789123624,0.8587083949673501,17.76755192289755,-10.415899885027072,21.253761737150633
0.27,0.02702702702702703,-18.802340551916103,3.082939576184945,27.018087406606558,31.152052733420888,33.505224061615216,-18.76653801550136,-23.39216902544009,-20.767223516395852,-34.981209525395116,17.22360667456404,-11.444640508922534,5.8953515601914175,-28.887599767370688,-10.20022267285941,21.466468662133774,0.8590823709183545,17.76792777299421,-10.416522140641,21.254057055657995
0.28,0.028028028028028028,-18.80246713901148,3.0827138288836404,27.018372157370358,31.152874400905052,33.50586888751192,-18.766381462291772,-23.39257551243987,-20.767342166841562,-34.98192104769743,17.2236353724783,-11.44489829671273,5.896327549731118,-28.888380191947803,-10.200864754777713,21.466408618219184,0.8594702403675574,17.768304743277238,-10.417160504367368,21.254347427188602
0.29,0.029029029029029027,-18.802584189481077,3.082477384457995,27.01864753522017,31.153704146273135,33.506512243468826,-18.76620518843559,-23.392979977841453,-20.767449743291344,-34.9826334015054,17.223652273513057,-11.445157144489452,5.897337306712303,-28.889167757538118,-10.201523627156485,21.466329568188307,0.859872012790293,17.768682862990012,-10.417815000347481,21.254632846317545
0.3,0.03003003003003003,-18.80269166607349,3.0822302273802955,27.018913543281723,31.154542025633692,33.507154071642844,-18.76600919126531,-23.393382458293427,-20.767546238677724,-34.98334663058526,17.223657361534805,-11.445417058527003,5.8983810367464855,-28.88996245556968,-10.202199351922088,21.466231420182638,0.8602876982554225,17.769062162228025,-10.418485653327298,21.2549133072006
0.31,0.031031031031031032,-18.80278952911451,3.0819723414428286,27.01917018437222,31.155388096543735,33.507794312841646,-18.765793467883,-23.393782991702107,-20.767631645597145,-34.98406077980948,17.22365061965738,-11.445678045465915,5.899458952442384,-28.890764278819304,-10.202891993003293,21.466114079663605,0.8607173074206859,17.769442671942915,-10.419172488657065,21.25518880356966
0.32,0.03203203203203203,-18.802877736487588,3.0817037097517845,27.01941746099657,31.156242418016895,33.50843290652226,-18.76555801516204,-23.394181617229158,-20.767705956312692,-34.98477589516851,17.22363203023957,-11.445940112313657,5.9005712734456095,-28.891573221427784,-10.203601616336808,21.46597744939909,0.8611608515278892,17.769824423946623,-10.419875532290854,21.255459328728037
0.33,0.03303303303303303,-18.802956243613608,3.081424314720905,27.019655375343632,31.157105050531776,33.50906979078958,-18.765302829749093,-23.394578375289193,-20.767769162756935,-34.98549202378288,17.22360157488257,-11.44620326644538,5.90171822647935,-28.892389278915424,-10.204328289872892,21.465821429449615,0.8616183423979242,17.770207450915677,-10.420594810786026,21.25572487554564
