t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
0.0,0.0,16.242952577355748,-6.923361223068128,23.24037206884334,20.625956687253556,21.224186029812476,22.914954359084383,4.270962682944506,-36.50025826182391,23.171452980942423,-24.38153991836926,-42.72050869774073,10.379861543295071,27.90293731478164,11.277212431780208,-34.990331609427315,-28.595347761072553,25.487307188001306,-11.15830079449031,11.722476986894996,-30.439541209300508,-13.650324072035822,-16.173763892661317,-16.967286223100754,26.058242205842888,30.896563950525476,-13.961421781980468,-0.4275772315992026,12.555950432663188,-2.4683281017986802,23.980139910858757,-31.10763375206767,19.594185468001136,22.390778674658964,-40.779537771244954
0.01,0.001001001001001001,16.243274302630024,-6.9235009852652984,23.240836652713234,20.626367169561018,21.224610449156916,22.915410639276626,4.271045133692427,-36.500990998176285,23.1719132964042,-24.382029900019432,-42.72136530414517,10.380067922536895,27.903494469794275,11.277437906672075,-34.99103289431434,-28.59592034561322,25.48781444474955,-11.15852612374483,11.722711242482328,-30.440150533336503,-13.650599851345934,-16.174089651084746,-16.96762713490063,26.058762261050564,30.89718090718081,-13.96170222711817,-0.4275878547893838,12.556199388936951,-2.468378763782861,23.98061773979709,-31.108258367599454,19.594576487204215,22.39122569093154,-40.780353977776
0.02,0.002002002002002002,16.243603421204448,-6.923652668402363,23.241278200387267,20.626780939537092,21.225033729022172,22.915845155825146,4.271134187462157,-36.5017224111262,23.1723724099268,-24.38251255561355,-42.722220181821115,10.380267222295668,27.90406285963986,11.277643167248353,-34.99172464473679,-28.596480540712488,25.4883076211014,-11.158751827468716,11.722952975596431,-30.440775415870682,-13.650859648245634,-16.174448165631063,-16.967929195847695,26.059283601340347,30.89783422304057,-13.961951671185814,-0.4275917634944854,12.55645073959209,-2.468447893826248,23.981091485088687,-31.10890332782146,19.594984369786108,22.39168048226462,-40.78120368679644
0.03,0.003003003003003003,16.24393993747518,-6.923816278011183,23.24169673285223,20.627197944475213,21.225455841340313,22.916257913635366,4.271229847463507,-36.502452542094936,23.17283037923389,-24.38298786408892,-42.72307332304147,10.380459460322488,27.904642444277005,11.277828251853103,-34.99240680205911,-28.597028369977835,25.488786695669283,-11.15897790340509,11.723202207655655,-30.441415859855702,-13.651103449960194,-16.17483943201751,-16.96819243550092,26.05980619413629,30.898523895887823,-13.962170120556094,-0.42758896723561746,12.556704484467769,-2.4685354825123365,23.98156114963811,-31.10956861047213,19.59540910665047,22.392143062330838,-40.782086916817015
0.04,0.004004004004004004,16.244283855580356,-6.923991820865729,23.242092269374794,20.627618132186175,21.225876760142807,22.916648916963467,4.271332115235556,-36.50318143160791,23.17328726053912,-24.383455803982987,-42.72392471890134,10.380644653944243,27.905233182091177,11.277993196916913,-34.99307930704119,-28.597563859958623,25.48925164840711,-11.159204348730304,11.723458960408063,-30.442071868544733,-13.65133124287744,-16.175263442726557,-16.968416882771322,26.060330006217274,30.899249922276876,-13.962357580716176,-0.42757947614482217,12.556960623448756,-2.468641519145859,23.98202673732125,-31.11025419121921,19.595850688747,22.392613445179514,-40.78300368798778
0.05,0.005005005005005005,16.244635179398422,-6.924179304976368,23.24246482749816,20.628041450994726,21.226296461558285,22.917018169413094,4.271440990647427,-36.503909119302264,23.17374310855108,-24.383916353433253,-42.72477435932432,10.38082282006981,27.90583502989664,11.278138036959058,-34.99374209984607,-28.598087040138356,25.489702460606622,-11.15943116005435,11.723723255934518,-30.442743445480883,-13.651543012545957,-16.17572018700634,-16.96860256591814,26.060855003713367,30.90001229752183,-13.962514056262728,-0.427563300965493,12.557219156465173,-2.468765991757375,23.982488252984435,-31.11096004365716,19.596309107065036,22.393091645237956,-40.78395402208812
0.06,0.006006006006006006,16.24499391254656,-6.924378739584174,23.242814423038933,20.628467849736385,21.2267149238101,22.917365673932306,4.271556471899184,-36.50463564393427,23.17419797647798,-24.384369490177335,-42.72562223306892,10.380993975196274,27.906447942938613,11.278262804589662,-34.99439512004787,-28.598597942926737,25.490139114893996,-11.159658333421312,11.723995116651917,-30.443430594485985,-13.651738743673508,-16.176209650870465,-16.968749512546047,26.06138115210243,30.90081101568449,-13.962639550897745,-0.42754045305276134,12.557480083492297,-2.468908887107626,23.982945702443345,-31.111686139304492,19.596784352626944,22.39357767731263,-40.78493794251633
0.07,0.007007007007007007,16.24536005837918,-6.924590135155253,23.243141070084214,20.628897277754454,21.22713212721366,22.917691432810802,4.27167855552283,-36.505361043386806,23.174651916032165,-24.384815191553027,-42.726468327734956,10.38115813541518,27.907071874895706,11.27836753051187,-34.99503830664024,-28.599096603651525,25.49056159522661,-11.159885864309903,11.724274565316566,-30.444133319648767,-13.651918420125622,-16.176731817097117,-16.96885774960341,26.061908416207007,30.901646069561618,-13.962734067425176,-0.4275109443738489,12.557743404550424,-2.469070190691662,23.983399092481676,-31.112432447600966,19.597276416481243,22.39407155659017,-40.78595547427864
0.08,0.008008008008008008,16.245733619986535,-6.924813503375084,23.243444780988945,20.629329684897247,21.227548054173557,22.91799544767738,4.271807236383418,-36.50608535467666,23.175104977434362,-24.385253434498495,-42.727312629770125,10.381315316418807,27.90770677788261,11.278452243524033,-34.99567159804507,-28.59958306055018,25.490969886890067,-11.16011374763407,11.724561625027711,-30.444851625312364,-13.652082024924395,-16.177286665227538,-16.968927303381562,26.062436760191453,30.902517450671557,-13.962797607748366,-0.42747478750838563,12.558009119704796,-2.4692498867427433,23.98384843084963,-31.11319893590467,19.597785289695523,22.39457329863822,-40.787006643977676
0.09,0.009009009009009009,16.246114600193362,-6.9250488571428805,23.243725566373463,20.629765021515528,21.227962689180487,22.918277719497663,4.271942507680262,-36.506808613961844,23.17555720941774,-24.385684195552507,-42.72815512447658,10.381465533506459,27.90835260245301,11.27851697052189,-34.99629493212166,-28.600057354761336,25.4913639764954,-11.160341977743661,11.724856319231202,-30.44558551606123,-13.652229540247488,-16.17787417156383,-16.9689581995151,26.062966147559347,30.90342514924019,-13.962830172868285,-0.42743199564869055,12.55827722906559,-2.4694479582360107,23.984293726262162,-31.113985569489003,19.598310963349103,22.395082919406146,-40.788091479800435
