t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46
0.0,0.0,31.86470068748767,-28.141457116787954,17.119886399432534,-2.7785081646115564,25.919600668641927,31.85617550890886,39.82426775200778,18.555405455478574,-29.569583551301346,-12.57469910669458,-22.737842123413742,-11.874512401721882,0.02368642332276879,42.52538555228957,18.49008161958443,-22.323992422524775,-16.509848059949185,-34.06793262922273,16.869300457851804,-19.801851012672003,14.206622091579757,17.675326807878463,-22.57092101336556,31.779274593580656,-18.20616221398683,-27.210666190510743,-29.46952765634327,-33.56180234238649,-29.873357990703152,-11.624545153913191,25.294809246098232,-9.460622663610472,35.80596846262291,-12.670775029506506,-5.586326346511594,-31.09000653253117,-23.4020557875501,40.27084277940002,-12.509530985892983,8.95841792324922,-17.147716130615724,32.386553589031756,3.642841371868534,39.26550310201578,-21.26143347125957,9.590295614290389,7.813623933390508
0.01,0.001001001001001001,31.865336381797846,-28.142022907581087,17.120227076252878,-2.7785667475261757,25.920117448807826,31.85681003686298,39.82506253520849,18.555774080218086,-29.570177575537816,-12.574951115849242,-22.738298926160407,-11.874751580031024,0.02368652595820342,42.52623414006906,18.490450916043184,-22.324439506245803,-16.510178796241455,-34.06861628461059,16.86963637641133,-19.802248351659614,14.206906127236858,17.67568012983156,-22.57137308641687,31.779910121169326,-18.20652854639636,-27.21121246197514,-29.470118516561065,-33.562474837812196,-29.873958131663773,-11.624780444156766,25.295315056483105,-9.460813926348013,35.80668433191222,-12.671030626309868,-5.586440453884589,-31.090631238010232,-23.402526534964682,40.271645327274605,-12.509781198005241,8.958594016651823,-17.148059417409684,32.38719834756464,3.642913870859087,39.266287616068304,-21.26186083299404,9.590486666347172,7.813778857748164
0.02,0.002002002002002002,31.86598545411794,-28.142618413713176,17.120567061288725,-2.7786006605249076,25.92070472905519,31.857478887714105,39.82584377085035,18.556123646711708,-29.570766910132054,-12.57516571943652,-22.73876567047464,-11.874981298089782,0.02369408907595492,42.52705060520244,18.490845369456178,-22.324889156607487,-16.51053082131153,-34.069315187281724,16.86997124884875,-19.802611624289668,14.20718630639905,17.67604372538522,-22.571854780874823,31.780581607989447,-18.206897577361833,-27.211758191267723,-29.47071467826786,-33.563119732543285,-29.874522045401097,-11.625072887395538,25.295843090615126,-9.461037063591213,35.807374639717835,-12.671263552495514,-5.586531691919255,-31.091227282489537,-23.40299262467611,40.27241058492294,-12.51002648808319,8.958751334856396,-17.14842460004382,32.3878164308358,3.6429847426050173,39.26703781271975,-21.26228503545196,9.590654043048403,7.813918454732945
0.03,0.003003003003003003,31.866647893022076,-28.14324360908616,17.12090636835441,-2.7786099160599984,25.92136244534005,31.858182025795983,39.82661135619861,18.55645419411599,-29.57135150027029,-12.57534288884889,-22.73924240382127,-11.875201500087128,0.02370912850114645,42.52783495997717,18.49126500426825,-22.32534138508947,-16.510904126895557,-34.07002937287212,16.870305069838007,-19.802940822037304,14.20746260241832,17.676417624528046,-22.572366086894146,31.78128904080064,-18.207269303859867,-27.212303408285965,-29.47131615073391,-33.563737041008714,-29.87504968922152,-11.625422411205903,25.29639332344311,-9.461292037303693,35.808039401497,-12.671473799962076,-5.586600069216005,-31.091794628117512,-23.403454040065167,40.27313845720038,-12.510266861887251,8.958889875342155,-17.148811624660713,32.3884078776851,3.6430539866084586,39.26775365172477,-21.262706074645127,9.5907977139915,7.814042693909589
0.04,0.004004004004004004,31.8673236846856,-28.1438984680842,17.121245012183277,-2.778594529943608,25.922090529472065,31.858919414073394,39.82736518996224,18.55676575966106,-29.571931294185855,-12.575482592631786,-22.739729176634654,-11.875412129547076,0.02373166351456622,42.52858721765618,18.491709849426755,-22.325796205309267,-16.511298704441746,-34.0707588817994,16.870637835286185,-19.80323593293555,14.207734989942718,17.676801859616397,-22.572906998922274,31.78203240213302,-18.207643717649127,-27.212848142770415,-29.47192294375331,-33.56432677826616,-29.875541021990045,-11.62582892475575,25.296965728438884,-9.461578808098261,35.808678629923875,-12.671661359951468,-5.586645596534477,-31.092333237389692,-23.40391076439943,40.27382884636991,-12.510502322971812,8.959009633384156,-17.149220435738588,32.38897272814205,3.643121603262508,39.26843509513717,-21.26312394794015,9.590917642172288,7.814151544624805
0.05,0.005005005005005005,31.868012812879076,-28.144582965577793,17.121583008432395,-2.778554521341134,25.922888909068565,31.85969101411441,39.82810517229161,18.557058378646737,-29.57250624316001,-12.575584796476285,-22.740226042309658,-11.875613129326092,0.02376171686418273,42.52930739247232,18.492179938394777,-22.326253633010385,-16.51171454509771,-34.071503759285136,16.870969542335665,-19.803496941571634,14.208003444923483,17.67719646537437,-22.573477515689063,31.782811670281205,-18.208020805279485,-27.21339242431419,-29.472535067630353,-33.564888959995095,-29.875996004123596,-11.62629231880215,25.29756027759582,-9.461897335250319,35.80929233488848,-12.671826223047121,-5.586668286777379,-31.092843073128257,-23.404362780830553,40.27448165209472,-12.510732872677332,8.959110602048844,-17.149650976083098,32.38951102342262,3.643187593852453,39.26908210730012,-21.263538654059822,9.591013783984533,7.814244976002275
0.06,0.006006006006006006,31.868715258962634,-28.145297076928625,17.121920373687487,-2.7784899127652456,25.923757507503133,31.860496786061802,39.828831204775945,18.55733208443904,-29.573076301522743,-12.575649463212587,-22.740733057192404,-11.875804441610526,0.0237993147769976,42.52999549962348,18.49267530916475,-22.326713686049718,-16.512151639695954,-34.07226405537916,16.871300189366302,-19.80372382908358,14.208267944622337,17.6776014788935,-22.574077640194435,31.783626819297094,-18.20840054810054,-27.213936282372615,-29.473152533165674,-33.56542360249019,-29.876414597586038,-11.62681246569004,25.29817694142716,-9.46224757671192,35.80988052349481,-12.671968379172462,-5.586668154974026,-31.093324098462265,-23.40481007239173,40.27509677143382,-12.510958510121515,8.959192772190027,-17.150103186817766,32.390022805927806,3.6432519605566367,39.26969465483813,-21.263950193085,9.591086089220406,7.814322956938456
0.07,0.007007007007007007,31.869431001880724,-28.146040777995065,17.122257125468018,-2.7784007300706284,25.924696243848725,31.8613366886036,39.8295431904403,18.557586908467144,-29.573641426653605,-12.575676552804278,-22.74125028057077,-11.875986007914065,0.023844486971238126,42.530651555268506,18.49319600427248,-22.3271763843842,-16.512609978737494,-34.07303982498587,16.871629775997622,-19.80391657315712,14.208528467618969,17.678016939632215,-22.574707379693944,31.784477818981422,-18.208782922269425,-27.21447974627303,-29.473775351642196,-33.56593072265503,-29.87679676588496,-11.627389219351961,25.29881568896423,-9.462629489126497,35.81044320005806,-12.672087817589642,-5.586645218263563,-31.093776276808565,-23.405252621995324,40.275674098840625,-12.511179232189543,8.959256132445287,-17.15057700737314,32.39050811924395,3.6433147064469518,39.27027270665098,-21.264358566457105,9.591134501071837,7.814385456099168
0.08,0.008008008008008008,31.870160018157243,-28.146814045138417,17.122593282232465,-2.778287002449442,25.925705032815415,31.862210678942848,39.830241033742176,18.557822880220716,-29.574201578982567,-12.575666022343391,-22.74177777466465,-11.87615776907521,0.02389726666889164,42.531275576523825,18.493742070811578,-22.327641750056742,-16.51308955237366,-34.07383112789259,16.87195830309103,-19.80407514802288,14.208784993818687,17.678442889415027,-22.57536674568227,31.785364634874092,-18.209167898757975,-27.215022845224762,-29.474403534810882,-33.56641033799623,-29.877142474070215,-11.628022415308996,25.299476487754546,-9.463043027844217,35.81098036610101,-12.672184526898517,-5.5865994958778815,-31.094199571853427,-23.40569041243067,40.27621352616449,-12.511395033523371,8.959300669232801,-17.15107237547469,32.390967008144756,3.643375835488975,39.270816233909414,-21.264763776981095,9.591158956132782,7.814432441916986
0.09,0.009009009009009009,31.870902281891087,-28.147616855229845,17.122928863383805,-2.7781487624274845,25.926783784682826,31.863118712766564,39.83092464056788,18.55804002724765,-29.5747567219909,-12.57561782604626,-22.74231560461592,-11.876319665254782,0.023957690608583618,42.53186758146088,18.49431356044828,-22.328109807181455,-16.513590350386046,-34.07463802879989,16.872285772752047,-19.80419952445383,14.209037504460234,17.6788793724315,-22.576055753874616,31.786287228243317,-18.20955544335922,-27.215565608329243,-29.475037094876296,-33.566862466617856,-29.87745168873421,-11.62871187067301,25.300159303859793,-9.46348814693799,35.811492020349576,-12.672258495035853,-5.586531009124231,-31.094593947534843,-23.40612342636205,40.27671494265535,-12.511605906510091,8.959326366748616,-17.151589227129463,32.39139951859511,3.64343535254173,39.271325210052794,-21.265165828829065,9.59115938440241,7.814463882589436
