t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
0.0,0.0,-20.15454054651361,2.040880632462436,30.704637220225305,15.464013365078031,-16.09070155539297,34.35813300104323,-22.13652620687233,-8.212393700817813,-25.335435448184413,-26.069431567042958,29.70000434197933,-29.47206780535825,17.58853863767279,-4.3202684445822035,13.459631754837321,-4.171279112104501,1.9058880907911646,-24.37568668943851,36.55663218299732
0.01,0.001001001001001001,-20.154944575910378,2.0409198962749957,30.705249921197204,15.464320031818719,-16.091025201983364,34.35882008462393,-22.13697116543914,-8.212558782992422,-25.33594298502614,-26.069953428100302,29.700596193787216,-29.472659812144684,17.588889352645523,-4.320357648533764,13.459900325054386,-4.171362633871798,1.9059234514443326,-24.376176488478364,36.55736161641342
0.02,0.002002002002002002,-20.155331574980114,2.0409671683793875,30.705877229408486,15.464633075790493,-16.091362740596892,34.35950467819959,-22.13744453359955,-8.212705595263092,-25.33646551360269,-26.070492102074617,29.70119425929789,-29.473245902493286,17.58923847290257,-4.320447405126522,13.460160795847285,-4.1714327007575305,1.9059589260991388,-24.37666528324109,36.55808689658991
0.03,0.003003003003003003,-20.15570155256885,2.0410224214315345,30.706519142865883,15.464952514678473,-16.09171416913919,34.36018677258992,-22.137946291358556,-8.212834140758822,-25.33700303530027,-26.071047573001497,29.701798555563236,-29.4738260777777,17.589586004409895,-4.3205377201724495,13.460413174836436,-4.171489317886639,1.905994493314261,-24.377153101912196,36.5588080509659
0.04,0.004004004004004004,-20.15605451752381,2.041085627415911,30.707175659355922,15.465278366587134,-16.092079485843737,34.36086635850177,-22.13847641533632,-8.212944423039406,-25.33755555131333,-26.071619824474507,29.702409099736602,-29.474400339874155,17.58993195285018,-4.320628599066999,13.460657469208497,-4.17153249174199,1.9060301314376857,-24.377639972544006,36.55952510644393
0.05,0.005005005005005005,-20.1563904786927,2.041156757645457,30.707846776440576,15.465610650041121,-16.092458689270696,34.36154342652799,-22.139034878770122,-8.213036446098128,-25.33812306264193,-26.07220883964186,29.703025909073727,-29.474968691163426,17.590276323624067,-4.320720046789434,13.46089368571522,-4.17156223016412,1.9060658186065824,-24.378125923057592,36.560238089394645
0.06,0.006006006006006006,-20.156709444923198,2.0412357827614973,30.70853249145286,15.46594938398619,-16.092851778305533,34.36221796714621,-22.139621651516396,-8.21311021436475,-25.338705570088838,-26.072814601202982,29.703649000933677,-29.475531134532897,17.590619121851486,-4.320812067903275,13.46112183067237,-4.171578542350961,1.9061015327471513,-24.378610981244684,36.56094702566145
0.07,0.007007007007007007,-20.157011425062638,2.041322672733667,30.709232801492398,15.466294587790273,-16.093258752157375,34.36288997071763,-22.14023670005292,-8.213165732708804,-25.339303074256293,-26.073437091404905,29.704278392779774,-29.476087673378643,17.59096035237296,-4.320904666556852,13.461341909958717,-4.171581438857555,1.906137251574446,-24.379095174769585,36.561651940565085
0.08,0.008008008008008008,-20.1572964279579,2.041417396859844,30.709947703420937,15.466646281244657,-16.093679610357142,34.36355942748574,-22.14087998748109,-8.213203006443164,-25.339915575542516,-26.074076292038566,29.70491410218051,-29.476638311607573,17.591300019750957,-4.3209978464839836,13.461553929015087,-4.1715709315957605,1.9061729525921722,-24.379578531171024,36.56235285890819
0.09,0.009009009009009009,-20.15756446245549,2.041519923766094,30.710677193857826,15.467004484565301,-16.09411435275543,34.36422632757503,-22.141551473528338,-8.213222041327931,-25.3405430741379,-26.074732184434932,29.70555614681044,-29.477183053639624,17.591638128271256,-4.321091611004763,13.461757892843483,-4.171547033833936,1.906208613092466,-24.380061077864028,36.563049804979855
