t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.0,0.0,9.09047697142045,35.252818936575366,12.329759386306703,0.30643077884928765,-37.2584510967606,-3.245796418559176,-32.64239701789185,-31.002740935254135,29.96058405349319,-39.53622112052304,-28.076349742703805,16.89565695505053,-34.842866559371046,-11.792623225070614,-31.71525127634282,-29.419556805255585,-3.52729086944264,29.5918293485993,19.54930632609424,37.08263342515199,21.299066865639023,30.026033207160605,23.692926423736747,35.25273228358311,-27.755579695459954,-30.462113860078844,17.982773793864816,9.115390855220234,35.25800571032738,-18.95659833122456
0.01,0.001001001001001001,9.090656614258164,35.253521890345375,12.33000308905741,0.30643656207185194,-37.259198624878735,-3.245863260146792,-32.64305253763721,-31.00336375408586,29.96118318106835,-39.53701441284665,-28.076911965478587,16.895991842929064,-34.843564872280595,-11.792859414161393,-31.71588792426278,-29.420148225365654,-3.5273617235607566,29.59242062681688,19.54969617016899,37.08337246768401,21.29949041540514,30.026633075779394,23.69339947916956,35.25343601326769,-27.75613656906833,-30.462723479102273,17.983133071636193,9.115570291547824,35.258708789142496,-18.956978450338458
0.02,0.002002002002002002,9.090848125588488,35.25423439976307,12.330246448326607,0.3064327394983162,-37.259950819439155,-3.245905616001033,-32.64371456458231,-31.003997285899242,29.961754415798616,-39.53780359495395,-28.077462590133702,16.896355659192707,-34.84425415659093,-11.793128231371048,-31.71652646471909,-29.420754567258804,-3.527410726727635,29.592995081465894,19.550084477645218,37.08410178070033,21.299916060863744,30.027232416004576,23.693858294449416,35.25414194289845,-27.75668703367145,-30.46333573369486,17.983516377648844,9.115738162137161,35.25942973848198,-18.9573663682859
0.03,0.003003003003003003,9.091051523203571,35.254956504083154,12.330489477841965,0.30641930448885113,-37.26070772353467,-3.2459234797021104,-32.644383076101946,-31.004641585823574,29.96229777080525,-39.538588650620554,-28.07800159510048,16.896748404573017,-34.844934394951146,-11.7934297163693,-31.717166882157297,-29.421375880292267,-3.52743785356405,29.593552745831076,19.55047125087171,37.08482138146807,21.3003437994421,30.027831246920396,23.69430285735369,35.25485007498026,-27.75723106812638,-30.463950695995507,17.98392368179846,9.115894460299398,35.26016859306043,-18.957762107547797
0.04,0.004004004004004004,9.091266825801016,35.25568824329895,12.330732190906012,0.30639624977306645,-37.261469381317056,-3.245916844653451,-32.645058049532935,-31.005296710736456,29.962813260006584,-39.53936956290106,-28.07852895852658,16.897170080491858,-34.84560556959054,-11.793763909171188,-31.71780916112395,-29.422012214980146,-3.5274430775067436,29.594093654414618,19.55085649235964,37.085531286908385,21.30077362868048,30.02842958751133,23.69473315651925,35.255560413317525,-27.7577686514205,-30.464568439692382,17.98435495342408,9.11603918025588,35.26092538692805,-18.95816569230943
0.05,0.005005005005005005,9.091494052986508,35.256429658147965,12.330974600390885,0.3063635674472969,-37.26223583800065,-3.245885704072337,-32.64573946216811,-31.005962719271636,29.963300898113108,-39.54014631412499,-28.079044658273148,16.89762068905457,-34.846267662315846,-11.794130850136025,-31.718453286260456,-29.42266362300706,-3.5274263708070093,29.594617842937783,19.551240204782573,37.08623151359784,21.30120554623766,30.02902745665964,23.69514918144813,35.256272963020535,-27.758299762664098,-30.465189040037092,17.98481016129887,9.11617231713886,35.26170015346996,-18.95857714845942
0.06,0.006006006006006006,9.091733225276283,35.257180790117616,12.3312167187329,0.30632124897187524,-37.26300713986599,-3.245830050981074,-32.64642729125008,-31.00663967182723,29.96376070062333,-39.54091888589283,-28.079548671911837,16.89810023304268,-34.84692065450841,-11.79453057996594,-31.719099242296952,-29.42333015724203,-3.5273877045292323,29.595125348342957,19.551622390976537,37.08692207776989,21.30163954989657,30.029624873143003,23.695550922513366,35.256987730511746,-27.758824381082974,-30.465812573859246,17.985289273620456,9.116293866992146,35.26249292540555,-18.958996503588768
0.07,0.007007007007007007,9.091984364099437,35.25794168145106,12.331458557926933,0.3062692851683914,-37.26378333426336,-3.2457498781986924,-32.64712151396475,-31.007327630574284,29.964192683820357,-39.541687259071956,-28.080040976721644,16.898608715906065,-34.847564527121236,-11.794963139704038,-31.719747014046224,-29.424011871752583,-3.5273270485493877,29.595616208796137,19.552003053940133,37.08760299531654,21.302075637570155,30.03022185563215,23.695938370964935,35.25770472353197,-27.759342486010986,-30.46643911958137,17.985792258000856,9.116403826771698,35.26330373478795,-18.959423786989937
0.08,0.008008008008008008,9.09224749180011,35.258712375153216,12.331700129520616,0.30620766621693946,-37.26456446961631,-3.245645178333173,-32.6478221074346,-31.008026659465706,29.964596864769227,-39.542451413792584,-28.08052154968559,16.899146141754642,-34.84819926067594,-11.795428570732138,-31.720396586397676,-29.42470882181911,-3.5272443715534934,29.596090463689848,19.55238219683473,37.088274281790106,21.302513807307427,30.03081842268859,23.69631151893584,35.258423951146476,-27.75985405688257,-30.46706875723418,17.986319081455974,9.116502194346168,35.26413261300344,-18.959859029655966
0.09,0.009009009009009009,9.092522631639495,35.259492914996926,12.331941444608342,0.3061363816533513,-37.265350595425154,-3.2455159437742016,-32.64852904871175,-31.00873682424556,29.964973261314956,-39.5432113294437,-28.080990367487235,16.899712515349528,-34.8488248352596,-11.795926914768103,-31.72104794431134,-29.425421063949457,-3.5271396410360154,29.596548153646495,19.552759822984722,37.08893595240518,21.30295405729969,30.031414592762378,23.696670359448316,35.259145423751,-27.76035907322524,-30.467701568472226,17.986869710394675,9.116588968497386,35.26497959077109,-18.960302264279633
0.1,0.01001001001001001,9.092809807797712,35.260283345529245,12.33218251382508,0.30605542036641864,-37.266141762270415,-3.245362166686455,-32.64924231477076,-31.009458192458723,29.965321892081356,-39.543966984668984,-28.081447406507035,16.90030784209368,-34.849441230521464,-11.79645821386275,-31.721701072811953,-29.42614865589376,-3.52701282329823,29.59698932052216,19.55313593587783,37.089588022040665,21.30339638588698,30.032010384189906,23.69701488642018,35.25986915307769,-27.760857514652024,-30.468337636589904,17.987444110607427,9.116664148920796,35.26584469814232,-18.960753525252667
0.11,0.011011011011011011,9.093109045375536,35.261083712077905,12.33242334733999,0.3059647705951036,-37.26693802181624,-3.245183839003406,-32.64996188250119,-31.010190833460925,29.96564277647057,-39.54471835736268,-28.081892642818506,16.90093212802204,-34.8500484256696,-11.797022510396324,-31.722355956983066,-29.426891656659542,-3.5268638834465342,29.59741400741081,19.553510539165487,37.090230505242005,21.30384079156468,30.032605815191765,23.697345094671302,35.26059515220095,-27.761349360853906,-30.468977046537862,17.988042247254544,9.116727736225837,35.266727964500554,-18.961212848664978
0.12,0.012012012012012012,9.093420370395972,35.26189406075793,12.332663954849851,0.30586441992573754,-37.26773942681376,-3.2449809524216606,-32.65068772869995,-31.010934818429124,29.965935934663356,-39.5454654246655,-28.08232605218425,16.901585379791108,-34.85064639946741,-11.797619847074545,-31.72301258196123,-29.427650126527073,-3.5266927853907077,29.59782225864895,19.553883636663265,37.09086341622354,21.30428727299035,30.03320090387063,23.697660979930212,35.26132343554324,-27.761834591592194,-30.469619884939757,17.988664084853976,9.116779731936274,35.267629418561015,-18.96168027230394
0.13,0.013013013013013013,9.093743809805686,35.262714438478405,12.332904345572281,0.30575435528921036,-37.268546031104464,-3.244753498395817,-32.65141983006338,-31.011690220372284,29.966201387620107,-39.54620816296045,-28.0827476100518,16.902267604668037,-34.85123513023003,-11.7982502669242,-31.723670932930215,-29.428424127064982,-3.5264994918421255,29.59821411982072,19.554255232351373,37.091486768871015,21.304735828990747,30.033795668209187,23.69796253884084,35.26205401888075,-27.76231318669087,-30.47026624010942,17.989309587268718,9.116820138490475,35.268549088370484,-18.96215583565369
0.14,0.014014014014014014,9.09407939147629,35.26354489294938,12.333144528238766,0.3056345629581493,-37.269357889623436,-3.2445014681338473,-32.6521581631791,-31.012457114142514,29.966439157082604,-39.5469465478687,-28.083157291549295,16.902978810519137,-34.85181459582064,-11.798913813288292,-31.72433099511532,-29.429213721146148,-3.5262839643119186,29.598589637763403,19.554625330375213,37.0921005767442,21.30518645856904,30.034390126068104,23.698249768969394,35.262786919349026,-27.76278512602891,-30.470916202068413,17.989978717693766,9.116848959241642,35.269487001307176,-18.962639579894457
0.15,0.015015015015015015,9.094427144205483,35.264385472688986,12.333384511087475,0.3055050285440892,-37.27017505840264,-3.2442248525930046,-32.6529027045176,-31.01323557644658,29.966649265576535,-39.547680554245424,-28.08355507148098,16.903719005797875,-34.85238477364667,-11.799610529820727,-31.724992753777716,-29.430018972963875,-3.526046163109081,29.59894886057337,19.55499393504599,37.092704853079724,21.30563916091224,30.03498429518403,23.698522668811357,35.26352215544852,-27.76325038953253,-30.47156986256395,17.990671438642675,9.116866198457988,35.270443184080676,-18.96313154790193
0.16,0.016016016016016016,9.094787097718037,35.26523622703062,12.333624301855881,0.30536573699463443,-37.27099759457414,-3.24392364247625,-32.65365343042362,-31.014025685857796,29.966831736414715,-39.548410156175606,-28.083940924322544,16.90448819953229,-34.85294564065584,-11.800340460480523,-31.72565619420887,-29.430839948048337,-3.525786047338525,29.599291837612462,19.55536105084138,37.09329961079398,21.306093935398827,30.03557819316763,23.698781237798624,35.26425974705007,-27.763708957167434,-30.472227315087256,17.99138771193369,9.116871861322865,35.27141766273195,-18.963631784246626
0.17,0.017017017017017015,9.09515928266665,35.2660972061304,12.33386390777317,0.30521667259061347,-37.27182555637324,-3.2435978282292006,-32.65441031710723,-31.01482752282829,29.966986593701076,-39.54913532696985,-28.084314824216282,16.905286401311887,-34.85349717333217,-11.801103649525556,-31.726321301725033,-29.431676713283334,-3.5255035748990835,29.59961861951481,19.555726682406274,37.09388486248622,21.306550781606585,30.036171837501648,23.69902547630678,35.264999715400286,-27.76416080893098,-30.472888654892305,17.992127498675476,9.116865953934845,35.27241046263341,-18.964140335193285
0.18,0.018018018018018018,9.09554373063265,35.266968460974674,12.33410333555244,0.3050578189432271,-37.27265900314162,-3.243247400037596,-32.655173340634725,-31.015641169701667,29.96711386233539,-39.54985603916016,-28.084676744966085,16.906113621273917,-34.854039347691845,-11.801900141505811,-31.7269880616618,-29.432529336923324,-3.5251987024814513,29.599929258194063,19.556090834553537,37.0944606204418,21.30700969932064,30.036765245539,23.699255385662497,35.2657420831269,-27.764605924844332,-30.47355397901497,17.99289075925241,9.116848483307736,35.273421608489066,-18.96465724870028
0.19,0.01901901901901902,9.095940474126555,35.2678500433878,12.334342591382693,0.30488915899119123,-37.273497995330445,-3.242872347825287,-32.655942476919236,-31.016466710726025,29.967213568018707,-39.550572264495756,-28.08502666003225,16.906969870089128,-34.854572139278915,-11.802729981256142,-31.72765645936873,-29.43339788861077,-3.524871385566078,29.60022380685105,19.55645351226487,37.09502689663555,21.307470688541727,30.037358434500902,23.699470968151065,35.26648687424403,-27.765044284944537,-30.474223386292586,17.993677453309488,9.116819457370575,35.27445112433474,-18.965182574419025
0.2,0.02002002002002002,9.096349546588481,35.26874200603999,12.334581680920612,0.3047106749978756,-37.274342594503366,-3.2424726612527346,-32.65671770171108,-31.01730423206739,29.967285737259587,-39.551283973938816,-28.08536454252612,16.907855158946898,-34.85509552316098,-11.803593213888526,-31.728326480204068,-29.434282439393805,-3.5245215784209964,29.600502319981896,19.556814720691705,37.0955837027353,21.307933749494644,30.037951421475004,23.69967222702406,35.26723411415736,-27.765475869276575,-30.47489697738395,17.99448753973679,9.116778884967538,35.27549903353835,-18.965716363693396
0.21,0.02102102102102102,9.096770982388417,35.26964440245539,12.334820609282122,0.30452234854843885,-37.27519286333954,-3.2420483297160314,-32.65749899058788,-31.01815382182351,29.967330397381005,-39.551991137660266,-28.08569036520454,16.908769499539808,-34.855609473924694,-11.8044898847838,-31.728998109529506,-29.435183061744205,-3.5241492340996006,29.60076485338652,19.55717446515614,37.09613105010555,21.308398882636936,30.03854422341357,23.699859166507146,35.26798382966931,-27.765900657885354,-30.475574854789702,17.995320976653563,9.116726775857822,35.276565358800326,-18.966258669559142
0.22,0.022022022022022022,9.097204816826356,35.27055728702029,12.335059381033737,0.30432416054696226,-37.276048865636554,-3.2415993423464333,-32.65828631894446,-31.01901557003807,29.967347576528052,-39.55269372503551,-28.086004100464166,16.90971290404759,-34.856113965671156,-11.80542003958289,-31.729671332705067,-29.43609982957569,-3.523754304438358,29.601011464177592,19.557532751151967,37.096668949811324,21.308866088667806,30.039136857131666,23.70003179180799,35.2687360489841,-27.766318630807632,-30.476257122873186,17.99617772139186,9.116663140715469,35.277650122154,-18.966809546743306
0.23,0.023023023023023025,9.097651086132267,35.27148071499153,12.335298000183686,0.30411609121358235,-37.27691066631335,-3.241125688010406,-32.65907966198241,-31.019889568715268,29.96733730367634,-39.553391704640205,-28.08630572033553,16.91068538512049,-34.85660897201122,-11.806383724177484,-31.730346135084027,-29.43703281826256,-3.5233367400544666,29.601242210789913,19.557889584345705,37.09719741262214,21.309335368537216,30.03972933930537,23.700190109124332,35.269490801712756,-27.766729768063914,-30.476943887881706,17.997057730479806,9.116587991129125,35.27875334496619,-18.967369051663606
0.24,0.024024024024024024,9.098109827465946,35.272414742505084,12.33553647017282,0.3038981200816244,-37.27777833141306,-3.240627355310182,-32.65987899469948,-31.02077591183479,29.967299608641163,-39.554085044245994,-28.086595196477006,16.911686955861985,-34.85709446606069,-11.807380984700188,-31.731022502007963,-29.43798210465868,-3.522896490343452,29.601457152990193,19.558244970577736,37.097716449016104,21.30980672345524,30.04032168647,23.700334125652162,35.27024811887808,-27.767134049650267,-30.47763525796824,17.997960959624436,9.116501339601767,35.27987504793778,-18.967937242427833
0.25,0.025025025025025023,9.098581078916709,35.273359426584754,12.335774793865292,0.30367022599473814,-37.278651928105845,-3.240104332584831,-32.66068429187869,-31.02167469536721,29.967234522087395,-39.55477371081625,-28.086872500168525,16.912717629810896,-34.85757042043532,-11.808411867514108,-31.73170041880186,-29.4389477671168,-3.5224335034767003,29.60165635188728,19.558598915863445,37.098226069184264,21.310280154901623,30.04091391501836,23.700463849594048,35.27100803291957,-27.767531455530076,-30.47833134321359,17.998887363694124,9.116403199550357,35.281015251104435,-18.96851417883319
0.26,0.026026026026026026,9.099064879502942,35.27431482515114,12.33601297353903,0.30343238710403675,-37.279531524691606,-3.239556607911833,-32.66149552807713,-31.022586017289758,29.967142075540117,-39.55545767050181,-28.08713760230516,16.913777420922862,-34.858036807245846,-11.809476419201884,-31.73237987076933,-29.43992988550824,-3.5219477263989334,29.60183986994278,19.558951426394447,37.098726283034964,21.31075566463558,30.041506041199003,23.70057929016756,35.27177057769827,-27.767921965625757,-30.479032255648985,17.999836896700614,9.11629358530545,35.2821739738374,-18.969099922365633
