t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
2.57,0.25725725725725723,-30.95298365008854,-10.937003455959607,25.545164884745674,-19.065756848977184,-31.71954220172368,36.633038380514385,-18.445111513833925,-21.426242912891382,-1.7934577000963843,-12.406054106573903,-11.039346460568378,18.093211519090637,-12.00901281080019,6.731803298130233,25.008419452852053,26.97704878275002,6.981028474132566,25.508569330993698
2.58,0.25825825825825827,-30.955657244230682,-10.937486979824156,25.546492039961652,-19.065195816974434,-31.712636544589696,36.6371861011202,-18.447016637349805,-21.424649927362342,-1.7901755705742994,-12.406688962308186,-11.044735120345232,18.095922964900183,-12.009632731348557,6.728922464985812,25.008003671089522,26.969224212339498,6.98233401513847,25.509562527068148
2.59,0.25925925925925924,-30.95830866962883,-10.9379841247651,25.54779577552376,-19.06463397726181,-31.705740659207358,36.64134502415669,-18.44890318418996,-21.42304437675881,-1.78685379509998,-12.407323363231304,-11.050151698904795,18.098638813275073,-12.010265822267447,6.726042326049794,25.007579791125114,26.961384098165006,6.983632451954547,25.510563852761507
2.6,0.2602602602602603,-30.96093771487918,-10.93849501860257,25.549075840412076,-19.06407135431997,-31.698855413922956,36.64551500351252,-18.450771036577578,-21.42142609809852,-1.783491928487563,-12.407957298343693,-11.05559583407602,18.10135899156349,-12.010912211631181,6.723163073461321,25.00714776445273,26.953529096677244,6.984923531428854,25.51157306912709
2.61,0.26126126126126126,-30.963544175872748,-10.93901978787138,25.550331985516767,-19.063507972566256,-31.691981675011796,36.64969589122596,-18.452620084547984,-21.41979492568275,-1.780089524303995,-12.408590757120638,-11.06106715531762,18.10408342747336,-12.011572025422318,6.7202848996029125,25.006707542368098,26.94565986865986,6.986206999376099,25.51258993119053
2.62,0.26226226226226224,-30.96612785589908,-10.939558557775122,25.551563963723172,-19.062943856354448,-31.685120306303705,36.65388753751471,-18.45445022601888,-21.418150691077116,-1.776646135034773,-12.409223729527518,-11.066565283874011,18.106812049081356,-12.012245387430943,6.7174079970593015,25.00625907596751,26.937777078943032,6.98748260065865,25.51361418804396
2.63,0.26326326326326327,-30.968688565744745,-10.940111452140734,25.552771529998356,-19.062379029974608,-31.678272168810143,36.65808979080698,-18.456261366854232,-21.416493223092758,-1.773161312255782,-12.409856206034862,-11.072089832937767,18.109544784841226,-12.012932419153863,6.7145325585758755,25.00580231614663,26.929881396111817,6.9887500792689075,25.51464558294579
2.64,0.26426426426426425,-30.971226123786593,-10.940678593373628,25.55395444147908,-19.061813517652986,-31.67143812035323,36.66230249777376,-18.45805342092164,-21.41482234776792,-1.7696346068113162,-12.410488177633235,-11.077640407818338,18.112281563591353,-12.013633239693865,6.711658777016737,25.00533721359941,26.92197349220952,6.990009178412987,25.515683853426
2.65,0.2652652652652653,-30.973740356079684,-10.94126010241339,25.555112457561204,-19.06124734355197,-31.66461901519711,36.666525503362365,-18.459826310143207,-21.413137888349965,-1.7660655689983773,-12.41111963584793,-11.08321660611676,18.115022314561617,-12.014347965659116,6.708786845322405,25.00486371881706,26.91405404243642,6.991259640595637,25.516728731396896
2.66,0.26626626626626626,-30.976231096439783,-10.941856098690103,25.556245339990515,-19.06068053177012,-31.65781570368193,36.67075865083125,-18.461579964539766,-21.411439665277815,-1.7624537487573309,-12.41175057275343,-11.088818017906053,18.117766967379524,-12.015076711062841,6.705916956467183,25.004381782087155,26.906123724844125,6.992501207706339,25.51777994326917
2.67,0.26726726726726724,-30.978698186520358,-10.942466700081352,25.55735285295489,-19.06011310634227,-31.65102903186081,36.67500178178601,-18.46331432226845,-21.40972749616489,-1.758798695869007,-12.412380980987635,-11.094444225916996,18.120515452075598,-12.015819587223401,6.703049303416213,25.003891353492833,26.898183220025956,6.993733621106514,25.518837210073244
2.68,0.2682682682682683,-30.981141475884055,-10.943092022869934,25.558434763177896,-19.059545091239688,-31.644259841140165,36.67925473621663,-18.46502932965355,-21.40800119578252,-1.7550999601583261,-12.41301085376584,-11.100094805728977,18.123267699088053,-12.01657670266487,6.700184079082237,25.003392382912114,26.890233210803597,6.994956621717772,25.519900247585714
2.69,0.26926926926926925,-30.98356082206855,-10.94373218170231,25.559490840013698,-19.058976510370286,-31.637508967923686,36.683517352536036,-18.466724941210636,-21.4062605760439,-1.7513570917045291,-12.413640184894428,-11.10576932596557,18.12602363926672,-12.017348163018266,6.697321476282093,25.002884820017353,26.88227438191042,6.996169950111125,25.520968766460797
2.7,0.2702702702702703,-30.985956090646777,-10.944387289547885,25.560520855543317,-19.058407387578935,-31.630777243260294,36.68778946761981,-18.468401119663877,-21.404505445988562,-1.7475696410580888,-12.414268968784276,-11.111467348494488,18.128783203876253,-12.018134070923503,6.694461687692974,25.00236861427482,26.874307419671826,6.997373346597112,25.52204247236666
2.71,0.27127127127127126,-30.988327155281443,-10.945057457659075,25.561524584672185,-19.057837746647806,-31.624065492496452,36.69207091684714,-18.470057835956585,-21.402735611767476,-1.743737159464376,-12.414897200463853,-11.11718842863157,18.131546324598602,-12.018934525932258,6.691604905808457,25.00184371494442,26.86633301168295,6.998566551316735,25.523121066126492
2.72,0.27227227227227224,-30.990673897773867,-10.945742795532286,25.562501805229,-19.057267611296805,-31.61737453493309,36.69636153414305,-18.471695069254967,-21.400950876628702,-1.7398591990941525,-12.415524875591988,-11.122932115348423,18.134312933534773,-12.019749624411796,6.688751322894347,25.001310071079605,26.858351846484105,6.999749304333152,25.524204243864137
2.73,0.2732732732732733,-30.992996208107066,-10.946443410869765,25.563452298065833,-19.05669700518406,-31.610705183487482,36.70066115202176,-18.473312806945078,-21.39915104090371,-1.7359353132809547,-12.416151990470285,-11.128697951483332,18.13708296320585,-12.020579459449946,6.685901130944353,25.000767631527403,26.85036461323433,7.000921345724053,25.525291697154184
2.74,0.27427427427427425,-30.995293984483105,-10.947159409542413,25.564375847159443,-19.056125951906466,-31.604058244360374,36.704969601631326,-18.47491104462298,-21.39733590199435,-1.7319650567654366,-12.416778542055193,-11.134485473955065,18.139856346553312,-12.021424120761298,6.683054521635612,25.000216344928678,26.842372001383456,7.002082415674627,25.526383113176315
2.75,0.2752752752752753,-30.997567133354714,-10.947890895553565,25.565272239713835,-19.055554475000324,-31.59743451670867,36.70928671279943,-18.47648978607816,-21.395505254360515,-1.7279479859467268,-12.417404527969685,-11.140294213979171,18.142633016938657,-12.022283694594764,6.6802116862841086,24.999656159718533,26.834374700343016,7.0032322545710635,25.52747817487374
2.7600000000000002,0.27627627627627627,-30.999815569451133,-10.948637971003766,25.56614126626397,-19.054982597942015,-31.590834792323935,36.71361231408037,-18.478049043270218,-21.393658889508544,-1.7238836591408595,-12.418029946514558,-11.14612369728636,18.145412908142298,-12.023158263642634,6.677372815799988,24.999087024126958,26.826373399156463,7.004370603094495,25.52857656111557
