t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
0.0,0.0,38.03409424891955,2.466427134962092,-17.23598561628209,-20.040830631503695,5.88144147307457,-0.6349595534389708,-22.10974297331291,39.62599209622107,33.389849045586374,-23.430268613098736,-18.26154882257817,-16.272447525844083,32.097674397575055,3.880555735723756,4.780120307952304,-3.0255456965279066,38.23039506428315,-27.865707698056298,42.96095376946895,-12.001355760413952,-12.42662749415944,-6.654267801300874,-19.474225740633283,4.904078189156539,-21.06386357684904,19.720250180099004,-21.100487429269833,6.052349303428501,21.309869747678178,-14.830088925219636,-9.390495015742198,18.322772277380462,13.617903854677746,-12.910145400840083,-16.434224484127917,-28.095768625892454
0.01,0.001001001001001001,38.034852349250855,2.466474353688236,-17.236330726808376,-20.04123290509411,5.881558352378954,-0.6349726257055844,-22.110186799145705,39.62678441396205,33.39051657867008,-23.43073946601239,-18.261914433406925,-16.272774672407767,32.098314838746774,3.8806315458780323,4.780213986592979,-3.0256062140026656,38.23115956336051,-27.866266779898773,42.961812258160435,-12.001596329131093,-12.426878353222863,-6.654401775010851,-19.474615556401286,4.904175561272917,-21.06428723199265,19.72064451037494,-21.100910926891732,6.052469860175269,21.310294602478326,-14.830386041547172,-9.390683284038412,18.32313765681652,13.618173795635919,-12.910404984155024,-16.43455394119297,-28.096331740280704
0.02,0.002002002002002002,38.03561571846869,2.466486417828851,-17.23669848353548,-20.04160031702469,5.881675444699447,-0.6349565673297011,-22.11063704741897,39.627589071484856,33.391164428185114,-23.43120088988054,-18.26228569701856,-16.27309344786516,32.098982630517526,3.8807072755027137,4.780320973232607,-3.025686533731195,38.231932833580906,-27.866829111902188,42.962667939229206,-12.00184405246528,-12.427102361215095,-6.654532794838274,-19.4750097174299,4.904255901517424,-21.064717924869104,19.72102333051376,-21.101332094263892,6.052591563860669,21.310731560685614,-14.830672312527959,-9.390874755413604,18.32348483084951,13.618430102275576,-12.910661544895767,-16.434872861685253,-28.09691206602611
0.03,0.003003003003003003,38.036384399280486,2.4664633159453833,-17.237088902800462,-20.041932857053414,5.881792735603114,-0.6349113681449288,-22.11109371984814,39.62840611596922,33.39179260441858,-23.431652898338772,-18.262662601621066,-16.273403840131778,32.0996777642484,3.8807829255818587,4.780441275402286,-3.0257866539536935,38.23271491010453,-27.867394735791148,42.96352082520819,-12.002098925483972,-12.42729945562954,-6.654660862197881,-19.47540822298403,4.904319182641589,-21.065155684849927,19.72138663859933,-21.101750982672623,6.052714438195023,21.31118063371485,-14.830947733961906,-9.391069420582088,18.32381378498589,13.61867282309516,-12.910915110876333,-16.435181271114995,-28.097509683861443
0.04,0.004004004004004004,38.03715843733363,2.4664050322063744,-17.237502003015766,-20.04223051735149,5.88191021368706,-0.6348370165465801,-22.111556818599624,39.62923559656937,33.39240111677777,-23.432095503672425,-18.26304513391004,-16.27370583901886,32.1004002308892,3.880858497060824,4.780574900430273,-3.0259065734345834,38.2335058287157,-27.867963693766935,42.96437092951965,-12.002360943184112,-12.427469574607692,-6.654785978838413,-19.475811071333066,4.904365376653954,-21.06560054228502,19.721734432967907,-21.10216764254769,6.052838507503946,21.311641832608007,-14.831212301278658,-9.391267270391497,18.3241245057839,13.618902007061694,-12.911165708979723,-16.43547919391175,-28.098124677999593
0.05,0.005005005005005005,38.03793788122218,2.4663115463966427,-17.237937804664057,-20.042493292493294,5.882027870578729,-0.6347334994924019,-22.11202634629131,39.63007756441961,33.39298997378904,-23.432528716813028,-18.263433279067527,-16.273999436235158,32.101150020978444,3.880933990844245,4.780721855442048,-3.0260462914622295,38.23430562581486,-27.86853602851489,42.96521826647899,-12.002630100485256,-12.427612656936548,-6.654908146843824,-19.476218259751313,4.904394454814648,-21.06605252850399,19.722066712204224,-21.102582123471436,6.052963796732077,21.31211516803135,-14.83146600953835,-9.39146829582408,18.324416980849684,13.61911770361624,-12.911413365160763,-16.43576665342375,-28.098757136144066
0.06,0.006006006006006006,38.038722782493586,2.466182833927039,-17.238396330292986,-20.04272117944686,5.882145700936512,-0.6346008025034438,-22.112502305993115,39.630932072640014,33.393559183096635,-23.432952547334704,-18.26382702076076,-16.27428462538884,32.10192712464286,3.8810094077938926,4.78088214736014,-3.026205807848722,38.23511433841039,-27.869111783211956,42.96606285129849,-12.002906392222542,-12.427728642046262,-6.6550273686344115,-19.47662978451834,4.9044063876299715,-21.066511675817747,19.722383475138134,-21.102994474188193,6.053090331447074,21.312600650272408,-14.831708853432275,-9.391672487998035,18.324691198833655,13.61931996267997,-12.911658104448732,-16.436043671917364,-28.099407149499754
0.07,0.007007007007007007,38.03951319565545,2.4660188658447852,-17.238877604509902,-20.042914177565,5.882263702450625,-0.6344389096650676,-22.112984701227596,39.63179917634252,33.39410875146127,-23.433367003450524,-18.264226341140777,-16.274561401989562,32.10273153159648,3.8810847487264017,4.78105578290375,-3.0263851229297307,38.235932004110424,-27.869691001534402,42.96690470009093,-12.003189813139489,-12.427817470007977,-6.6551436469678835,-19.477045640919233,4.904401144846981,-21.066978017520242,19.722684720841766,-21.10340474261403,6.0532181378438565,21.31309828923675,-14.83194082728346,-9.391879838168848,18.324947149427,13.619508834660872,-12.911899950949776,-16.43631027057662,-28.100074812784012
0.08,0.008008008008008008,38.04030917818225,2.4658196088444164,-17.239381653976487,-20.043072288576973,5.882381875844295,-0.634247803628101,-22.113473535970584,39.632678932637084,33.39463868475861,-23.433772092008844,-18.264631220840894,-16.274829763450686,32.10356323113926,3.881160014410876,4.781242768588139,-3.0265842375644247,38.236758661114585,-27.87027372766569,42.967743829873115,-12.00348035788062,-12.427879081531895,-6.655256984940345,-19.477465823244753,4.904378695448084,-21.06745158789047,19.722970448627255,-21.103812975846804,6.053347242749094,21.31360809444458,-14.832161925047162,-9.392090337730657,18.325184823358388,13.61968437046107,-12.912138927849124,-16.436566469502868,-28.100760224237984
0.09,0.009009009009009009,38.04111079052209,2.465585025279336,-17.239908507403317,-20.043195516580813,5.882500224875234,-0.6340274656101408,-22.113968814651876,39.63357140063821,33.39514898797761,-23.434167818489573,-18.26504163897506,-16.275089709091652,32.10442221215523,3.8812352055663637,4.7814431107238,-3.0268031531354653,38.237594348205654,-27.87086000630454,42.968580258569254,-12.003778020983924,-12.427913417965557,-6.655367385987211,-19.47789032479142,4.904339007645648,-21.067932422194662,19.723240658045,-21.104219220176557,6.053477673625962,21.314130075027155,-14.832372140311259,-9.392303978217642,18.325404212390865,13.619846621484784,-12.912375057413072,-16.436812287714506,-28.10146348563821
