t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0.0,0.0,4.081309016296243,4.317000385232474,-0.7340983777496229,8.607302746063658,-6.368929354223525,4.3455223245439765,2.515304651619934,4.973157598253674,-14.610906526894755,-3.8272521131704784,-16.01509566864708,-19.98744612355674,-34.983034190826935,29.834782065509476,22.306945193519283,-29.674322419374658,-39.959275286572634,31.19376136015017,16.95471153149207,24.00516814448255,2.5713299534267176,29.74204774723221,0.41038917912814027,10.617628478682597,-28.412851638312386
0.01,0.001001001001001001,4.0813902050850475,4.317085078776785,-0.7341154357788349,8.60747391925447,-6.369059428858587,4.345609024693673,2.5153529952883966,4.9732550829698745,-14.611199150029218,-3.827329619049092,-16.01541777317845,-19.98784768976779,-34.98373386811089,29.835376854677236,22.307389117511622,-29.674917183059524,-39.96007477198639,31.194382376397748,16.955048511806684,24.0056456514666,2.5713806287921637,29.742639888823234,0.41039675173012224,10.617838548643096,-28.41342103979362
0.02,0.002002002002002002,4.081466916060503,4.317158316488772,-0.7341667924009512,8.607654962983736,-6.369214160738717,4.345686110851602,2.515420216692661,4.973344999894117,-14.611489272020108,-3.82741447105024,-16.01571799099439,-19.988252045968828,-34.984413650457775,29.835967008331547,22.30784490786,-29.6755005233892,-39.96088738034671,31.194985858193476,16.95538069576849,24.006117461424186,2.5714546343338758,29.743246368424504,0.4104141397302071,10.618037831003308,-28.413975464369706
0.03,0.003003003003003003,4.0815391557149425,4.317220116591898,-0.7342524175643533,8.607845872869069,-6.369393532056158,4.345753600106142,2.5155063052498594,4.97342736055146,-14.61177686901635,-3.827506693036032,-16.015996325979664,-19.98865919677063,-34.9850735255305,29.836552489908765,22.30831253685108,-29.67607245684393,-39.96171307810288,31.195571860118783,16.955708055901187,24.006583573354373,2.571551957786515,29.74386716234916,0.4104413534955197,10.618226316490889,-28.414514946134787
0.04,0.004004004004004004,4.081606931236275,4.317270496828196,-0.7343722836176385,8.608046645289749,-6.369597526191632,4.3458115097339824,2.515611251890891,4.973502176833878,-14.612061917814598,-3.827606307344577,-16.016252779815392,-19.989069147852952,-34.985713481206986,29.837133261843732,22.308791976836584,-29.676632998123768,-39.962551830438066,31.196140433179867,16.956030563963612,24.007043985864815,2.5716725903429416,29.744502244406537,0.41047840258803797,10.618403996036614,-28.415039518165738
0.05,0.005005005005005005,4.081670250504601,4.317309474455269,-0.7345263653014596,8.608257277384853,-6.369826127712109,4.345859857194242,2.5157350490559365,4.973569460997887,-14.61234439586077,-3.8277133347924273,-16.016487351977357,-19.989481905963146,-34.98633350557637,29.83770928557054,22.309283200231214,-29.677182160151002,-39.96340360126772,31.19669162481935,16.95634819095085,24.007498697168923,2.5718165266491817,29.74515158590366,0.4105252957679932,10.618570860775222,-28.415549212523004
0.06,0.006006006006006006,4.081729122088771,4.317337066243511,-0.7347146397402433,8.608477767051527,-6.370079322368753,4.345898660122639,2.5158776906903033,4.9736292256620445,-14.612624281251462,-3.827827794676761,-16.01670003973439,-19.989897478915065,-34.986933586935336,29.838280521523235,22.309786179510645,-29.6777199540721,-39.96426835323787,31.197225478926782,16.956660907095443,24.007947705082984,2.5719837647994948,29.745815155646856,0.41058204099695855,10.618726902046365,-28.41604406025122
0.07,0.007007007007007007,4.081783555242873,4.317353288473574,-0.7349370864337877,8.60870811294336,-6.370357097095043,4.345927936325715,2.516039172240602,4.973681483804307,-14.612901552735275,-3.8279497047773017,-16.016890838146796,-19.990315875588223,-34.98751371378458,29.838846929136437,22.310300887209653,-29.678246389259233,-39.965146047723216,31.197742035847966,16.956968681868652,24.008391007023146,2.5721743063315445,29.746492919943382,0.4106486454406253,10.618872111395655,-28.416524091379667
0.08,0.008008008008008008,4.081833559902659,4.317358156934052,-0.7351936872487452,8.608948314468888,-6.370659440005084,4.345947703775109,2.5162194906512525,4.973726248759267,-14.613176189714043,-3.828079081357974,-16.01705974006488,-19.990737105927256,-34.988073874825325,29.839408466845892,22.310827295920316,-29.678761473311344,-39.96603664482513,31.198241332393156,16.957271483981824,24.008828600002357,2.57238815622167,29.747184842603158,0.410725115471267,10.619006480575806,-28.416989334922523
0.09,0.009009009009009009,4.081879146681908,4.3173516869194115,-0.7354844264099888,8.609198371790209,-6.370986340392079,4.345957980601887,2.51641864436132,4.97376353421525,-14.61344817224394,-3.8282159391682966,-16.017206736127502,-19.99116118094164,-34.988614058955974,29.839965092088956,22.311365378290343,-29.679265212054787,-39.966940103369474,31.198723401844095,16.957569281387823,24.009260480627177,2.572625322880249,29.74789088494055,0.41081145666989227,10.619130001547886,-28.41743981887891
