t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
0.0,0.0,-6.088890268493976,8.54483949362577,4.898187188954834,-16.54502935595161,-39.30272742433214,25.33792110197116,19.391198634700764,6.807998165717777,-5.204439871764797,7.054767715329916,-13.891680323956463,-18.993241230297468,-3.49215584343638,-13.16312238807494,20.626187294472704,-16.609207704644223,20.554747626595656,-34.759779824871046,-7.490527155993387,-8.230951064050437,26.398765087539772,-22.668260487325757,-4.727556553987491,29.648058815230453,-32.35324691169191,5.5217165482574035,32.947622492028984,-8.377164226360726,12.074607305672064,-0.6159830524973102,25.27704880818672,32.41243094812738,-22.31389666061733
0.01,0.001001001001001001,-6.089012233715803,8.545009067685806,4.89828411475393,-16.54536262528624,-39.303515777708945,25.338426749522537,19.391585026237255,6.808133429518715,-5.204546366964366,7.054906212401459,-13.891958279431586,-18.993622079384046,-3.4922284770317638,-13.16338831528848,20.626597589111853,-16.609542290742716,20.55515826384351,-34.76047665888754,-7.490678113180446,-8.231118810896087,26.399291729921103,-22.668716909919663,-4.727652525945605,29.64865059675333,-32.353893980708996,5.521826413273313,32.948278827829306,-8.377332150541141,12.074846587463984,-0.6159976597675534,25.277551446641624,32.413077721635695,-22.31434364312848
0.02,0.002002002002002002,-6.08912352744891,8.545167877514686,4.898385181626369,-16.54569258702193,-39.30430591915807,25.33894469792735,19.39199934089254,6.808260401051783,-5.204662400397081,7.055011639459383,-13.892241342682935,-18.99399614719636,-3.4922982790214143,-13.16364518100643,20.626974302601983,-16.609894264535924,20.55555551922862,-34.76119791577183,-7.490811733095483,-8.231277319773012,26.399779861330014,-22.669162943063963,-4.727754233891543,29.649226673849533,-32.3545157734782,5.521972965326493,32.948914286247074,-8.377471980014034,12.075110679722984,-0.6159758406365771,25.278050145548395,32.41370410173763,-22.314793407807176
0.03,0.003003003003003003,-6.08922411603602,8.545315914333107,4.8984903847993655,-16.54601924002686,-39.305097923784345,25.339474958099917,19.392441603642453,6.8083790802025295,-5.204787929596241,7.055084028872162,-13.892529511632485,-18.994363407796108,-3.492365272269619,-13.163892967757205,20.627317451785164,-16.61026364631185,20.555939393947043,-34.76194359482081,-7.4909280441271076,-8.231426600762193,26.400229501167537,-22.669598596681915,-4.727861668384766,29.649787042478426,-32.355112287931014,5.522156206277758,32.949528879651346,-8.377583723758068,12.075399571617906,-0.6159176018741984,25.27854487875359,32.41431008391544,-22.31524596792896
0.04,0.004004004004004004,-6.089313964421481,8.545453164834585,4.898599720414739,-16.5463425850619,-39.30589186465835,25.340017539451036,19.392911838139582,6.808489466606729,-5.204922913198717,7.055123415298225,-13.892822782485627,-18.994723835872495,-3.492429481454267,-13.164131657251962,20.627627049768645,-16.61065045786521,20.556309887496035,-34.762713696286916,-7.491027069285987,-8.23156666422592,26.400640670289746,-22.670023880246717,-4.727974822527678,29.650331698606355,-32.35568352158596,5.522376145680294,32.950122616884045,-8.377667390116077,12.075713253362519,-0.6158229475394454,25.279035620087456,32.41489566479281,-22.315701339564118
0.05,0.005005005005005005,-6.08939303614891,8.545579611185618,4.898713185529824,-16.546662624776936,-39.3066878128305,25.340572449889077,19.393410066701612,6.808591559648073,-5.2050673109440195,7.055129835677623,-13.89312114973372,-18.995077406736012,-3.4924909330678737,-13.164361230383014,20.6279031059213,-16.61105472249149,20.556666997679145,-34.76350822137529,-7.491108826206113,-8.231697520806744,26.401013391003705,-22.67043880278147,-4.728093691963979,29.65086063820839,-32.35622947153315,5.522632800784851,32.950695503254444,-8.377722986797432,12.076051716220157,-0.6156918789783671,25.279522343365766,32.41546084213197,-22.316159541582557
0.06,0.006006006006006006,-6.089461293358981,8.545695231024434,4.898830778118439,-16.546979363708118,-39.30748583734478,25.341139695820758,19.39393631029871,6.808685358456182,-5.20522108367289,7.055103329224949,-13.893424606156763,-18.995424096312092,-3.492549655419155,-13.164581667222494,20.6281456258705,-16.6114764649807,20.55701072061143,-34.76432717224091,-7.491173327144969,-8.231819181426264,26.401347687064405,-22.670843372859313,-4.728218274877624,29.65137385727043,-32.35675013441943,5.5229261965463285,32.95124754053373,-8.377750520880564,12.076414952507871,-0.6155243948226631,25.280005022391965,32.416005614831036,-22.316620595659476
0.07,0.007007007007007007,-6.089518696787382,8.545799997458332,4.898952497071925,-16.54729280827598,-39.30828600525201,25.341719282151672,19.39449058853993,6.808770861904941,-5.2053841933254175,7.055043937423492,-13.893733142826195,-18.995763881134636,-3.4926056786351585,-13.164792947021322,20.628354611499457,-16.611915711610745,20.557341050724766,-34.765170551985484,-7.491220578982566,-8.231931657283756,26.40164358367268,-22.67123759860374,-4.728348571992346,29.651871351791666,-32.35724550643408,5.523256365631766,32.95177872694957,-8.377749998815663,12.076802955600119,-0.6153204909891279,25.28048363095964,32.416529982921496,-22.317084526281864
0.08,0.008008008008008008,-6.08956520576293,8.545893879059616,4.899078342200247,-16.54760296678442,-39.30908838162279,25.342311212286514,19.39507291965866,6.808848068611158,-5.205556602938679,7.05495170402062,-13.89404674910778,-18.996096738339407,-3.4926590346639514,-13.164995048208425,20.62853006094499,-16.612372490140494,20.557657980773257,-34.76603836465425,-7.49125058321937,-8.232034959854646,26.401901107474096,-22.67162148768904,-4.728484586571773,29.65235311778739,-32.35771558329507,5.523623348429725,32.95228905718078,-8.377721426427517,12.077215719931958,-0.6150801606799062,25.280958142855354,32.41703394756587,-22.317551360755797
0.09,0.009009009009009009,-6.089600778205852,8.545976839860122,4.8992083142331575,-16.547909849420563,-39.30989302956002,25.342915488129034,19.395683320497064,6.808916976933535,-5.205738276643905,7.054826675024403,-13.894365412664634,-18.9964226456573,-3.4927097572778663,-13.165187948390255,20.628671968595704,-16.612846829802482,20.557961501838765,-34.7669306152326,-7.49126333597309,-8.232129100888825,26.402120286558834,-22.67199504734097,-4.728626324420116,29.65281915129215,-32.358160360235814,5.524027193061081,32.95277852235197,-8.377664808918537,12.077653241001785,-0.6148033943835574,25.281428531861774,32.417517511055536,-22.318021129214554
0.1,0.01001001001001001,-6.089625370626238,8.546048839344355,4.899342414821431,-16.548213468255486,-39.31070001021096,25.34353211008173,19.396321806489567,6.8089775849719745,-5.205929179663172,7.054668898701443,-13.894689119460347,-18.996741581407488,-3.4927578820773064,-13.165371624350572,20.62878032509066,-16.613338761295278,20.558251603336533,-34.76784730964259,-7.4912588279743435,-8.2322140924088,26.4023011504625,-22.67235828433753,-4.728773793883447,29.653269448363293,-32.35857983199257,5.524467955391208,32.953247110028315,-8.377580150871921,12.078115515373579,-0.6144901798769271,25.281894771761156,32.41798067680876,-22.318493864627552
0.11,0.011011011011011011,-6.0896389381226665,8.546109832441216,4.8994806465381595,-16.548513837245824,-39.31150938277899,25.344161077045243,19.39698839164533,6.809029890567196,-5.206129278305617,7.054478425575938,-13.895017853762228,-18.997053524490447,-3.4928034464951163,-13.165546052050507,20.62885511731844,-16.61384831677548,20.5585282730209,-34.76878845473925,-7.491237044561177,-8.232289946707693,26.402443730167924,-22.672711205009943,-4.728927005851555,29.653704005084823,-32.358973992792315,5.524945699043561,32.953694804210244,-8.377467456254985,12.078602540678682,-0.6141405022278279,25.282356836339172,32.41842344936886,-22.31896960281009
0.12,0.012012012012012012,-6.08964143438101,8.546159769514352,4.899623012880115,-16.548810972236232,-39.312321204534946,25.344802386417513,19.397683088529753,6.8090738913006765,-5.20633853996318,7.054255308429936,-13.895351598144655,-18.99735845438085,-3.492846489801517,-13.165711206628911,20.628896328416694,-16.614375529849376,20.55879149699116,-34.76975405830679,-7.491197965672456,-8.232356676347077,26.402548058107897,-22.6730538152438,-4.729085973760377,29.65412281757165,-32.359342836341156,5.52546049541464,32.95412158532828,-8.377326728422647,12.079114315617096,-0.6137543437985264,25.28281469938905,32.41884583440257,-22.3194483824339
0.13,0.013013013013013013,-6.089632811673428,8.54619859635111,4.8997695182691805,-16.54910489096272,-39.31313553082799,25.34545603409265,19.398405908244975,6.809109584494918,-5.206556933105867,7.053999602304809,-13.895690333492544,-18.99765635112035,-3.4928870531096083,-13.165867062402965,20.62890393777211,-16.614920435564212,20.559041259697477,-34.770744129054584,-7.491141565840106,-8.232414294154653,26.402614168168835,-22.673386120480362,-4.72925071359501,29.654525881974184,-32.35968635581334,5.526012423690344,32.95452743023783,-8.377157970121065,12.079650839958305,-0.6133316842500424,25.283268334716077,32.41924783869857,-22.319930245038545
