t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
0.0,0.0,1.4494049446206922,9.927349693979899,28.505969875751216,39.75181692072248,-16.84119319610254,20.775252840758178,4.873159133608534,-18.508944273258248,15.105366976437029,-23.047082677603004,-30.173854463730027,-21.374897455897074,33.67007125505327,-31.355859306787828,-17.315482904525354,43.06873197865134,-20.721336233304847,-24.780609461960047,8.552207668286528
0.01,0.001001001001001001,1.4494325308726301,9.927545497147117,28.506539723607435,39.75260968379879,-16.84153112102644,20.7756682391134,4.873255668649033,-18.509314711401796,15.105666803124299,-23.04754479055056,-30.17446006452834,-21.375328044064883,33.6707431437066,-31.35648929079926,-17.315829810697572,43.06959288841727,-20.72175351029398,-24.78110722401989,8.552375703646351
0.02,0.002002002002002002,1.4494621292975207,9.927738886240961,28.507110772820727,39.753375895650244,-16.841882146377454,20.776091237404707,4.873342807309538,-18.50965597208161,15.105992384625571,-23.0480070922123,-30.17506049022497,-21.37577880249426,33.671398352047696,-31.35712356860633,-17.316185701981247,43.07046044089567,-20.722193155685222,-24.781578195918378,8.552563533989337
0.03,0.003003003003003003,1.4494937249236635,9.927929874247239,28.507683009790643,39.75411554120002,-16.842246264486796,20.776521816045314,4.8734205524022585,-18.50996805854673,15.106343717677726,-23.048469584736917,-30.17565574250531,-21.376249717569344,33.67203687877062,-31.357762155174157,-17.316550578496113,43.0713346967024,-20.722655156961203,-24.782022396861695,8.552771158278581
0.04,0.004004004004004004,1.4495273020731747,9.92811847313613,28.508256421025933,39.7548286044916,-16.842623467106552,20.776959956025287,4.873488906297587,-18.510250974140753,15.106720797645645,-23.048932269709503,-30.176245822270978,-21.376740774814415,33.6726587225735,-31.35840506551073,-17.31692444051587,43.07221571794346,-20.723139502705322,-24.782439844972902,8.552998575234913
0.05,0.005005005005005005,1.449562844360967,9.928304693863852,28.508830993142315,39.75551506867065,-16.84301374541028,20.777405638904742,4.873547870925405,-18.510504722295277,15.107123618518289,-23.049395148151937,-30.176830729642138,-21.37725195888783,33.67326388215202,-31.359052314667785,-17.31730728846817,43.07310356822986,-20.723646182598745,-24.782830557279507,8.553245783333766
0.06,0.006006006006006006,1.4496003346938897,9.92848854637439,28.509406712860166,39.75617491596774,-16.843417089993352,20.777858846806915,4.87359744777633,-18.51072930652427,15.10755217290441,-23.049858220523273,-30.177410463959745,-21.377783253575604,33.67385235619318,-31.359703917741616,-17.31769912293445,43.073998312692886,-20.724175187417448,-24.78319454970169,8.553512780801734
0.07,0.007007007007007007,1.4496397552700342,9.928670039601297,28.50998356700215,39.756808127681886,-16.843833490873067,20.778319562411042,4.873637637902904,-18.510924730419354,15.10800645202791,-23.050321486720122,-30.177985023787738,-21.378334641784605,33.67442414336932,-31.36035988987387,-17.318099944649582,43.07490001799972,-20.724726509029324,-24.783531837041224,8.55379956561282
0.08,0.008008008008008008,1.449681087578199,9.928849181469545,28.51056154249074,39.75741468416491,-16.84426293748846,20.778787768945094,4.873668441920729,-18.511090997646054,15.108486445722823,-23.050784946077005,-30.17855440691511,-21.378906105535368,33.674979242332434,-31.361020246252274,-17.318509754501438,43.075808752369454,-20.725300140391354,-24.783842432971042,8.554106135484377
0.09,0.009009009009009009,1.4497243123975183,9.929025978897451,28.51114062634572,39.7579945648066,-16.844705418699913,20.779263450178338,4.8736898600095415,-18.511228111940934,15.108992142427956,-23.05124859736671,-30.179118610357968,-21.37949762595456,33.675517651708724,-31.361685002111326,-17.318928553530245,43.076724585589574,-20.72589607554684,-24.784126350025467,8.554432487872731
0.1,0.01001001001001001,1.4497694097972529,9.929200437798654,28.511720805681545,39.75854774802076,-16.845160922788487,20.779746590413733,4.873701891914242,-18.511336077109686,15.109523529181164,-23.051712438800607,-30.179677630361446,-21.38010918326708,33.676039370093434,-31.362354172732932,-17.319356342927822,43.077647589032736,-20.726514309622676,-24.78438359959111,8.554778619968518
0.11,0.011011011011011011,1.4498163591367423,9.929372563084144,28.512302067704667,39.759074211232,-16.845629437455013,20.780237174480163,4.873704536945856,-18.511414897026143,15.110080591613276,-23.052176468028996,-30.18023146240161,-21.380740756787795,33.676544396045976,-31.36302777344701,-17.31979312403667,43.07857783567405,-20.72715483882671,-24.784614191898417,8.555144528691695
0.12,0.012012012012012012,1.44986513906552,9.929542358664358,28.51288439971078,39.7595739308634,-16.846110949818932,20.780735187724495,4.873697793982456,-18.511464575632207,15.110663313941675,-23.052640682141394,-30.18078010118726,-21.381392324912927,33.677032728085244,-31.363705819632038,-17.320238898348915,43.07951540010871,-20.72781766044514,-24.784818136013886,8.555530210686255
0.13,0.013013013013013013,1.4499157275235888,9.92970982745133,28.513467789081997,39.760046882324986,-16.846605446416888,20.78124061600348,4.8736816614700205,-18.51148511693872,15.111271678963538,-23.05310507766684,-30.181323540661644,-21.382063865111117,33.67750436468528,-31.36438832671557,-17.32069366750509,43.0804603585701,-20.728502772839985,-24.784995439832915,8.555935662314642
0.14,0.014014014014014014,1.449968101741861,9.92987497136088,28.51405222328392,39.76049304000302,-16.84711291320108,20.781753445675463,4.8736561374232465,-18.511476525027234,15.111905668048724,-23.053569650574172,-30.181861774004144,-21.38275535391413,33.677959304271134,-31.365075310174685,-17.3211574332928,43.08141278894825,-20.72921017544659,-24.78514611007332,8.556360879651857
0.15,0.015015015015015015,1.4500222382427594,9.93003779131487,28.514637689862678,39.76091237725009,-16.847633335537367,20.78227366359194,4.873621219426306,-18.511438804052744,15.112565261132335,-23.054034396272314,-30.18239479363185,-21.383466766907237,33.67839754521504,-31.365766785536422,-17.321630197645224,43.08237277080877,-20.729939868771222,-24.78527015226949,8.556805858479274
0.16,0.016016016016016016,1.4500781128409799,9.930198287243508,28.515224176441865,39.76130486637606,-16.848166698203123,20.78280125708894,4.873576904633556,-18.511371958247302,15.113250436706947,-23.05449930961052,-30.18292259120109,-21.384198078719272,33.67881908583281,-31.366462768378145,-17.32211196263947,43.08334038541221,-20.730691854388695,-24.78536757076721,8.55727059427815
0.17,0.017017017017017015,1.4501357006444175,9.930356458087688,28.51581167071941,39.76167047863982,-16.848712985384857,20.78333621397822,4.873523189770193,-18.511275991924585,15.113961171814507,-23.054964384878637,-30.183445157608883,-21.384949263012395,33.67922392438049,-31.367163274327876,-17.32260273049482,43.08431571573384,-20.731466134940067,-24.785438368719113,8.557755082222833
0.18,0.018018018018018018,1.4501949760552555,9.930512301801397,28.516400160464364,39.762009184241876,-16.84927218067559,20.78387852253829,4.873460071132863,-18.51115090948538,15.114697442037917,-23.055429615807338,-30.183962482994307,-21.385720292471504,33.679612059051315,-31.367868319064584,-17.323102503570777,43.085298846483866,-20.732262714130382,-24.785482548080804,8.558259317173697
0.19,0.01901901901901902,1.4502559127712158,9.93066581535415,28.516989633513642,39.762320952317715,-16.849844267071983,20.78442817150528,4.873387544590218,-18.510996715423985,15.115459221492294,-23.05589499556835,-30.18447455673984,-21.386511138793395,33.679983487972905,-31.368577918318426,-17.323611284365033,43.0862898641281,-20.733081596726468,-24.785500109607604,8.558783293669753
0.2,0.02002002002002002,1.4503184837869747,9.930816994733489,28.517580077768635,39.76260575093207,-16.85042922697124,20.784985150063587,4.873305605583432,-18.51081341433554,15.116246482815926,-23.056360516774685,-30.184981367472595,-21.387321772675595,33.68033820920468,-31.369292087870956,-17.32412907551125,43.087288856909055,-20.733922788554807,-24.78549105285198,8.559327005920995
0.21,0.02102102102102102,1.45038266139574,9.930965834947505,28.518171481191803,39.762863547073955,-16.851027042167765,20.78554944783639,4.8732142491266535,-18.510601010924272,15.11705919716092,-23.05682617148084,-30.185482903065502,-21.388152163804932,33.68067622073559,-31.37001084355527,-17.324655879776728,43.08829591486754,-20.734786296499436,-24.785455376161593,8.559890447800438
0.22,0.022022022022022022,1.4504484171909928,9.931112330027423,28.518763831803163,39.76309430665257,-16.851637693849586,20.786121054875956,4.873113469807433,-18.510359510012673,15.117897334183548,-23.057291951183,-30.18597915063844,-21.389002280845823,33.68099752048209,-31.370734201256138,-17.325191700059907,43.089311129864626,-20.735672128499907,-24.785393076678023,8.56047361283588
0.23,0.023023023023023025,1.4505157220683935,9.931256473030212,28.519357117676694,39.76329799449401,-16.852261162594537,20.78669996165376,4.873003261787084,-18.510088916551588,15.118760862034312,-23.05775784681924,-30.186470096559272,-21.3898720914283,33.68130210628634,-31.371462176910057,-17.325736539387755,43.09033459560418,-20.7365802935493,-24.785304150336128,8.561076494201371
