t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41
0.0,0.0,-24.00650175888674,36.4126852143624,-33.37043365148853,-41.18434433288544,6.142971616849063,35.52711680715118,11.381083172778975,7.724308972704186,-16.76719436812258,23.023028552570008,-35.06680184796719,26.630905704654978,13.672179594106186,13.542177168935808,33.64373235496101,28.011356755244105,1.5181812472404048,12.237332454136055,-26.211062423446236,23.341427687050718,-34.20408988551725,30.397338851688694,26.329184188971297,6.621803366910143,-30.475910133236624,-11.879667894991915,-23.91810016597369,20.203900625812537,0.5135056792822245,-12.32022495709382,-35.12895953709806,0.9323299893435804,-32.42372774997663,5.511115424525874,-9.240132072279396,2.569992156161065,11.82442485227939,34.15366056546276,31.23481415156643,-33.878040024224276,-30.90457188908119,-9.154860383291947
0.01,0.001001001001001001,-24.006983487845137,36.41341253110288,-33.3711031141308,-41.185168879018214,6.143092832832355,35.527826176888674,11.381309634319514,7.724461150775619,-16.76753174976907,23.02348610466484,-35.06750389761109,26.63143704868752,13.672450261533147,13.542447356196977,33.64440455797561,28.011916091925084,1.5182101873191178,12.23757614027335,-26.21158668156841,23.34189326855908,-34.20477613231938,30.397944174597157,26.32970978057629,6.621933543578255,-30.47652123791171,-11.87990664286061,-23.918579102765474,20.204303017860575,0.513515850090122,-12.320473242125638,-35.12966455446296,0.9323479330920289,-32.42437819202594,5.511224351492548,-9.240318826077873,2.5700428033422327,11.82466037549928,34.15434282722373,31.235438553277014,-33.8787192316889,-30.905192703500564,-9.155044798813686
0.02,0.002002002002002002,-24.007472758944466,36.414168285463184,-33.371752378447454,-41.18601727305014,6.14320690383159,35.528524646800385,11.381538380833039,7.724619315077777,-16.767881682570586,23.023931751437047,-35.06822482394922,26.631942513220988,13.67272568681898,13.54272445806641,33.64509739392478,28.01248830535401,1.5182546353373074,12.237812075504085,-26.212098605093207,23.34237909538151,-34.2054686946354,30.398563126591167,26.330225566573592,6.622047394001555,-30.477133903177513,-11.880158778019409,-23.91906426723322,20.20471785653133,0.5135201410130293,-12.320726419726839,-35.13037639027274,0.9323849711452832,-32.42500462253019,5.511336496171792,-9.2405349145248,2.570095929489493,11.824910148296334,34.154991111738326,31.236065100022177,-33.879386607424046,-30.90581571602545,-9.155219373812956
0.03,0.003003003003003003,-24.007969614536204,36.4149525132782,-33.37238149741033,-41.186889499999964,6.143313848582079,35.52921223859026,11.381769440828043,7.724783478476773,-16.768244185979842,23.0243654798881,-35.068964623177635,26.632422114036483,13.673005849051224,13.543008460293668,33.64581083627123,28.013073404730378,1.5183145717365945,12.23804024846611,-26.21259819816867,23.34288520103537,-34.20616758038464,30.399195721206443,26.330731564478906,6.622144908946327,-30.477748116466284,-11.880424290475498,-23.919555623490087,20.205145151088544,0.5135185431950037,-12.320984541195081,-35.13109508965369,0.9324411028225339,-32.42560701560704,5.5114518780926804,-9.240780360872224,2.5701515240906017,11.825174161387766,34.155605419147484,31.236693834909943,-33.88004216175385,-30.90644090952368,-9.155384106748492
0.04,0.004004004004004004,-24.008474098336666,36.4157652518093,-33.37299052225486,-41.18778554602679,6.1434136859435995,35.52988897478192,11.382002844222574,7.724953652811544,-16.768619279923136,23.024787276058888,-35.069723291216235,26.632875863969762,13.673290726150862,13.543299348631892,33.64654485691146,28.013671399490956,1.5183899762648883,12.238260649675425,-26.213085462858047,23.343411620853523,-34.206872797073544,30.399841973583285,26.331227790900076,6.622226079587764,-30.478363865472964,-11.880703172061311,-23.920053136446423,20.20558491092381,0.5135110488102705,-12.321247658242603,-35.13182069974787,0.9325163272266751,-32.426185344408644,5.511570518593842,-9.241055189229229,2.5702095769047677,11.825452405719568,34.15618574811499,31.237324801741476,-33.880685904166285,-30.907068267935177,-9.155538995095814
0.05,0.005005005005005005,-24.008986255430013,36.41660653974279,-33.37357950248223,-41.1887053984291,6.143506434902897,35.53055487872483,11.382238622351988,7.725129848892225,-16.76900698480143,23.02519712503074,-35.0705008237004,26.633303772910264,13.673580294874093,13.543597108837034,33.647299426162725,28.014282299313876,1.5184808279740516,12.238473271524377,-26.213560399133478,23.343958391983797,-34.207584351801685,30.400501900472342,26.331714261536117,6.622290897508761,-30.47898113815937,-11.880995416428163,-23.920556771812308,20.206037145553967,0.5134976510694165,-12.321515823003255,-35.1325532697211,0.9326106432365311,-32.42673958111526,5.511692440823765,-9.241359424553767,2.570270077960121,11.82574487247129,34.15673209582436,31.23795804500986,-33.881317843316324,-30.90769777627296,-9.155684035343848
0.06,0.006006006006006006,-24.009506132271337,36.41747641718822,-33.374148485861234,-41.18964904564382,6.143592114576278,35.5312099746007,11.382476807977074,7.725312076498512,-16.7694073214916,23.0255950109265,-35.07129721597221,26.633705847800208,13.673874530813723,13.543901726666851,33.648074512749325,28.014906114122684,1.5185871052172104,12.238678108280087,-26.214023004869446,23.344525553388472,-34.20830225126779,30.40117552024074,26.332190991176073,6.622339354699254,-30.479599922758453,-11.88130101903983,-23.921066496100188,20.20650186461762,0.5134783442254977,-12.321789088039697,-35.1332928507715,0.9327240494986204,-32.42726969692927,5.511817669741384,-9.241693092644,2.570333017551101,11.826051553060932,34.15724445797618,31.23859360989896,-33.88193798702886,-30.908329420624174,-9.155819222991271
0.07,0.007007007007007007,-24.010033776689816,36.418374925676495,-33.37469751842977,-41.19061647724543,6.1436707442122795,35.531854287430136,11.38271743529257,7.725500344377997,-16.76982031134787,23.025980916911642,-35.07211246307116,26.63408209263379,13.6741734084002,13.544213187879667,33.64887008378817,28.015542854090402,1.518708785645708,12.238875156083134,-26.214473275836024,23.34511314584386,-34.209026501775774,30.401862852878597,26.33265799369766,6.6223714435561245,-30.48022020777867,-11.881619977166103,-23.92158227662757,20.206979077870812,0.5134531235800653,-12.322067506350745,-35.13403949613845,0.9328565444184542,-32.42777566206959,5.5119462321169435,-9.242056220129122,2.5703983862357838,11.826372439149976,34.15772282878597,31.23923154228232,-33.88254634230147,-30.908963188151088,-9.155944552542582
0.08,0.008008008008008008,-24.01056923789194,36.419302108157844,-33.37522664449601,-41.19160768394512,6.143742343194425,35.532487843079565,11.382960539936036,7.725694660244485,-16.77024597620342,23.026354825195376,-35.072946559724485,26.63443250845644,13.67447690090227,13.544531478232877,33.64968610477364,28.01619252964358,1.5188458462057062,12.239064412946465,-26.214911205691877,23.345721211939956,-34.20975710924081,30.402563920005875,26.333115282065688,6.622387156883653,-30.48084198200842,-11.88195228987631,-23.922104081519812,20.207468795181804,0.5134219854891093,-12.322351131378865,-35.13479326111208,0.9330081261513686,-32.428257445766334,5.512078156533132,-9.242448834459678,2.5704661748331263,11.826707522648547,34.15816720098247,31.23987188872216,-33.88314291530691,-30.90959906709211,-9.156060017503904
0.09,0.009009009009009009,-24.011112566464792,36.42025800899957,-33.375735906639235,-41.19262265759005,6.143806931044064,35.533110668268385,11.38320615899713,7.725895030776297,-16.77068433837215,23.026716717031817,-35.073799500337046,26.63475709336419,13.674784980427267,13.54485658348124,33.65052253956179,28.016855151466334,1.5189982631344314,12.239245878754566,-26.21533678597707,23.346349796080137,-34.21049407919538,30.403278744879632,26.33356286833031,6.622386487894543,-30.481465234520567,-11.882297958032783,-23.92263187971297,20.207971026525005,0.5133849273689194,-12.322640017017822,-35.135554203043164,0.9331787925928895,-32.428715016255886,5.51221347338649,-9.242870963897378,2.570536374420149,11.827056795720702,34.158577565806375,31.240514696468438,-33.88372771139557,-30.910237046762795,-9.156165610378507
