t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.0,0.0,9.986831109334505,-31.440261532683916,-15.028560086321557,5.3912461804018035,-8.175428326680859,2.1659668759155335,-36.32585379060973,-25.46488268360854,-25.89594904116873,21.886617118641933,-6.818977887564196,-0.16501421254106485,18.811545789252655,15.048129350225654,13.585258682948027,19.719880518348905,26.253432964377634,21.55041081247329,-18.930340629393225,15.528748570459912
0.01,0.001001001001001001,9.98702786937281,-31.440890995784073,-15.028860859385077,5.391352842592432,-8.175594929806682,2.166009882753514,-36.32658221926179,-25.465393647551846,-25.896468477013254,21.887052258512878,-6.819116639065154,-0.16501873796973746,18.811921266771186,15.048429823933416,13.585528112575856,19.720272043929736,26.25395654698146,21.550839689106674,-18.930721754886328,15.529057706002018
0.02,0.002002002002002002,9.987206187894605,-31.441525014667075,-15.029147257536906,5.39146999948046,-8.175759468229714,2.1660525574805227,-36.327300929690445,-25.465916899527084,-25.896970057466255,21.88749144926791,-6.819248862671834,-0.16501868122123856,18.812286850280113,15.048733643194504,13.585798562030947,19.720664917335014,26.25447815917524,21.55125252886331,-18.931111495495482,15.529363593311457
0.03,0.003003003003003003,9.987366067337705,-31.442163554638423,-15.029419293702428,5.391597636292839,-8.17592194455383,2.1660949174898363,-36.32800991647839,-25.466452430696723,-25.897453779530643,21.887934707409,-6.8193745830946115,-0.1650140667368116,18.8126424992222,15.049040827681443,13.586070036315352,19.721059149334742,26.2549977882121,21.551649341366318,-18.93150985535639,15.52966623593476
0.04,0.004004004004004004,9.98750751019867,-31.442806581116074,-15.029676979839765,5.391735738068109,-8.17608236134741,2.1661369791942753,-36.328709174429314,-25.467000231406008,-25.897919640737282,21.88838204913363,-6.81949382474183,-0.16500491953864843,18.8129881740786,15.049351396423779,13.586342540341079,19.721454750454733,26.25551542151726,21.552030136187952,-18.931916838099248,15.52996563746554
0.05,0.005005005005005005,9.987630519032775,-31.443454059636707,-15.029920326941015,5.391884289653306,-8.176240721144493,2.1661787580290697,-36.32939869856454,-25.467560291181236,-25.89836763914442,21.888833490337493,-6.81960661172262,-0.16499126522756916,18.813323836369662,15.049665367810226,13.586616078929396,19.721851730975427,26.256031046688832,21.55239492284742,-18.932332446849834,15.530261801546876
0.06,0.006006006006006006,9.987735096454035,-31.44410595586191,-15.030149345033484,5.392043275700919,-8.176397026445912,2.166220268454613,-36.33007848411979,-25.46813259872804,-25.898797773337115,21.889289046617186,-6.819712967849648,-0.16497312998061825,18.8136494486557,15.049982759590778,13.58689065681016,19.722250100930655,26.25654465149864,21.552743710808805,-18.932756684230572,15.530554731873643
0.07,0.007007007007007007,9.98782124513526,-31.444762235584285,-15.03036404318087,5.392212680665896,-8.176551279720432,2.166261523959101,-36.330748526542024,-25.46871714192971,-25.899210042426656,21.889748733272903,-6.819812916641798,-0.16495054054857763,18.81396497453777,15.050303588878794,13.587166278621158,19.72264987010633,26.257056223892942,21.553076509479055,-18.933189552361583,15.53084443219477
0.08,0.008008008008008008,9.98788896780817,-31.445422864733462,-15.03056442948443,5.392392488802699,-8.176703483405895,2.1663025370610636,-36.33140882148635,-25.46931390784554,-25.899604446050034,21.890212565311128,-6.819906481326789,-0.16492352425339787,18.81427037865843,15.050627872153049,13.587442948907452,19.723051048039075,26.257565751993138,21.553393328206045,-18.933631052861745,15.531130906315441
0.09,0.009009009009009009,9.987938267263544,-31.446087809382032,-15.030750511084117,5.392582684162413,-8.176853639910348,2.1663433193117783,-36.33205936481306,-25.469922882709202,-25.899980984369392,21.890680557447347,-6.81999368484373,-0.16489210898554807,18.814565626702464,15.050955625259759,13.58772067212075,19.72345364401479,26.258073224096428,21.55369417627671,-18.93408118684972,15.53141415809922
