t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
0.0,0.0,-28.070750147871113,-2.51444584990829,-36.127440541550044,32.92473346483515,-32.23263361402178,10.05540773812111,24.647768934485626,20.728664766977403,1.5828304979926335,-26.589108694047297,-26.78380553603302,-36.531216059328955,-21.694726681209325,4.315362781836593,1.142179362261165,-20.239020932900306,-16.443159693433508,-22.116946402583384,-15.362381988679134,7.47350641828078,2.8220187255577014,-4.017884809123119,15.834018856987413,36.959027672407814,-20.65683693472378,-7.495926007684228,12.661217814020077,33.525954562019116,14.052521869491851,34.668448525462736,39.74059044653187,-21.33703905411151,-23.356103239262428,-2.4745570278194777,-16.609909503796228,-37.295012653968946,36.38771065954281,9.162914018078773,31.319645656112876,-5.910322565205504,38.01121502140008,-8.3031400422354,28.133422607466414
0.01,0.001001001001001001,-28.07131217788436,-2.514497468898868,-36.128164403594546,32.925390552815955,-32.23327858566743,10.055606455132985,24.648260823142834,20.729078057434442,1.5828596112933342,-26.589642836208935,-26.78434356078987,-36.53194935023877,-21.695163326171453,4.315447871301785,1.1422009787109952,-20.239428651148458,-16.443491037921888,-22.11739006845241,-15.362690479382218,7.473654607106103,2.8220741663152222,-4.01796787320456,15.834334489141678,36.95976554855108,-20.657251414836253,-7.496079061784744,12.661468827397595,33.526625045962625,14.05280121546131,34.66914125045434,39.74138255541245,-21.33746855037711,-23.356573160423824,-2.4746073421184267,-16.610244664013194,-37.29576048420949,36.38843582563647,9.163094182917018,31.320269296961325,-5.910442950948815,38.01197395014672,-8.303308058451305,28.13398261580387
0.02,0.002002002002002002,-28.07186658400822,-2.5145843158388548,-36.12889129988807,32.92605085139326,-32.23390763084872,10.055806651573702,24.648738213064973,20.729510611280745,1.5828863616726347,-26.590175001287463,-26.784888468970493,-36.53268017452929,-21.695582468949926,4.315511227083332,1.1422136008164638,-20.239865544931874,-16.443811004882,-22.117816005325658,-15.36298843579365,7.473820491338199,2.822137488346032,-4.018054282498099,15.834632857044609,36.960482929688816,-20.657701093463807,-7.496225952413623,12.661717508541697,33.5272939887658,14.053085160558789,34.66986699389794,39.74219997421771,-21.33790547611436,-23.35705133774149,-2.4746430977065748,-16.610594724556556,-37.296499834608376,36.38913998957234,9.163277442182402,31.32091009715693,-5.910583142392289,38.01273122995328,-8.303469947515092,28.13456457648804
0.03,0.003003003003003003,-28.07241338207699,-2.5147064080928443,-36.1296212283861,32.92671426682426,-32.23452074191975,10.056008310731974,24.649201123435265,20.72996240589452,1.58291075523814,-26.590705215079627,-26.78544024943749,-36.5334085080577,-21.695984084630357,4.315552868597822,1.1422172192073732,-20.240331610468377,-16.44411959039935,-22.118224201442384,-15.36327591145724,7.474004076406468,2.822208700163264,-4.018144013157786,15.83491397229529,36.96117978674045,-20.65818599918284,-7.496366680621478,12.66196388175594,33.527961440411545,14.053373723502167,34.67062572304887,39.74304269867404,-21.338349838806565,-23.357537751960873,-2.4746642851373375,-16.610959669899653,-37.297230716965636,36.38982319861755,9.163463797746289,31.32156803447468,-5.910743124724494,38.01348689411085,-8.303625728531447,28.135168482932777
0.04,0.004004004004004004,-28.072952587096008,-2.5148637606735065,-36.130354185222856,32.92738070508144,-32.23511791192081,10.056211417138432,24.64964957189747,20.730433420078196,1.5829327998073015,-26.59123350418407,-26.785998891183937,-36.53413432629097,-21.696368150667105,4.315572815100929,1.1422118252378919,-20.240826844334208,-16.444416789606592,-22.118614646192604,-15.363552960461838,7.4742053678813285,2.8222878120322017,-4.018237039270094,15.835177849311275,36.96185608783675,-20.658706162747187,-7.496501248692294,12.662207972201479,33.52862745072976,14.053666924941115,34.67141740242788,39.7439107252642,-21.338801646946642,-23.35803238277955,-2.474670897772657,-16.611339482475664,-37.297953143245586,36.390485497619714,9.163653252657008,31.32224308499,-5.9109228827301035,38.01424097386484,-8.303775421226469,28.135794329994752
0.05,0.005005005005005005,-28.073484213242327,-2.515056386232837,-36.13109016471651,32.92805007186249,-32.23569913458103,10.05641595656957,24.650083574551118,20.730923634056904,1.5829525049053796,-26.591759895994354,-26.786564383330866,-36.534857604309764,-21.696734646883105,4.315571085687428,1.1421974109859223,-20.2413512434488,-16.444702596681008,-22.118987330118372,-15.363819637435585,7.474424371474118,2.8223748359734713,-4.018333332860733,15.835424505324632,36.96251179831868,-20.659261617081654,-7.496629660141696,12.66244980589447,33.52929206939867,14.053964787458352,34.672241993803404,39.7448040512126,-21.339260910033662,-23.358535208848465,-2.4746629317844073,-16.611734142678838,-37.29866712557783,36.391126929007015,9.163845811139169,31.322935223083537,-5.911122400791946,38.014993498423685,-8.303919045949494,28.13644211396589
0.06,0.006006006006006006,-28.074008273865648,-2.5152842950522416,-36.13182915937429,32.928722272600666,-32.236264404321645,10.056621916051311,24.650503145946715,20.731433029476534,1.5829698817634765,-26.592284418692074,-26.787136715124667,-36.535578316812355,-21.697083555469675,4.315547699291348,1.142173969252532,-20.241904805058613,-16.44497700484222,-22.11934224491528,-15.364075997540251,7.474661093037209,2.822469785766532,-4.018432863901922,15.83565396037762,36.96314688073622,-20.659852397274733,-7.49675191971518,12.662689409703155,33.529955345946256,14.054267335571135,34.67309945617333,39.74572267447008,-21.339727638569048,-23.359046207773112,-2.4746403861561226,-16.612143628865486,-37.29937267625798,36.391747532787925,9.164041478592882,31.32364442144607,-5.911341662893114,38.015744494967386,-8.304056623674994,28.13711183256547
0.07,0.007007007007007007,-28.07452478148942,-2.515547495031459,-36.132571159897516,32.929397212475614,-32.2368137162597,10.056829283862204,24.65090829908092,20.73196158940143,1.5829849433166394,-26.59280710124011,-26.787715875934413,-36.5362964381185,-21.69741486098628,4.31550267468624,1.142141493561449,-20.242487526720005,-16.44524000635018,-22.119679383434146,-15.364322096465674,7.474915538564357,2.8225726769534667,-4.018535600320107,15.835866237318037,36.96376129484705,-20.66047854057047,-7.496868033386292,12.662926811344642,33.53061732975172,14.054574595732964,34.673989745746205,39.74666659369836,-21.340201844052476,-23.359565356114683,-2.4746032626850374,-16.61256791735476,-37.300069807748095,36.392347346550615,9.164240261592907,31.324370651083544,-5.911580652619137,38.016493988655974,-8.304188176004525,28.137803484931823
0.08,0.008008008008008008,-28.0750337478122,-2.515845991676313,-36.133316155186485,32.93007479642464,-32.23734706621242,10.057038049536256,24.651299045391706,20.732509298311694,1.5829977042020316,-26.593327973375967,-26.788301855249124,-36.53701194217339,-21.697728550360303,4.315436030485567,1.1420999781586205,-20.243099406281154,-16.44549159250342,-22.11999873968292,-15.364557990424272,7.475187714191266,2.822683526843065,-4.018641508004132,15.836061361794183,36.96435499761515,-20.661140086359474,-7.496978008354784,12.663162039381374,33.53127807004702,14.054886596335514,34.67491281592196,39.74763580825397,-21.340683538977455,-23.36009262939114,-2.474551565984449,-16.613006982429173,-37.30075853267687,36.39292640546203,9.164442167887685,31.325113881322235,-5.911839353160219,38.01724200263792,-8.30431372516872,28.13851707161369
0.09,0.009009009009009009,-28.075535183709217,-2.5161797880853016,-36.13406413234527,32.93075492915444,-32.23786445070214,10.057248203865406,24.65167539475347,20.733076142100103,1.583008180757171,-26.593847065605253,-26.788894642674943,-36.53772480255164,-21.698024612886737,4.315347785143205,1.1420494180118326,-20.243740441863036,-16.445731753637578,-22.120300308828778,-15.364783736145654,7.475477626196378,2.822802354515208,-4.018750550813867,15.836239362249481,36.96492794320922,-20.661837076169082,-7.4970818530447225,12.663395123217303,33.53193761591846,14.05520336771078,34.67586861727212,39.74863031817188,-21.34117273682657,-23.36062800207826,-2.474485303486387,-16.613460796334916,-37.30143886383959,36.39348474226664,9.164647206398291,31.325874079814024,-5.912117747313535,38.017988558058434,-8.304433294029344,28.13925259456118
