t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0.0,0.0,26.59238177208936,27.89703681503182,15.79442883351051,3.449929726850222,-23.695469048575514,17.814894934925572,4.068020637503295,23.078845481305073,-34.55036965290738,5.31333882634284,-33.3956386594966,23.10043874573288,-42.335970756381215,-11.622221179681947
0.01,0.001001001001001001,26.592911194821017,27.897593022199676,15.7947420119918,3.449997704550737,-23.695944891405226,17.815248519215736,4.068099743970136,23.079304121024318,-34.55106327414903,5.313443451194448,-33.3963095687826,23.10089897763166,-42.33681787278232,-11.622456663231434
0.02,0.002002002002002002,26.593429641426777,27.89817494421393,15.795047623202246,3.4500708641344526,-23.696411687942184,17.81559276209086,4.068185907375327,23.079744157687983,-34.551744381689325,5.313543617303354,-33.39699065248928,23.101350195393348,-42.337671449785276,-11.622675064673292
0.03,0.003003003003003003,26.593937101862803,27.898782572204865,15.795345674011227,3.4501492207186613,-23.696869442816915,17.815927655038678,4.068279119619358,23.080165579382612,-34.55241295153658,5.31363932758273,-33.39768190387531,23.101792386567304,-42.33853147767441,-11.622876384836102
0.04,0.004004004004004004,26.594433566787064,27.899415898351815,15.795636170809372,3.450232788568035,-23.69731816061831,17.816253188942593,4.068379370783987,23.080568375608557,-34.55306895915651,5.313730583707756,-33.398383316406836,23.102225539478244,-42.339397946185855,-11.623060624420978
0.05,0.005005005005005005,26.59491902755844,27.900074915875848,15.795919119507627,3.450321581094431,-23.697757845893726,17.81656935408189,4.0684866491336,23.080952537280858,-34.55371237947137,5.313817386115924,-33.39909488375226,23.102649643226467,-42.34027084450674,-11.623227784002053
0.06,0.006006006006006006,26.595393476235905,27.900759619031934,15.79619452553637,3.4504156108567416,-23.69818850314908,17.816876140131992,4.068600941116986,23.081318056730233,-34.554343186859136,5.313899734007207,-33.39981659977692,23.103064687687922,-42.34115016127424,-11.623377864026976
0.07,0.007007007007007007,26.595856905577794,27.901470003100584,15.796462393844578,3.450514889560787,-23.698610136848895,17.817173536164727,4.068722231369491,23.081664927704203,-34.55496135515274,5.31397762534412,-33.400548458537706,23.103470663514123,-42.34203588457471,-11.623510864817417
0.08,0.008008008008008008,26.596309309041153,27.902206064378984,15.796722728899049,3.450619428059248,-23.699022751416372,17.817461530648586,4.068850502715571,23.08199314536835,-34.55556685763932,5.314051056851657,-33.40129045427759,23.103867562131892,-42.342928001942695,-11.623626786569577
0.09,0.009009009009009009,26.59675068078118,27.902967800171584,15.796975534683659,3.450729236351642,-23.699426351233413,17.81774011144902,4.068985736171735,23.082302706307686,-34.55615966705948,5.314120024017108,-33.40204258142009,23.104255375742966,-42.34382650035994,-11.623725629354716
0.1,0.01001001001001001,26.59718101565073,27.903755208780197,15.797220814698687,3.450844323584337,-23.699820940640645,17.818009265828724,4.069127910949881,23.08259360852815,-34.55673975560665,5.314184521089767,-33.40280483456359,23.10463409732343,-42.344731366254386,-11.623807393119687
0.11,0.011011011011011011,26.597600309199926,27.904568289493543,15.797458571960176,3.4509646980506052,-23.700206523937425,17.818268980447968,4.069277004461021,23.082865851458244,-34.55730709492638,5.314244541080515,-33.403577208475674,23.105003720623017,-42.34564258549912,-11.623872077687478
0.12,0.012012012012012012,26.59800855767585,27.905407042576304,15.797688808999348,3.4510903671907167,-23.700583105381824,17.818519241364918,4.069432992319404,23.08311943595079,-34.55786165611575,5.3143000757612935,-33.4043596980873,23.105364240164228,-42.34656014341127,-11.623919682757775
0.13,0.013013013013013013,26.598405758022306,27.90627146925761,15.79791152786207,3.451221337592071,-23.700950689190602,17.81876003403599,4.069595848347016,23.08335436428481,-34.55840340972278,5.314351115664464,-33.405152298486904,23.105715651241322,-42.347484024750905,-11.623950207907527
0.14,0.014014014014014014,26.59879190787968,27.907161571719033,15.798126730108361,3.451357614989366,-23.701309279539156,17.818991343316217,4.069765544578483,23.083570640167537,-34.558932325745864,5.314397650082056,-33.40595500491447,23.10605794991914,-42.34841421371991,-11.62396365259153
0.15,0.015015015015015015,26.59916700558488,27.908077353082028,15.798334416811956,3.4514992042648047,-23.701658880561467,17.81921315345965,4.069942051266356,23.083768268736556,-34.55944837363325,5.3144396670649,-33.40676781275543,23.10639113303178,-42.349350693960794,-11.623960016143023
0.16,0.016016016016016016,26.599531050171382,27.909018817394852,15.798534588559916,3.451646109448339,-23.70199949635001,17.81942544811976,4.070125336886785,23.08394725656206,-34.55995152228257,5.3144771534216595,-33.40759071753459,23.10671519818112,-42.35029344855547,-11.623939297774287
0.17,0.017017017017017015,26.599884041369318,27.909985969618933,15.798727245452278,3.451798333717951,-23.702331130955667,17.81962821034989,4.070315368145588,23.08410761164924,-34.56044174004034,5.314510094717744,-33.40842371490982,23.107030143735187,-42.35124246002408,-11.623901496577275
0.18,0.018018018018018018,26.6002259796057,27.91097881561473,15.798912387101772,3.4519558793999714,-23.702653788387607,17.819821422603724,4.070512109984693,23.084249343440813,-34.5609189947016,5.31453847527413,-33.409266800665826,23.10733596882639,-42.3521977103237,-11.62384661152424
