t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.0,0.0,-29.546401161900512,-41.09788188352175,23.34067148252336,12.2374373393352,-11.588966375265986,7.0678193174731865,-5.355739445291633,12.495996595877815,-5.861332530491396,-2.57675609444923,23.07442094705744,-30.98557164110587,28.251390795957406,4.51246087150485,17.08198002454418
0.01,0.001001001001001001,-29.54699301643124,-41.098705598377194,23.3411379838665,12.237681747222046,-11.589198864946328,7.067958315199748,-5.355849119996079,12.496244590036024,-5.8614509736169325,-2.57680962244465,23.074881767267172,-30.986191375886204,28.25195449230517,4.512548339295511,17.082319578753523
0.02,0.002002002002002002,-29.54760365257085,-41.09953064123841,23.341617598534853,12.237922162657219,-11.589439039059773,7.068094669169162,-5.355961833189939,12.49650632645309,-5.861584826324509,-2.576856125526976,23.075353135470007,-30.986825427178545,28.252521684853665,4.512643047590775,17.082671162607294
0.03,0.003003003003003003,-29.548233062141716,-41.100357038409705,23.342110356562948,12.238158577522775,-11.589686919928418,7.068228363291861,-5.356077606088919,12.496781803002206,-5.861734115714462,-2.576895592671341,23.07583506553863,-30.987473789467227,28.25309238594836,4.512745022142782,17.083034792659287
0.04,0.004004004004004004,-29.548881236705256,-41.1011848166024,23.342616289400294,12.238390983026628,-11.589942531537943,7.068359381149366,-5.356196461161083,12.497071017226816,-5.861898870565019,-2.576928011061804,23.07632757226044,-30.98813645752033,28.253666607841684,4.512854290017837,17.08341048647783
0.05,0.005005005005005005,-29.54954816756109,-41.10201400293692,23.343135429915495,12.238619369700059,-11.590205899541278,7.068487705992547,-5.356318422130821,12.497373966338767,-5.862079121331968,-2.576953366087484,23.07683067133944,-30.988813426388862,28.254244362694344,4.512970879598388,17.083798262646436
0.06,0.006006006006006006,-29.550233845746202,-41.102844624944815,23.343667812400607,12.238843727395098,-11.59047705126262,7.0686133207397965,-5.3564435139831295,12.497690647216364,-5.862274900148394,-2.5769716413382255,23.07734437939829,-30.989504691406044,28.254825662576675,4.51309482058513,17.084198140764528
0.07,0.007007007007007007,-29.550938262034112,-41.103676710570845,23.34421347257576,12.239064045281754,-11.590756015701773,7.068736207975121,-5.356571762968226,12.498021056402326,-5.862486240824479,-2.576982818599801,23.077868713980507,-30.9902102481867,28.25541051947002,4.513226143999259,17.084610141448252
0.08,0.008008008008008008,-29.551661406934034,-41.104510288174986,23.344772447594053,12.239280311845116,-11.591042823538823,7.068856349946159,-5.356703196606487,12.498365190101639,-5.862713178847359,-2.5769868778486456,23.078403693552815,-30.990930092626744,28.255998945268164,4.5133648821848515,17.08503428633134
0.09,0.009009009009009009,-29.55240327069004,-41.10534538653447,23.34534477604671,12.239492514882306,-11.591337507139146,7.068973728562111,-5.356837843693712,12.498723044179322,-5.862955751381035,-2.576983797246125,23.078949337507655,-30.99166422090276,28.256590951778797,4.513511068811379,17.085470598066067
