t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0.0,0.0,27.54691104260886,-27.18679528492785,-8.39153235740106,29.275465068430332,-41.97473943339935,3.2308105732812304,30.619407301241647,-25.884794808538633,-0.8580880451316452,27.494561865430573,-33.42955208118034,-2.846340876445976,14.932502844801451,8.574531947030216
0.01,0.001001001001001001,27.547459530642563,-27.18734039813677,-8.391702460881096,29.276047505287035,-41.97558061992269,3.230873615176329,30.62001946303236,-25.885313347760732,-0.85810677731974,27.495109622803916,-33.43022319724261,-2.8463990000253703,14.932801287713204,8.57470253243306
0.02,0.002002002002002002,27.548021669090954,-27.187895306677902,-8.391889494602008,29.2766311086429,-41.976407310834,3.2309441233247123,30.620621946598156,-25.88584066488583,-0.8581336856794688,27.49567544843788,-33.430911879202796,-2.8464673642798632,14.933118725450797,8.574880440415932
0.03,0.003003003003003003,27.54859744565076,-27.18845999576515,-8.392093442543109,29.27721584036586,-41.977219463081575,3.2310221056956947,30.621214747909328,-25.886376779723935,-0.8581687839373059,27.49625933672146,-33.43161813088253,-2.846545954959053,14.933455161573237,8.575065668775785
0.04,0.004004004004004004,27.549186848802467,-27.189034450684566,-8.392314288355411,29.277801661451985,-41.978017033263484,3.23110757057562,30.621797862899147,-25.886921713055674,-0.8582120862795649,27.49686128147872,-33.4323419567896,-2.8466347567597587,14.933810599298216,8.57525821648137
0.05,0.005005005005005005,27.54978986780935,-27.189618656795545,-8.392552015359252,29.27838853202975,-41.97879997762957,3.2312005265677333,30.622371287464752,-25.887475486632134,-0.858263607353652,27.497481275961952,-33.43308336211338,-2.8467337533219523,14.934185041498084,8.575458083673334
0.06,0.006006006006006006,27.550406492716235,-27.19021259953206,-8.392806606541614,29.27897641136439,-41.97956825208351,3.231300982592063,30.622935017468038,-25.888038123174777,-0.8583233622694566,27.49811931284483,-33.43384235272008,-2.846842927224488,14.934578490695626,8.575665271664276
0.07,0.007007007007007007,27.55103671434801,-27.190816264403956,-8.393078044553175,29.27956525786238,-41.98032181218483,3.2314089478853076,30.623489048736555,-25.888609646375393,-0.8583913666008788,27.4987753842154,-33.43461893514762,-2.8469622599806392,14.93499094905961,8.575879782938706
0.08,0.008008008008008008,27.551680524307855,-27.191429636998308,-8.393366311705073,29.280155029076017,-41.98106061315103,3.2315244320007346,30.62403337706442,-25.88919008089613,-0.8584676363874947,27.49944948156904,-33.43541311660021,-2.8470917320334395,14.935422418400126,8.576101621152965
0.09,0.009009009009009009,27.552337914975208,-27.192052702980813,-8.393671389965377,29.2807456817081,-41.98178460985961,3.2316474448080834,30.62456799821323,-25.889779452369574,-0.8585521881363589,27.500141595801313,-33.43622490494266,-2.847231322750834,14.935872900163712,8.576330791135051
0.1,0.01001001001001001,27.55300887950348,-27.19268544809727,-8.393993260955282,29.281337171616723,-41.982493756850225,3.2317779964934776,30.625092907912993,-25.890377787398872,-0.8586450388239449,27.500851717200714,-33.43705430869435,-2.847381010420643,14.936342395428273,8.576567298884394
0.11,0.011011011011011011,27.553693411817502,-27.193327858175067,-8.394331905945021,29.28192945382017,-41.98318800832683,3.2319160975593424,30.625608101863058,-25.890985113557946,-0.8587462058982231,27.501579835441376,-33.437901337022886,-2.847540772245342,14.93683090489778,8.576811151571546
0.12,0.012012012012012012,27.55439150661069,-27.19397991912476,-8.394687305849487,29.28252248250191,-41.983867318159795,3.2320617588243272,30.626113575733065,-25.891601459391715,-0.8588557072808769,27.502325939575666,-33.43876599973749,-2.847710584336658,14.937338428896773,8.577062357537816
0.13,0.013013013013013013,27.555103159341957,-27.194641616941688,-8.395059441223578,29.283116211015717,-41.98453163988815,3.2322149914232354,30.626609325163898,-25.89222685441641,-0.8589735613696567,27.503090018026707,-33.43964830728205,-2.8478904217099936,14.93786496736465,8.577320926294822
0.14,0.014014014014014014,27.555828366232383,-27.195312937707616,-8.395448292257258,29.283710591890863,-41.98518092672175,3.232375806806956,30.627095345768637,-25.892861329119913,-0.8590997870408732,27.503872058580832,-33.440548270727845,-2.8480802582786717,14.938410519849752,8.577586868523973
0.15,0.015015015015015015,27.556567124261562,-27.195993867592463,-8.395853838770334,29.284305576837443,-41.98581513154357,3.2325442167424003,30.627571633133538,-25.893504914962158,-0.8592344036520279,27.50467204837995,-33.441465901765994,-2.8482800668480146,14.938975085503245,8.57786019607588
0.16,0.016016016016016016,27.55731943116374,-27.19668439285605,-8.396276060206949,29.284901116751804,-41.98643420691191,3.232720233312441,30.628038182819004,-25.89415764437557,-0.8593774310445833,27.50548997391384,-33.44240121269955,-2.848489819109254,14.9395586630728,8.5781409219697
0.17,0.017017017017017015,27.558085285423658,-27.1973844998499,-8.396714935629804,29.28549716172206,-41.98703810506278,3.2329038689158547,30.628494990360565,-25.894819550765572,-0.8595288895468718,27.506325821012382,-33.44335421643531,-2.8487094856332824,14.940161250896079,8.57842906039239
0.18,0.018018018018018018,27.558864686272138,-27.198094175019087,-8.397170443714087,29.28609366103372,-41.9876267779122,3.2330951362672655,30.628942051269878,-25.8954906685111,-0.8596887999771433,27.507179574837707,-33.44432492647529,-2.8489390358642432,14.940782846894011,8.5787246266979
0.19,0.01901901901901902,27.559657633681397,-27.19881340490412,-8.397642562741124,29.286690563175448,-41.98820017705858,3.233294048397089,30.62937936103572,-25.896171032965213,-0.8598571836467526,27.508051219876272,-33.44531335690787,-2.8491784381129714,14.941423448563885,8.579027637406286
0.2,0.02002002002002002,27.560464128360113,-27.19954217614287,-8.398131270591758,29.287287815844866,-41.98875825378516,3.233500618651475,30.62980691512501,-25.89686068045569,-0.8600340623634858,27.50894073993089,-33.44631952239863,-2.8494276595502837,14.94208305297224,8.579338110202748
0.21,0.02102102102102102,27.561284171748195,-27.200280475472542,-8.398636544739436,29.287885365954537,-41.989300959062426,3.233714860692255,30.630224708983803,-25.897559648285696,-0.8602194584350268,27.509848118112664,-33.44734343818089,-2.8496866662001255,14.942761656747573,8.579656063936582
