t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0.0,0.0,-1.4007867689438234,24.61943136978708,13.117619214813383,6.56804488319597,1.1380773157349844,25.037021606162728,-28.889858842731336,9.4128919750492,-18.852418668520425,8.678414955562994,16.71367676119699,-5.662540445849269,-35.57256821780579,-13.60720372235798
0.01,0.001001001001001001,-1.400815060005244,24.619921506396654,13.117878976141425,6.568173532762513,1.1380997906723491,25.037519451651118,-28.890438174244625,9.413078940453557,-18.852798246923353,8.678585663312049,16.714008676710414,-5.662653845526218,-35.57328152851789,-13.607478267588036
0.02,0.002002002002002002,-1.4008531963267545,24.620425593409657,13.11813900567851,6.5683054784467645,1.1381254776939027,25.03804044311645,-28.89104256206185,9.413285103981337,-18.853174452806755,8.678746568765227,16.7143320744524,-5.662782734180311,-35.57401116262914,-13.607734222244723
0.03,0.003003003003003003,-1.400901178791465,24.620943610065968,13.118399288691965,6.568440715317809,1.138154373357818,25.03858458887858,-28.891672010735068,9.413510461467427,-18.853547250979044,8.678897673099113,16.714646953190208,-5.662927093532285,-35.57475712695409,-13.60797158778222
0.04,0.004004004004004004,-1.4009590084378594,24.621475534932095,13.118659810609003,6.568579237911963,1.1381864738493768,25.039151896963737,-28.892326525434708,9.413755008345966,-18.85391660557885,8.679038977527368,16.714953312128433,-5.663086903080351,-35.575519428647205,-13.608190365794256
0.05,0.005005005005005005,-1.4010266864588332,24.62202134590126,13.118920557018718,6.568721040233545,1.1382217749780978,25.039742375097433,-28.893006111947987,9.414018739649208,-18.854282480077995,8.679170483300757,16.7152511509087,-5.663262140098201,-35.57629807519673,-13.608390558013259
0.06,0.006006006006006006,-1.4011042142006025,24.62258102019349,13.119181513674084,6.568866115755775,1.138260272174784,25.0403560306971,-28.893710776677246,9.414301650006168,-18.85464483728455,8.67929219170718,16.715540469609383,-5.663452779632836,-35.57709307441832,-13.6085721663097
0.07,0.007007007007007007,-1.401191593161487,24.623154534355717,13.119442666493947,6.5690144574217655,1.1383019604884856,25.040992870864414,-28.894440526638174,9.414603733641059,-18.855003639345924,8.67940410407167,16.715821268745447,-5.663658794502208,-35.577904434448364,-13.608735192691636
0.08,0.008008008008008008,-1.4012888249905673,24.623741864261902,13.119704001565013,6.569166057645651,1.13834683458338,25.041652902377308,-28.895195369457912,9.414924984371526,-18.855358847752022,8.679506221756377,16.716093549268322,-5.663880155292701,-35.578732163737136,-13.608879639304428
0.09,0.009009009009009009,-1.4013959114862145,24.62434298511317,13.119965505143826,6.569320908313816,1.1383948887355737,25.042336131681697,-28.89597531337305,9.415265395606678,-18.85571042333847,8.679598546160525,16.716357312565883,-5.664116830356438,-35.57957627104163,-13.609005508430661
0.1,0.01001001001001001,-1.401512854594494,24.624957871437946,13.120227163658745,6.569479000786246,1.1384461168298206,25.043042564882914,-28.896780367227503,9.415624960344903,-18.85605832628987,8.679681078720362,16.716612560462504,-5.664368785808425,-35.58043676541819,-13.609112802490255
0.11,0.011011011011011011,-1.4016396564074414,24.62558649709214,13.12048896371191,6.569640325897988,1.138500512356163,25.043772207736808,-28.897610540470282,9.416003671171486,-18.85640251614316,8.679753820909077,16.71685929521917,-5.6646359855235495,-35.58131365621485,-13.609201524040754
0.12,0.012012012012012012,-1.4017763191612138,24.626228835259326,13.120750892081201,6.569804873960739,1.1385580684064933,25.04452506564058,-28.89846584315314,9.416401520256018,-18.856742951790995,8.679816774236706,16.71709751953367,-5.664918391133417,-35.58220695306345,-13.609271675777814
0.13,0.013013013013013013,-1.4019228452341128,24.626884858450957,13.121012935722188,6.569972634764539,1.138618777671039,25.0453011436233,-28.899346285928097,9.416818499349608,-18.85707959148522,8.679869940250008,16.717327236540886,-5.665215962023058,-35.583116665871465,-13.609323260535861
0.14,0.014014014014014014,-1.4020792371444821,24.627554538506615,13.121275081770078,6.5701435975795865,1.138682632434769,25.0461004463361,-28.90025188004485,9.41725459978188,-18.857412392840384,8.679913320532325,16.71754844981312,-5.66552865532749,-35.584042804813606,-13.609356281288953
0.15,0.015015015015015015,-1.4022454975484777,24.628237846594267,13.121537317541641,6.570317751158177,1.1387496245737263,25.046922978042133,-28.901182637348043,9.417709812457787,-18.85774131283734,8.679946916703424,16.717761163360525,-5.665856425928156,-35.58498538032314,-13.60937074115181
0.16,0.016016016016016016,-1.4024216292377123,24.628934753210576,13.121799630537144,6.570495083736749,1.138819745551285,25.047768742606145,-28.902138570274438,9.418184127854197,-18.858066307826906,8.679970730419301,16.717965381631597,-5.666199226449241,-35.58594440308295,-13.60936664338103
0.17,0.017017017017017015,-1.4026076351367736,24.629645228181225,13.122062008442251,6.570675583038061,1.1388929864143331,25.048637743483816,-28.90311969184993,9.418677536016304,-18.858387333533578,8.679984763371982,16.718161109513737,-5.6665570072538864,-35.58691988401634,-13.609343991376486
0.18,0.018018018018018018,-1.4028035183006147,24.630369240661302,13.122324439129937,6.570859236273478,1.1389693377893846,25.049529983710773,-28.904126015686458,9.419190026553828,-18.858704345059348,8.679989017289287,16.718348352333898,-5.6669297164402845,-35.58791183427757,-13.609302788682902
0.19,0.01901901901901902,-1.4030092819118196,24.6311067591357,13.122586910662367,6.571046030145384,1.1390487898786172,25.050445465891304,-28.90515755597875,9.419721588637014,-18.85901729688756,8.679983493934579,16.718527115859292,-5.667317299837693,-35.58892026524212,-13.6092430389916
0.2,0.02002002002002002,-1.4032249292777421,24.631857751419577,13.122849411292782,6.571235950849718,1.1391313324558416,25.051384192186777,-28.906214327500976,9.420272210992442,-18.859326142886854,8.679968195106476,16.718697406298165,-5.667719701002359,-35.589945188496706,-13.609164746142431
0.21,0.02102102102102102,-1.4034504638275174,24.632622184658842,13.12311192946736,6.571428984078622,1.1392169548624005,25.052346164303767,-28.907296345603225,9.420841881898635,-18.85963083631518,8.679943122638555,16.718859230300662,-5.668136861213372,-35.590986615828974,-13.609067914125864
0.22,0.022022022022022022,-1.403685889108949,24.63340002533072,13.12337445382707,6.571625115023224,1.1393056460029996,25.053331383481883,-28.90840362620786,9.421430589181478,-18.859931329823894,8.67990827839902,16.71901259495974,-5.668568719468446,-35.59204455921701,-13.608952547085263
0.23,0.023023023023023025,-1.4039312087852682,24.634191239244338,13.12363697320951,6.571824328376531,1.1393973943414712,25.054339850481302,-28.909536185805738,9.422038320209435,-18.860227575461927,8.679863664290346,16.719157507812163,-5.669015212479653,-35.593119030818485,-13.608818649319316
0.24,0.024024024024024024,-1.4041864266317678,24.63499579154139,13.123899476650726,6.572026608336456,1.1394921878964726,25.055371565570002,-28.910694041452256,9.422665061888582,-18.860519524680026,8.679809282248897,16.71929397683957,-5.66947627466911,-35.59421004295959,-13.608666225284642
0.25,0.025025025025025023,-1.4044515465323104,24.635813646696835,13.124161953387024,6.572231938608965,1.139590014237119,25.05642652851072,-28.911877210763283,9.423310800657447,-18.860807128335093,8.67974513424452,16.71942201046959,-5.669951838164632,-35.595317608123636,-13.608495279598555
0.26,0.026026026026026026,-1.4047265724757099,24.636644768519684,13.124424392856762,6.572440302411349,1.1396908604785536,25.0575047385476,-28.913085711910917,9.423975522481657,-18.86109033669459,8.67967122228011,16.71954161757704,-5.670441832795371,-35.59644173893946,-13.60830581704199
0.27,0.02702702702702703,-1.4050115085519874,24.637489120153823,13.124686784702122,6.5726516824756205,1.139794713277456,25.058606194392564,-28.914319563619095,9.424659212848406,-18.86136909944104,8.679587548391144,16.719652807485193,-5.670946186087436,-35.59758244816947,-13.608097842562588
0.28,0.028028028028028028,-1.4053063589485018,24.638346664078938,13.124949118770877,6.572866061052041,1.1399015588274883,25.05973089421139,-28.91557878515905,9.425361856760725,-18.861643365676585,8.679494114645193,16.719755589967093,-5.671464823259526,-35.598739748697426,-13.607871361277942
0.29,0.029029029029029027,-1.4056111279459538,24.639217362111477,13.125211385118122,6.573083419912771,1.1400113828546843,25.06087883560952,-28.916863396344592,9.42608343873158,-18.861913083927686,8.679390923141401,16.719849975246944,-5.6719976672185695,-35.599913653516,-13.607626378478987
0.3,0.03003003003003003,-1.4059258199142657,24.640101175405714,13.125473574008005,6.573303740355649,1.1401241706127787,25.06205001561755,-28.918173417527253,9.426823942777775,-18.862178202149856,8.679277976009933,16.719935974001572,-5.6725446385554,-35.60110417571394,-13.607362899633543
