t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.0,0.0,30.196065857412517,-27.735612483849238,-37.46563050106707,-22.015879898871557,-40.83604953248859,33.74346904432958,22.810656282374232,15.279752950572732,-29.468011848932527,19.618116776854368,-10.587285140594137,34.63926382784689,-24.185759916811225,1.8364938566955324,32.90809295525638,-23.96337351349733,25.86337755078264,-11.960784008976352,21.010087774751316,2.458848086689835,-10.38079489407031
0.01,0.001001001001001001,30.196668822000234,-27.736169305614503,-37.466381133581095,-22.01632322376674,-40.83686912690732,33.74414240300035,22.81111023456757,15.2800573977967,-29.468601388986706,19.618508452170833,-10.5874978818372,34.63995370504349,-24.186245543744622,1.8365280297695397,32.9087485430699,-23.963853537211982,25.863893029206363,-11.961025213157223,21.010507960358787,2.4588952561766177,-10.381004253945301
0.02,0.002002002002002002,30.19723543557189,-27.736743394385538,-37.4670957013003,-22.01677544767922,-40.83772343133543,33.744828037828874,22.811563128067018,15.280345730452268,-29.469176225476033,19.618922834856072,-10.587703302458992,34.640630184143774,-24.186705787140898,1.8365806030776544,32.90940181803644,-23.964324071485628,25.864419712209465,-11.961260752792429,21.01092575091872,2.4589397037524625,-10.38124160045248
0.03,0.003003003003003003,30.19776574392315,-27.73733477424979,-37.467774183093,-22.017236559832853,-40.838612445539226,33.74552594600769,22.81201496360966,15.280617943712926,-29.469736362791213,19.61935997057776,-10.587901402855753,34.64129324246988,-24.18714061941944,1.836651558757108,32.91005272522879,-23.964785092335983,25.86495757379789,-11.961490617670718,21.01134111493252,2.45898141676773,-10.381506917589435
0.04,0.004004004004004004,30.198259787500163,-27.737943471061456,-37.46841655680004,-22.017706551026734,-40.83953616950884,33.74623612565766,22.812465741431325,15.28087403342449,-29.470281804479274,19.61981990886298,-10.588092184179994,34.64194285652574,-24.18755001478847,1.8367408798993992,32.91070121105653,-23.965236576258665,25.865506589088252,-11.961714796588321,21.011754020294674,2.4590203839074976,-10.381800188549233
0.05,0.005005005005005005,30.19871760140381,-27.738569512442076,-37.46902279922561,-22.018185413632004,-40.84049460344059,33.7469585758245,22.812915461268037,15.281113996104216,-29.470812553241508,19.62030270309652,-10.588275648342776,34.6425790019906,-24.187933949244258,1.8368485505406584,32.91134722326529,-23.965678500228943,25.866066734304415,-11.961933277350413,21.0121644342906,2.4590565951896517,-10.382121395722432
0.06,0.006006006006006006,30.19913921539328,-27.73921292778106,-37.46959288612884,-22.018673141588643,-40.841487747718446,33.74769329647539,22.813364122357168,15.281337828939934,-29.47132861093131,19.620808410519306,-10.588451798016207,34.643201653712495,-24.188292400570305,1.8369745556518071,32.911990710935804,-23.966110841703617,25.866637986773934,-11.962146046772652,21.012572323594785,2.4590900419630852,-10.382470520698227
0.07,0.007007007007007007,30.199524653889018,-27.73987374823624,-37.47012679221611,-22.019169730402243,-40.84251560289445,33.74844028849562,22.813811723438352,15.281545529789241,-29.47182997855192,19.621337092226884,-10.588620636636135,34.643810785701724,-24.18862534833646,1.8371188811285106,32.91263162448293,-23.966533578622997,25.867220324924308,-11.962353090682827,21.012977654269225,2.459120716905998,-10.382847544264735
0.08,0.008008008008008008,30.199873935975,-27.740552006734337,-37.470624491134295,-22.019675177140773,-40.843578169668184,33.74919955368534,22.814258262754155,15.28173709717871,-29.472316656254097,19.621888813168017,-10.588782168405077,34.64440637112433,-24.188932773897996,1.8372815137809309,32.9132699156545,-23.966946689413003,25.867813728279053,-11.962554393922604,21.01338039176214,2.459148614024303,-10.383252446408418
0.09,0.009009009009009009,30.200187075400365,-27.74124773797147,-37.471085955464716,-22.020189480431295,-40.8446754488652,33.7499710947563,22.814703738050483,15.281912530303135,-29.472788643333658,19.62246364214331,-10.58893639829535,34.644988382295615,-24.189214660394658,1.8374624413232754,32.91390553753019,-23.967350152987372,25.868418177453645,-11.96274994034937,21.013780500907004,2.4591737286501374,-10.38368520631266
0.1,0.01001001001001001,30.200464080580367,-27.741960978413562,-37.47151115671794,-22.020712640456676,-40.8458074414145,33.7507549153287,22.815148146576735,15.282071829024828,-29.473245938228963,19.6230616518039,-10.589083332052413,34.645556790673574,-24.18947099274965,1.8376616523631473,32.914538444520176,-23.967743948749984,25.869033654151256,-11.962939712838185,21.014177945921872,2.4591960574404865,-10.38414580235547
0.11,0.011011011011011011,30.200704954596656,-27.742691766296733,-37.47190006532937,-22.02124465895224,-40.84697414832495,33.751551019928066,22.81559148508573,15.282214993872923,-29.473688538518278,19.62368291865019,-10.58922297619841,34.646111566852426,-24.189701757668622,1.837879136390696,32.91516859236381,-23.96812805659729,25.86966014115837,-11.96312369328384,21.014572690409018,2.4592155983759096,-10.384634212106347
0.12,0.012012012012012012,30.200909695196913,-27.74344014162765,-37.47225265065572,-22.02178553920242,-40.848175570660786,33.75235941398217,22.816033749833345,15.282342026042743,-29.474116440917058,19.62432752303056,-10.58935533803594,34.646652680556116,-24.18990694363858,1.83811488376757,32.91579593812817,-23.968502456920877,25.870297622340217,-11.963301862603023,21.01496469735487,2.4592323507593807,-10.385150412322284
