t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
0.0,0.0,32.77876424780188,25.780750894271687,21.964472719231175,-8.726733226847978,9.394370550144634,3.0286618802611636,11.402746743321712,-25.35312333959673,3.4459841359781738,6.439714652780371,-28.718595279244997,-13.844884671124586,-34.4887800039079,-0.10316276507446102,-19.72531210530216,17.77862399522811
0.01,0.001001001001001001,32.77941779987539,25.7812661568948,21.964909793767543,-8.726908217188475,9.394556595911467,3.028722032274598,11.402974259650433,-25.353633267305913,3.4460527352064014,6.439841876064567,-28.71917129725104,-13.845164217363939,-34.4894710684141,-0.10316571287285743,-19.725707346980567,17.778978305651783
0.02,0.002002002002002002,32.780052775773264,25.781786849817333,21.965362605461834,-8.727074438940956,9.39474859432735,3.028803293665286,11.403201813451648,-25.35413426512285,3.446112393924337,6.43995721635688,-28.719730601938686,-13.845453739832926,-34.49015007510523,-0.10316486664737073,-19.726130993068352,17.77931186579853
0.03,0.003003003003003003,32.78066920336668,25.78231300832705,21.965831160373913,-8.72723189925897,9.39494652963118,3.0289056874321307,11.40342940244572,-25.35462634495797,3.446163089489482,6.44006067159425,-28.720273184966395,-13.845753259330836,-34.49081705310487,-0.10316022064873467,-19.72658304209998,17.77962467962744
0.04,0.004004004004004004,32.781267109763874,25.782844667957526,21.966315465777768,-8.727380605433291,9.395150387453436,3.0290292377408017,11.403657024061603,-25.355109519110904,3.446204800829776,6.440152239645467,-28.720799037968497,-13.846062796873879,-34.491472030540194,-0.1031517697178415,-19.727063494507426,17.77991674884187
0.05,0.005005005005005005,32.78184652130865,25.783381864494697,21.966815530158428,-8.727520564895315,9.395360154813792,3.029173969922501,11.403884675435288,-25.35558380026818,3.4462375084430326,6.44023191831276,-28.721308152552773,-13.846382373694446,-34.49211503454349,-0.1031395092844934,-19.727572352615745,17.780188072885384
0.06,0.006006006006006006,32.78240746357895,25.783924633983265,21.96733136320875,-8.727651785220313,9.39557582011881,3.029339910472505,11.404112353408221,-25.356049201501154,3.4462611943964725,6.440299705333232,-28.721800520298032,-13.846712011240392,-34.49274609125372,-0.10312343536620712,-19.728109620638136,17.780438648937846
0.07,0.007007007007007007,32.78294996138555,25.784473012732963,21.967862975826076,-8.727774274130578,9.39579737315966,3.029527087048471,11.404340054525715,-25.35650573626409,3.446275842326368,6.440355598380139,-28.722276132751677,-13.84705173117433,-34.49336522581824,-0.10310354456707124,-19.728675304670563,17.780668471911703
0.08,0.008008008008008008,32.78347403877085,25.78502703732467,21.96841038010874,-8.727888039498417,9.39602480510992,3.0297355284685086,11.404567775035323,-25.356953418392482,3.4462814374377864,6.440399595064,-28.72273498142725,-13.84740155537296,-34.49397246239448,-0.10307983407665622,-19.72926941268588,17.780877534448425
0.09,0.009009009009009009,32.783979719007725,25.78558674461637,21.968973589352448,-8.727993089349045,9.396258108523423,3.029965264709017,11.404795510885208,-25.35739226210153,3.4462779665044385,6.440431692933565,-28.723177057801966,-13.847761505926396,-34.49456782415183,-0.10305230166897686,-19.729891954527474,17.781065826915114
