t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
0.0,0.0,-4.535531746743962,-22.618914669441125,7.227066271098319,27.868991169754576,34.576208839112404,-34.19700153814953,12.242794492748109,-37.11347777612727,-28.616495805777888,19.29214596004007,-22.31620927837398,30.910239076822123,1.7166059130415192,-15.160383102440749,19.702239803836555,12.69643579721221,-2.5673041225083937,-31.28662472838345,-17.904763859933542,7.77358726956329,13.889119414161131,25.999960933065807,9.077382648715721,-21.679394208784785,38.28515383546559,-18.176967987959074,-32.422568441944506,-0.5134298873233397,30.00503258760422
0.01,0.001001001001001001,-4.535623967861378,-22.619369922041894,7.227209342291348,27.869547341359116,34.576899440141226,-34.19768812016336,12.243036588592574,-37.11422196697593,-28.617069402771044,19.292529817557426,-22.31665669749034,30.910854711934668,1.7166402297487486,-15.160687431690096,19.70263384405629,12.696689514225362,-2.5673561149295105,-31.287253322046062,-17.905122488691347,7.773739740953815,13.88939644398369,26.00048093057719,9.077562419171079,-21.67982975189811,38.2859187949139,-18.17733464314234,-32.423217479428395,-0.5134420592365253,30.005631067209965
0.02,0.002002002002002002,-4.5356604588401614,-22.619827069943362,7.227314947414007,27.870083766177547,34.5775768162129,-34.198389164683825,12.243300256729844,-37.11495489060851,-28.61764034928794,19.29291087992667,-22.317105816653328,30.91149450067645,1.7166598384708487,-15.161022936256542,19.70304990502077,12.696955649667741,-2.567437013375224,-31.287867513811428,-17.90547345910854,7.773894116035429,13.88967377310272,26.000998220310276,9.077727511962653,-21.680280741832195,38.28668824076527,-18.17770647526209,-32.423845990204335,-0.5134335330581099,30.006213848802517
0.03,0.003003003003003003,-4.5356412144764064,-22.620286139830604,7.227383094734209,27.870600483909083,34.57824096447358,-34.199104676030935,12.243585517541327,-37.115676550011365,-28.61820867753251,19.293289132049026,-22.317556641913367,30.91215847112702,1.7166647615577726,-15.161389658812265,19.70348800305438,12.697234199782386,-2.5675468200960663,-31.288467277447978,-17.905816781538782,7.774050397846546,13.889951398538226,26.00151277880851,9.077877917841521,-21.680747190236584,38.287462205655146,-18.17808348847079,-32.42445400226221,-0.5134043148707791,30.00678096496196
0.04,0.004004004004004004,-4.53556622950484,-22.620747159842864,7.227413793766088,27.87109753000237,34.578891880435464,-34.19983465955634,12.243892392887295,-37.116386946908996,-28.61877442235926,19.293664559184037,-22.318009180359937,30.912846653775556,1.7166550217845737,-15.16178764341764,19.703948154963417,12.697525162062098,-2.5676855403618344,-31.28905258469355,-17.906152465893705,7.774208589443372,13.890229317111459,26.002024583425342,9.07801362751344,-21.681229109580443,38.28824072490577,-18.178465686416125,-32.425041541865234,-0.5133544097699748,30.007332447620506
0.05,0.005005005005005005,-4.535435498606133,-22.621210159575934,7.227407055277925,27.87157493565292,34.57952955797229,-34.20057912164274,12.244220906109401,-37.117086081761066,-28.619337621274617,19.29403714694754,-22.31846344011693,30.9135590815195,1.716630642354004,-15.162216935521355,19.70443037803165,12.697828535250963,-2.567853182465143,-31.28962340525215,-17.906480521640255,7.774368693898388,13.890507525445456,26.002533612323877,9.078134631638559,-21.681726513151666,38.28902383652848,-18.178853072240205,-32.42560863355146,-0.5132838218649741,30.00786832806373
0.06,0.006006006006006006,-4.53524901641872,-22.62167517008497,7.227362891301934,27.8720327277996,34.580153989315086,-34.201338069702864,12.244571082033133,-37.11777395375925,-28.619898314438867,19.294406881309904,-22.318919430337928,30.914295789663335,1.7165916468993783,-15.162677581959587,19.704934690015655,12.698144319346007,-2.568049757724479,-31.2901797067902,-17.906800957797955,7.7745307142987405,13.890786019965637,26.003039844476636,9.078240920831636,-21.68223941505603,38.28981158122649,-18.179245648578636,-32.42615530013517,-0.5131925542801908,30.008388636931738
0.07,0.007007007007007007,-4.535006777555156,-22.622142223887693,7.227281315145923,27.872470929120137,34.58076516504812,-34.20211151217794,12.244942946970218,-37.11845056082387,-28.620456544668528,19.294773748594537,-22.319377161201402,30.915056815917474,1.7165380594876978,-15.163169630954215,19.705461109139847,12.698472515598928,-2.568275280486761,-31.290721454932235,-17.907113782936097,7.77469465374457,13.89106479690045,26.003543259665438,9.078332485662818,-21.682767830216438,38.29060400239818,-18.179643417559504,-32.426681562708104,-0.5130806091566972,30.00889340422035
0.08,0.008008008008008008,-4.534708776622998,-22.622611354968026,7.227162341406815,27.872889558025697,34.581363074105184,-34.202899458535754,12.245336528720975,-37.119115899600324,-28.62101235743927,19.29513773547668,-22.31983664390582,30.915842200397318,1.7164699046230327,-15.163693132110085,19.70600965409123,12.698813126517964,-2.5685297681294,-31.291248613256034,-17.90741900517087,7.774860515347241,13.891343852282061,26.004043838481387,9.078409316658927,-21.683311774372207,38.29140114614091,-18.180046380802274,-32.42718744064057,-0.5129479876539658,30.009382659282227
0.09,0.009009009009009009,-4.53435500825023,-22.62308259878015,7.227005985986029,27.873288628654475,34.581947703766055,-34.203701919268205,12.245751856576605,-37.11976996545531,-28.621565800889314,19.295498828982453,-22.32029789066469,30.916651985622394,1.7163872072501596,-15.164248136411283,19.70658034401387,12.699166155869838,-2.5688132410618603,-31.29176114328724,-17.907716632162387,7.775028302227499,13.891623181947097,26.00454156232498,9.078471404305288,-21.683871264078448,38.2922030612553,-18.180454539416587,-32.42767295158246,-0.5127946899518292,30.009856430828002
0.1,0.01001001001001001,-4.533945467115245,-22.62355599225296,7.226812266106738,27.873668150864315,34.582519039653235,-34.204518905888406,12.246188961321442,-37.1204127524728,-28.62211692582335,19.295857016488185,-22.320760914701516,30.917486216515638,1.7162899927584487,-15.16483469621645,19.707173198503096,12.699531608681836,-2.569125722726719,-31.292259004493417,-17.908006671111668,7.775198017513536,13.891902781537443,26.005036413406327,9.078518739048087,-21.684446316705483,38.29300979925005,-18.180867894000965,-32.42813811146405,-0.5126207152526562,30.010314746927353
0.11,0.011011011011011011,-4.5334801479813835,-22.624031573794923,7.2265812003329755,27.874028130224378,34.58307706572892,-34.20535043092731,12.246647875235123,-37.12104425344982,-28.622665785716915,19.296212285720017,-22.32122573024468,30.918344940402793,1.716178286986001,-15.16545286525309,19.707788237599406,12.699909491243963,-2.5694672396002205,-31.29274215427755,-17.90828912875751,7.775369664338969,13.892182646501093,26.00552837474548,9.078551311297252,-21.68503695043834,38.293821414347235,-18.181286444641408,-32.42858293449677,-0.5124260617837425,30.01075763501009
0.12,0.012012012012012012,-4.532959045736045,-22.62450938329938,7.226312808590611,27.874368568005803,34.58362176429224,-34.20619650792989,12.247128632094732,-37.121664459891996,-28.623212436721307,19.296564624753785,-22.32169235252223,30.91922820701194,1.716052116224028,-15.166102698610887,19.708425481782076,12.700299811111226,-2.569837821192322,-31.293210547971015,-17.908564011373308,7.775543245840727,13.892462772093046,26.006017430172903,9.078569111429864,-21.685643184276316,38.2946379634881,-18.18171019090991,-32.42900743317373,-0.5122107267999155,30.01118512186719
0.13,0.013013013013013013,-4.532382155434391,-22.62498946215021,7.22600711219019,27.874689461171396,34.5841531159767,-34.20705715145078,12.247631267176866,-37.122273362008904,-28.623756937668954,19.29691402201519,-22.322160797756613,30.920136068473113,1.7159115072214763,-15.166784252734008,19.70908495196249,12.700702577106002,-2.570237500046225,-31.293664138825957,-17.908831324763785,7.775718765156845,13.89274315337627,26.006503564330032,9.078572129794102,-21.686265038032555,38.29545950633935,-18.18213913186287,-32.42941161827021,-0.5119747065863488,30.011597233651813
0.14,0.014014014014014014,-4.5317494723476335,-22.62547185322794,7.22566413385162,27.874990802364348,34.584671099747894,-34.20793237704955,12.24815581725965,-37.12287094870916,-28.624299350079298,19.29726046628024,-22.322631083159308,30.921068579318053,1.7157564871898854,-15.16749758541239,19.709766669477183,12.70111779932053,-2.57066631173739,-31.294102878007173,-17.909091074261646,7.7758962254241615,13.893023785222708,26.006986762669975,9.078560356713696,-21.686902532333747,38.29628610529989,-18.182573266039384,-32.4297954988439,-0.5117179964615874,30.011993995880307
0.15,0.015015015015015015,-4.531060992015945,-22.62595660091623,7.225283897730732,27.875272579895935,34.58517569290148,-34.20882220128538,12.248702320624705,-37.123457207595294,-28.624839738165146,19.297603946675977,-22.323103226925404,30.922025796480064,1.7155870838084832,-15.168242755771987,19.710470656080552,12.701545489119479,-2.5711242948720234,-31.294526714583398,-17.909343264724143,7.77607562977592,13.893304662314359,26.007467011458317,9.078533782492913,-21.687555688619817,38.29711782550811,-18.183012591459487,-32.43015908223513,-0.51144059078078,30.012375433433167
0.16,0.016016016016016016,-4.530316710305981,-22.62644375110877,7.224866429447681,27.87553477773225,34.58566687106134,-34.20972664171134,12.24927081705904,-37.12403212495836,-28.625378168839514,19.297944452681527,-22.323577248228087,30.92300777929397,1.7154033252295113,-15.169019824263971,19.711196933937316,12.701985659142645,-2.5716114910850365,-31.294935595518037,-17.909587900529576,7.776256981339267,13.893585779144395,26.007944297774063,9.078492397422059,-21.688224529143724,38.29795473484955,-18.18345710562225,-32.43050237406682,-0.5111424829391155,30.012741570555992
0.17,0.017017017017017015,-4.529516623473044,-22.626933351216586,7.224411756117213,27.875777375479927,34.586144608178046,-34.21064571686817,12.249861347856907,-37.12459568577239,-28.625914711722935,19.298281974129388,-22.324053167213055,30.924014589496192,1.7152052400837767,-15.169828852652882,19.711945525614635,12.702438323307728,-2.572127945037462,-31.295329465659368,-17.909824985573703,7.776440283232648,13.893867130018364,26.00841860951069,9.078436191783487,-21.68890907697126,38.29879690396511,-18.18390680550378,-32.4308253782444,-0.5108236653754642,30.013092430860404
0.18,0.018018018018018018,-4.528660728227894,-22.62742545017572,7.22391990638077,27.876000348370884,34.58660887652751,-34.21157944627757,12.25047395582158,-37.12514787368853,-28.626449439151255,19.298616501207064,-22.32453100499287,30.9250462912249,1.7149928574864277,-15.170669904003695,19.712716454073938,12.702903496813224,-2.572673704413327,-31.295708267730166,-17.91005452326607,7.776625538563099,13.89414870905543,26.008889935377336,9.078365155858135,-21.68960935598093,38.2996444062597,-18.184361687555164,-32.431128096955526,-0.5104841295762188,30.01342803732495
0.19,0.01901901901901902,-4.527749021808228,-22.62792009845533,7.223390910440454,27.876203667246028,34.58705964670989,-34.212527850434974,12.251108685267093,-37.12568867102901,-28.626982426183897,19.298948024458976,-22.325010783641225,30.926102951020287,1.714766207042948,-15.171543042667809,19.71350974266245,12.703381196141404,-2.573248819915967,-31.29607194231678,-17.910276516526263,7.776812750423425,13.894430510189697,26.00935826490009,9.078279279932556,-21.69032539086387,38.30049731791132,-18.184821747700244,-32.43141053066966,-0.5101238660793338,30.01374841229597
0.2,0.02002002002002002,-4.526781502054827,-22.62841734806616,7.2228248000948305,27.87638729853801,34.58749688764878,-34.213490950801905,12.251765582019909,-37.126218058780815,-28.627513750612593,19.299276534788685,-22.32549252618715,30.92718463782494,1.714525318855368,-15.172448334267935,19.714325415104387,12.703871439061402,-2.5738533452637764,-31.296420427857647,-17.91049096778009,7.777001921889272,13.89471252717158,26.009823588423437,9.078178554306456,-21.6910572071238,38.30135571788061,-18.185286981333345,-32.43167267813753,-0.5097428644785605,30.01405357748846
0.21,0.02102102102102102,-4.525758167492403,-22.628917252569426,7.2222216087765725,27.876551204252937,34.587920566590554,-34.21446876979778,12.252444693420529,-37.12673601658916,-28.628043492970573,19.29960202346141,-22.32597625660916,30.928291422984287,1.7142702235286864,-15.173385845681869,19.71516349549186,12.704374244632394,-2.5744873371853836,-31.296753660631257,-17.910697878955652,7.777193056016079,13.894994753569257,26.010285897111807,9.078062969300737,-21.69180483107704,38.30221968792083,-18.185757383316858,-32.4319145363904,-0.5093411134278761,30.01434355398689
0.22,0.022022022022022022,-4.52467901741515,-22.629419867086064,7.221581371591944,27.8766953419511,34.58833064910399,-34.21546133079126,12.253146068325055,-37.127242522750734,-28.628571736542206,19.29992448210689,-22.326461999829302,30.92942338024714,1.7140009521774997,-15.174355645025127,19.716024008275436,12.704889633206882,-2.5751508554142393,-31.29707157474356,-17.910897251479366,7.777386155835924,13.895277182770185,26.010745182951265,9.07793251526602,-21.69256828985253,38.303089312588284,-18.18623294797876,-32.432136100739235,-0.5089186006461018,30.014618362246008
0.23,0.023023023023023025,-4.523544051977011,-22.62992524830638,7.220904125362115,27.87681966472668,34.58872709908013,-34.21646865809104,12.253869757106687,-37.127737554206654,-28.629098567373124,19.300243902722528,-22.326949781707196,30.93058058576634,1.7137175364328359,-15.175357801632444,19.716906978254396,12.70541762643406,-2.5758439626826064,-31.297374102114805,-17.911089086271886,7.77758122435423,13.895559807982679,26.011201438751314,9.077787182591678,-21.693347611391935,38.303964679253134,-18.186713669109988,-32.43233736477368,-0.5084753129217089,30.01487802209163
0.24,0.024024024024024024,-4.5223532722866775,-22.63043345450009,7.220189908666303,27.876924121186473,34.58910987873238,-34.21749077693626,12.254615811657159,-37.12822108653525,-28.62962407428076,19.300560277676894,-22.327439629033957,30.93176311809947,1.7134200084491857,-15.176392386038106,19.717812430566664,12.70595824726329,-2.576566724714943,-31.29766117246584,-17.911273383743954,7.777778264546373,13.895842622237572,26.011654658146853,9.07762696171532,-21.69414282444974,38.30484587811068,-18.18719953996173,-32.43251832036092,-0.5080112361178095,30.015122552721387
