t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.0,0.0,-19.444175667305107,-18.705024371103384,24.502671177128803,13.71122114496399,-42.34561528375743,-2.77858109195383,10.778182610535405,-7.39515136471467,27.256976644673905,-3.7766367804975225,33.61558621871559,-38.12171678362583,-28.06488500586113,-17.854877782133137,-38.813154946853736,-24.224950831873638,29.85083155925194,-18.291076239985156,11.014312020122937,-15.785530450003415,32.173139045166415,-8.64498108792439,35.11925325165913,-1.6921523588883942,31.356674023608186,-3.495663954351273,-17.664373203656943,22.081666490002476,12.621138033320157,25.676034313827593
0.01,0.001001001001001001,-19.44456767064315,-18.705401335251125,24.50316087616108,13.711493082031279,-42.34646465747129,-2.778637978265308,10.778395843713321,-7.395302384049234,27.257519389198507,-3.7767130695901776,33.61625563622267,-38.12248047589374,-28.065448136442782,-17.855236909182576,-38.813931773757744,-24.225436082305492,29.851428405299032,-18.291442900138897,11.014529989022856,-15.785848412190434,32.173781961263735,-8.645154819856977,35.119952767340344,-1.6921884927433708,31.357299472783826,-3.4957362064845934,-17.664728522046573,22.082107915845327,12.62138735318886,25.676546462730172
0.02,0.002002002002002002,-19.444989469289364,-18.7057823374304,24.503651685987638,13.711747121235991,-42.347316015591375,-2.7786822623031595,10.778618312801282,-7.395452392130188,27.25808185821902,-3.7767590853805824,33.61691264008781,-38.12327319945333,-28.066024694971016,-17.855582237371987,-38.81471464663237,-24.225934239745758,29.85202268849599,-18.291793219329136,11.01473835376395,-15.786159920630073,32.17441962268937,-8.645316387414109,35.120667472934336,-1.6921879998256377,31.357928625161925,-3.4958242936265553,-17.665090578006478,22.082521557062925,12.621629815053748,25.677082554125075
0.03,0.003003003003003003,-19.44544105098961,-18.7061673867198,24.504143579316434,13.711983256878318,-42.34816934129265,-2.7787139476884652,10.778849989608345,-7.395601382445182,27.258664039810252,-3.776774823551615,33.61755723747218,-38.124094925224185,-28.066614682667023,-17.85591375023421,-38.81550356374053,-24.226445297052646,29.852614397019344,-18.292127186125814,11.014937094320377,-15.786464984228896,32.17505204102762,-8.645465758762784,35.12139738296515,-1.6921508721935228,31.358561476723846,-3.4959282332120365,-17.665459381965565,22.08290742197855,12.62186543297851,25.67764254648316
0.04,0.004004004004004004,-19.44592240311988,-18.70655649267456,24.504636527997903,13.71220148365803,-42.34902461731624,-2.7787330383848743,10.779090846060019,-7.395749349310994,27.259265921223676,-3.7767602787461354,33.61818943509768,-38.124945623198606,-28.067218100381236,-17.856231430303104,-38.81629852335467,-24.226969245670603,29.853203519828867,-18.29244478883813,11.015126191767482,-15.786763610594804,32.17567922744085,-8.645602901755106,35.12214251307316,-1.692077105371678,31.359198023590828,-3.496048044368497,-17.66583494543429,22.08326551842278,12.622094220910634,25.67822639823903
0.05,0.005005005005005005,-19.446433512677615,-18.7069496653232,24.505130503028518,13.712401796674934,-42.34988182596623,-2.7787395387010787,10.779340854195162,-7.395896287873818,27.2598874888814,-3.776715444564634,33.61880923924535,-38.12582526242921,-28.0678349485901,-17.856535259110146,-38.81709952375051,-24.22750607562899,29.85379004666522,-18.292746015510872,11.015305628281602,-15.787055806036845,32.17630119266991,-8.645727783936996,35.122902880011175,-1.6919666983614106,31.359838262022297,-3.4961837479210525,-17.66621728100894,22.083595853734472,12.622316192681124,25.67883406778802
0.06,0.006006006006006006,-19.446974366272084,-18.707346915163786,24.50562547455444,13.712584191429398,-42.350740949106516,-2.778733453293394,10.77959998616276,-7.396042194109652,27.26052872836976,-3.776640313563155,33.61941665575371,-38.12673381101575,-28.06846522739269,-17.856825217181143,-38.817906563200644,-24.22805577554078,29.854373968047547,-18.2930308539209,11.015475387139999,-15.78734157556505,32.17691794703451,-8.645840372557274,35.12367850164034,-1.6918196536523238,31.360482188414295,-3.4963353663975587,-17.66660640237614,22.08389843476208,12.622531362004507,25.679465513483034
0.07,0.007007007007007007,-19.447544950113826,-18.70774825315984,24.506121411875288,13.712748663822945,-42.35160196815754,-2.7787147871684397,10.77986821421856,-7.396187064824771,27.261189624432507,-3.7765348772514984,33.620011690017265,-38.12767123609102,-28.069108936507188,-17.857101284033106,-38.818719639968016,-24.228618332601243,29.854955275270964,-18.293299291573735,11.015635452720904,-15.787620922890278,32.177529500433636,-8.645940634577126,35.12446939692592,-1.691635977235265,31.361129799297984,-3.49650292403371,-17.6670023243176,22.08417326786534,12.622739742479165,25.68012069363127
0.08,0.008008008008008008,-19.448145250003186,-18.708153690735838,24.506618283448017,13.712895210158898,-42.352464864093015,-2.7786835456859222,10.780145510721583,-7.396330897656274,27.261870160963603,-3.776399126091695,33.62059434698501,-38.12863750380598,-28.069766075267196,-17.857363438171262,-38.81953875229921,-24.22919373258665,29.855533960403992,-18.29355131570032,11.015785810503697,-15.787893850424084,32.17813586234595,-8.646028536679955,35.12527558593285,-1.6914156786165702,31.361781091338283,-3.4966864467781513,-17.667405062715094,22.084420358917306,12.622941347587961,25.680799566490805
0.09,0.009009009009009009,-19.4487752513179,-18.70856323977236,24.507116056890883,13.713023827143111,-42.353329617436636,-2.7786397345615192,10.780431848130496,-7.396473691072732,27.26257032099962,-3.776233049496761,33.62116463115899,-38.12963257931402,-28.070436642617896,-17.857611657086196,-38.820363898417625,-24.229781959852986,29.85611001628591,-18.293786913253914,11.015926447069202,-15.788160359278601,32.178737041830175,-8.646104045281607,35.12609708982122,-1.691158770833596,31.362436061332577,-3.496885962297605,-17.667814634555647,22.084639713306746,12.623136190699164,25.681502090267053
