t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.0,0.0,-20.06959115735388,34.69324362849214,2.7858123986654797,21.010673710537553,-25.369540148847317,-4.781853904951838,-24.531368279307518,1.0334651191840611,-7.661781472679611,49.53223781759911,2.70468572450244,-4.122246583003643,-10.860915065988495,10.593540903426351,-23.746946580563915
0.01,0.001001001001001001,-20.069994543565933,34.693936710972764,2.785865733347886,21.01109294045156,-25.37005048406829,-4.781949676695715,-24.531860291698273,1.033482921084804,-7.661936137746034,49.53322686663267,2.704739551470723,-4.122330367352674,-10.861134627028736,10.593750050227877,-23.74742253632171
0.02,0.002002002002002002,-20.070395189462364,34.694614458464166,2.7859040718507533,21.011506793935784,-25.37056103988392,-4.7820344226832825,-24.53234699577911,1.0335275733306237,-7.662074581234285,49.534184399307634,2.7048013804144895,-4.1224371147015315,-10.86134094597632,10.59397527527546,-23.747907553147183
0.03,0.003003003003003003,-20.07079307614227,34.695276888697016,2.7859273947296654,21.01191524593029,-25.371071832810117,-4.782108138934475,-24.532828415088535,1.033599062375991,-7.662196788328029,49.535110390094495,2.7048712375154325,-4.122566810652744,-10.861534009382023,10.59421659159437,-23.748401629888154
0.04,0.004004004004004004,-20.071188185441628,34.69592401907463,2.7859356831667297,21.012318272620348,-25.371582878948722,-4.782170822390266,-24.53330457276952,1.0336973728205843,-7.662302745313027,49.5360048152751,2.7049491488186117,-4.122719439762737,-10.861713804705275,10.59447401194069,-23.748904764674602
0.05,0.005005005005005005,-20.071580499931816,34.69655586667455,2.7859289189715994,21.012715851439413,-25.372094193987042,-4.782222470913652,-24.533775491568615,1.0338224874088742,-7.662392439576226,49.53686765293371,2.705035140232677,-4.12289498554314,-10.861880320314812,10.594747548803713,-23.749416954918317
0.06,0.006006006006006006,-20.071970002918157,34.69717244825006,2.785907084582772,21.01310796107189,-25.372605793197398,-4.782263083290654,-24.534241193835086,1.0339743870292386,-7.662465859604996,49.53769888294851,2.7051292375301745,-4.123093430461628,-10.862033545489336,10.595037214408022,-23.74993819731249
0.07,0.007007007007007007,-20.072356678438517,34.697773780231635,2.7858701630691667,21.013494581455685,-25.373117691436676,-4.782292659231345,-24.534701701520166,1.034153050712611,-7.662522994986527,49.53849848698361,2.7052314663479367,-4.12331475594231,-10.862173470418151,10.595343020715273,-23.750468487831306
0.08,0.008008008008008008,-20.07274051126196,34.69835987872836,2.785818138131981,21.013875693784556,-25.373629903145886,-4.782311199370897,-24.53515703617636,1.0343584556306664,-7.662563836407375,49.53926644848154,2.7053418521875585,-4.123558942365659,-10.862300086201804,10.595664979425683,-23.75100782172948
0.09,0.009009009009009009,-20.07312148688743,34.69893075952924,2.785750994106825,21.014251280510237,-25.37414244234974,-4.782318705270653,-24.535607218956848,1.0345905770935448,-7.662588375653176,49.54000275265624,2.7054604204159602,-4.123825969067992,-10.862413384852715,10.596003101979205,-23.751556193541777
