t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
0.0,0.0,-39.047134835223844,-5.182850788037886,-36.8020802482168,-1.5169409291878366,26.92155700597781,-14.318980335527161,30.337809092867474,-30.81823414871561,-28.177129444247356,21.31728020539689,11.720513665608193,16.06105677004692,1.794818401821234,-3.4363755196446357,30.182501944008884,-11.064189732611757,0.9355616576307921,13.979457321645095,-7.064835111273301,9.589657689647721,6.0692614022588645,-4.8936271809042085,31.366311691371422,17.931707736372942,32.48118269626228,29.400772822194494,-15.337897387771068,13.69426493929001,-35.93828051823072,-24.69553056893425,16.29039324973408,18.508875470491994,-17.30790537712577,34.6648094274971,-40.204515714513526,-13.086888484922968,-25.07492579326721,-6.120338042697328
0.01,0.001001001001001001,-39.047915859972605,-5.182955107209141,-36.80281823265105,-1.5169715767761747,26.922093488917962,-14.31926688443499,30.3384128310656,-30.818853593508305,-28.17769462400704,21.317704551209687,11.720745673326695,16.06137558800439,1.7948529859913223,-3.436446662428131,30.183104264520253,-11.064413925846585,0.9355782265287096,13.979735753254149,-7.064979106320418,9.58984828743908,6.069382489179292,-4.893726074122106,31.366937713491854,17.932064038605287,32.48183025303454,29.40136020519546,-15.338206685658513,13.694536354032673,-35.93900052458055,-24.69602608369384,16.29071655639011,18.509244248806734,-17.30825386964686,34.66550247628814,-40.20532133681058,-13.087151587364842,-25.07542806479691,-6.120463156382332
0.02,0.002002002002002002,-39.04867456055871,-5.1830719585932545,-36.80356325086172,-1.5170145997514464,26.92260063561111,-14.319560334913724,30.339054182178977,-30.819464002855455,-28.17827642135358,21.318076343247842,11.720981699034887,16.06169897948246,1.7948910332363686,-3.436549669545047,30.18372735088874,-11.064645117566924,0.9355848128858248,13.980020203753158,-7.065140588029898,9.590021697006595,6.06952346921615,-4.893803545658384,31.367527440553033,17.9324164931394,32.482484763364596,29.401956185225597,-15.338523294639332,13.694818054689977,-35.93973283689334,-24.696472944800007,16.29103163981357,18.509602316498622,-17.308623793703894,34.666217225736055,-40.206092763526755,-13.087345442817531,-25.075959791903504,-6.120586578519497
0.03,0.003003003003003003,-39.04941090642495,-5.183201353420552,-36.80431531632715,-1.5170699998794543,26.923078397167977,-14.319860699445238,30.339733190980347,-30.820065392192937,-28.178874844400625,21.318395597309898,11.721221753092845,16.062026969984803,1.7949325446148838,-3.436684557038816,30.184371190244484,-11.064883304651314,0.9355814127285553,13.98031068843277,-7.065319592456798,9.590177964317045,6.06968434718315,-4.893859577232681,31.36808088529415,17.932765104027627,32.483146208281596,29.40256077209654,-15.33884721160692,13.695110039984062,-35.940477454192305,-24.6968711438979,16.291338484382116,18.509949670774315,-17.309015134544214,34.666953704994036,-40.20683000214048,-13.087470057593887,-25.076521002584087,-6.120708346789932
0.04,0.004004004004004004,-39.05012486608322,-5.183343302910147,-36.80507444353204,-1.5171377776827737,26.92352672230555,-14.320167989601172,30.340449905649113,-30.82065777579741,-28.17948990313108,21.318662329156282,11.721465845397665,16.06235958686446,1.7949775198591393,-3.4368513455508674,30.185035770418423,-11.065128483907564,0.9355680239451084,13.98060722098277,-7.06551615253528,9.590317134242971,6.069865129929832,-4.893894154262434,31.368598062482985,17.93310987683171,32.48381456916329,29.403173975375154,-15.339178433442688,13.695412308166533,-35.94123437760181,-24.697220675120413,16.29163707413637,18.51028630934691,-17.3094278776784,34.667711945002544,-40.207533060222055,-13.08752544024991,-25.077111722468935,-6.120828498407639
0.05,0.005005005005005005,-39.050816407114816,-5.183497818268174,-36.80584064795263,-1.517217932443034,26.923945557334406,-14.320482216043743,30.341204377767976,-30.821241166776506,-28.180121609393016,21.3188765544934,11.721713985380056,16.062696859331194,1.7950259573749872,-3.4370500603223024,30.18572107994483,-11.065380652072522,0.9355446462804698,13.980909813491772,-7.065730298087983,9.590439250569828,6.070065826342791,-4.8939072658653755,31.369078988911735,17.93345081862332,32.484489827724374,29.403795804384096,-15.33951695701961,13.695724857015897,-35.94200361034056,-24.697521535078543,16.291927392780284,18.51061223042901,-17.30986200888029,34.66849197849263,-40.208201945423355,-13.087511601579722,-25.07773197481454,-6.120947070125378
0.06,0.006006006006006006,-39.051485496171466,-5.183664910685143,-36.806613946041466,-1.517310462203068,26.92433484614838,-14.320803388526427,30.341996662319083,-30.821815577059336,-28.18076997689565,21.3190382889597,11.72196618200096,16.063038818458732,1.795077854242047,-3.4372807311952194,30.1864271080639,-11.065639805810884,0.9355112813313387,13.981218476446088,-7.065962055834874,9.59054435600284,6.070286447346494,-4.893898904862899,31.369523683395023,17.933787937984466,32.48517196600498,29.404426268202226,-15.339862779206284,13.696047683834326,-35.94278515771353,-24.697773722854766,16.29220942368156,18.510927432726582,-17.310317514185353,34.669293839989415,-40.20883666546832,-13.0874285546171,-25.078381780495,-6.12106409824038
0.07,0.007007007007007007,-39.0521320989771,-5.18384459133244,-36.80739435521203,-1.5174153637689267,26.924694530216563,-14.321131515894523,30.34282681767961,-30.822381017387347,-28.181435021205488,21.319147548113662,11.722222443748215,16.063385497191966,1.7951332062142584,-3.4375433926136783,30.187153844724385,-11.06590594171304,0.9354679325410118,13.98153321872781,-7.066211449401577,9.590632492173567,6.070527005903685,-4.893869067784315,31.369932166770052,17.93412124500779,32.48586096635939,29.405065375664883,-15.340215896871511,13.696380785443763,-35.94357902710266,-24.69797723999941,16.292483149872208,18.511231915433537,-17.310794379887334,34.67011756581557,-40.20943722814431,-13.087276314643624,-25.079061157991767,-6.121179618599891
0.08,0.008008008008008008,-39.05275618033027,-5.184036871357952,-36.808181893823,-1.5175326327117593,26.92502454857768,-14.321466606085584,30.343694905616832,-30.8229374973055,-28.182116759742556,21.319204347423742,11.722482778633253,16.063736930354068,1.7951920077208,-3.4378380836243068,30.187901280586328,-11.066179056291958,0.935414605194219,13.981854047612094,-7.066478499327174,9.590703699646184,6.070787517015371,-4.893817754871975,31.3703044618989,17.934450751296744,32.48655681144498,29.405713135364024,-15.340576306889403,13.696724158181363,-35.944385227956225,-24.69813209053003,16.292748554049208,18.511525678227116,-17.31129259253327,34.670963194094995,-40.21000364129428,-13.087054899203398,-25.079770123381746,-6.121293666606551
0.09,0.009009009009009009,-39.05335770410739,-5.184241761880825,-36.80897658116219,-1.517662263369558,26.925324837836836,-14.321808666129725,30.344600991282597,-30.82348502515379,-28.18281521177677,21.319208702260237,11.72274719418783,16.064093154653577,1.795254251867374,-3.438164847876542,30.188669407023838,-11.066459145979094,0.9353513064119112,13.982180968763641,-7.066763223071493,9.590758017923454,6.071067997720401,-4.893744970087296,31.37064059367299,17.934776469965637,32.4872594842113,29.406369555648222,-15.340944006145008,13.697077797894265,-35.945203771777074,-24.69823828093379,16.293005618575272,18.511808721264007,-17.31181213891681,34.671830764756464,-40.210535912809775,-13.086764328124362,-25.080508690323768,-6.121406277223616
