t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
0.0,0.0,10.147321626973826,-11.909198134217228,34.966968882834664,-17.508230232941788,14.71653147500606,34.41413771540588,21.20877062455229,5.32179588463656,-7.914787571608699,11.265752284372578,5.0063781591412555,-24.78398342607989,-19.925685974668507,20.5514367731956,2.6978096203903723,-4.8244336953557365,-16.03279186065173,-0.9819852946511665,-41.97883182448538,16.185773232856842,4.84818089711302,-0.4793068539613175,-16.669587756372874,-9.926386569053824,-6.105805391989169,-21.097538787162755,9.805701884802671,12.843180280575638,-1.5966887791627713
0.01,0.001001001001001001,10.147522197325952,-11.909437344131405,34.96766710089936,-17.50858207260016,14.71682427917873,34.41482313698027,21.209194172002764,5.321902149663374,-7.91494752226064,11.265975673360225,5.0064766585401435,-24.784481424984058,-19.92608641073066,20.55184613831134,2.697862503132156,-4.824531418532096,-16.03311444247324,-0.9820064005059108,-41.979671786805454,16.18609579749845,4.848276023294988,-0.47931701480350025,-16.669922882853772,-9.926585617751023,-6.105929081863546,-21.09796262087898,9.805895005044853,12.84343586726501,-1.596723471828741
0.02,0.002002002002002002,10.147713746663044,-11.909711287177975,34.968366610609046,-17.508914175649462,14.717130354962919,34.415502163077164,21.209620762088257,5.3219762869185026,-7.915102188538107,11.266186476712745,5.006603610930969,-24.784983181207124,-19.926500047112338,20.552250053324354,2.697923228268969,-4.824642557859969,-16.03343233457363,-0.9820314452642444,-41.98050154455766,16.18641380835483,4.8483673750707785,-0.47932999881989097,-16.67022877719591,-9.926773900811236,-6.106050773310972,-21.098393888701274,9.80608850298362,12.843709700474214,-1.5967593901651915
0.03,0.003003003003003003,10.147896284011862,-11.910019959107322,34.969067400959126,-17.509226534026755,14.717449707918087,34.41617480165494,21.21005037636213,5.322018284839103,-7.915251547681218,11.266384712262468,5.006759006015774,-24.785488727204665,-19.92692687361739,20.55264848783137,2.697991805697863,-4.824767115648392,-16.033745546364965,-0.9820604348677303,-41.9813211051843,16.186727277600653,4.848454962811947,-0.4793458143225632,-16.67050542625572,-9.926951409500521,-6.10617048367866,-21.0988325866465,9.806282387906581,12.84400178175501,-1.5967965240257886
0.04,0.004004004004004004,10.148069818097223,-11.910363354671492,34.96976946072624,-17.50951914090173,14.717782343350292,34.41684106230102,21.21048299734865,5.322028131931342,-7.9153955787502746,11.266570396805303,5.006942832185085,-24.785998095361126,-19.927366879008545,20.553041413386403,2.6980682454160427,-4.824905094772571,-16.03405408582766,-0.9820933754450712,-41.982130475252,16.18703621797521,4.848538796147667,-0.4793644685958142,-16.670752817871975,-9.927118135491394,-6.1062882305344575,-21.09927871080487,9.806476668204105,12.844312111937,-1.5968348630281763
0.05,0.005005005005005005,10.148234357341234,-11.910741467619246,34.970472778468384,-17.50979199067472,14.718128266310618,34.41750095622942,21.2109186085412,5.32200581677184,-7.915534262626547,11.26674354610076,5.00715507651347,-24.786511317992048,-19.92782005100515,20.55342880350315,2.698152557520778,-4.825056498674945,-16.034357959508313,-0.982130273310836,-41.98292966045488,16.187340642781024,4.848618883966085,-0.4793859678970562,-16.670970940862116,-9.927274070862577,-6.106404031666965,-21.099732257336278,9.806671351366555,12.844640691125969,-1.596874396554394
0.06,0.006006006006006006,10.148389909862637,-11.911154290690392,34.971177342525074,-17.510045078974375,14.718487481593751,34.41815449627832,21.21135719440047,5.321951328009375,-7.915667582013311,11.266904174871964,5.00739572475445,-24.787028427346364,-19.928286376280926,20.55381063365735,2.6982447522092072,-4.8252213313662535,-16.034657172517562,-0.9821711349642454,-41.9837186656174,16.187640565882546,4.848695234415409,-0.47941031745777696,-16.67115978501872,-9.927419208098614,-6.106517905085671,-21.10019322246663,9.806866443981683,12.844987518701984,-1.596915113751567
0.07,0.007007007007007007,10.148536483476247,-11.911601815609437,34.971883141017535,-17.510278402654993,14.718859993736666,34.41880169690765,21.211798740352627,5.321864654366824,-7.915795521437133,11.26705229680568,5.007664761334753,-24.78754945560879,-19.928765840461814,20.554186881289187,2.698344839778023,-4.825399597426619,-16.03495172852789,-0.9822159670880146,-41.984497494696896,16.187936001704813,4.848767854904751,-0.47943752148457164,-16.671319341106116,-9.927553540089352,-6.106629869021085,-21.10066160248424,9.80706195173218,12.845352593317283,-1.596957003532872
0.08,0.008008008008008008,10.148674085692512,-11.912084033078527,34.97259016184891,-17.51049195979349,14.71924580701745,34.419442574196715,21.21224323278746,5.3217457846433796,-7.915918067249402,11.26718792455233,5.007962169347921,-24.788074434902292,-19.929258428123838,20.554557525805663,2.6984528306230455,-4.825591302006636,-16.035241629771416,-0.9822647765472552,-41.985266150785726,16.188226965232158,4.848836752104711,-0.47946758316024535,-16.671449600857144,-9.927677060129263,-6.106739941924899,-21.10113739373627,9.807257879393386,12.845735912893929,-1.5970000545787744
0.09,0.009009009009009009,10.148802723717157,-11.912600932769708,34.97329839270453,-17.510685749686054,14.719644925454245,34.42007714584186,21.21269065905652,5.321594707717,-7.916035207628128,11.267311069726006,5.008287930547277,-24.788603397290636,-19.929764122791056,20.554922548582987,2.698568735238677,-4.825796450828465,-16.03552687703767,-0.9823175703884338,-41.98602463611317,16.188513472006917,4.848901931947706,-0.4795005046449881,-16.67155055697005,-9.927789761916646,-6.106848142470147,-21.10162059262519,9.80745423083115,12.846137474621251,-1.5970442553385404
0.1,0.01001001001001001,10.148922404450948,-11.91315250331649,34.974007821052155,-17.51085977284442,14.720057352804334,34.42070543115414,21.21314100747123,5.321411412547136,-7.916146932579978,11.267421742904492,5.008642025338245,-24.789136374781027,-19.93028290693355,20.555281932968963,2.6986925642172475,-4.826015050186942,-16.035807469671333,-0.9823743558383897,-41.986772952046955,16.188795538128176,4.848963399628046,-0.4795362870776228,-16.671622203105542,-9.927891639552685,-6.106954489551384,-21.102111195605286,9.807651008999843,12.846557274953069,-1.597089594032025
0.11,0.011011011011011011,10.14903313448955,-11.913738732304711,34.974718434142325,-17.511014030991824,14.72048309256333,34.42132745105707,21.213594267300994,5.321195888177711,-7.916253233942581,11.267519953629275,5.009024432770037,-24.789673399326823,-19.93081476196548,20.555635664285386,2.6988243282482425,-4.826247106950693,-16.036083405569947,-0.9824351403034105,-41.98751109909444,16.189073180250507,4.849021159601757,-0.4795749305769275,-16.67166453388399,-9.927982687540368,-6.107059002284879,-21.102609199179216,9.80784821594054,12.846995309604699,-1.5971360586517345
0.12,0.012012012012012012,10.149134920123487,-11.914359606262739,34.97543021900868,-17.51114852705861,14.720922147964508,34.42194322808436,21.21405042877128,5.320948123740361,-7.916354105387085,11.267605710405551,5.009435130526696,-24.790214502830345,-19.931359668243203,20.55598372983043,2.6989640381174174,-4.826492628563266,-16.03635468118162,-0.9824999313683661,-41.9882390769035,16.18934641558276,4.849075215586153,-0.47961643424303324,-16.671677544882776,-9.928062900783267,-6.107161700008814,-21.103114599894592,9.808045852779351,12.847451573549744,-1.5971836369651649
0.13,0.013013013013013013,10.149227767338218,-11.915015110650968,34.97614316246832,-17.511263265177483,14.721374521978268,34.422552786377715,21.214509483061686,5.32066810845794,-7.916449542420968,11.267679020702237,5.009874094917522,-24.79075971714576,-19.93191760506347,20.556326118881056,2.699111704705798,-4.826751623044266,-16.036621291502698,-0.9825687367959016,-41.98895688426305,16.189615261886846,4.849125570559155,-0.4796607961588987,-16.67166123263378,-9.928132274584188,-6.107262602283505,-21.1036273943406,9.8082439197259,12.84792606101669,-1.5972323165174183
0.14,0.014014014014014014,10.149311681814293,-11.915705229850657,34.976857251122226,-17.511358250678427,14.721840217311701,34.423156151684644,21.214971422304004,5.320355831648294,-7.916539542391113,11.267739890951978,5.01034130086686,-24.791309074082058,-19.932488550661667,20.556662822695408,2.699267338988569,-4.827024098990505,-16.036883230075397,-0.9826415645256886,-41.98966451910324,16.18987973747655,4.849172226758358,-0.47970801339186353,-16.671615594621038,-9.928190804643682,-6.107361728891633,-21.104147579144666,9.808442416071973,12.84841876548528,-1.597282084634096
0.15,0.015015015015015015,10.14938666892763,-11.916429947152077,34.977572471355664,-17.511433490083274,14.72231923640831,34.42375335135631,21.215436239580264,5.320011282728295,-7.916624104487137,11.267788326551141,5.010836721903276,-24.791862605406116,-19.93307248221014,20.556993834515225,2.699430952033847,-4.827310065577173,-16.037140488985443,-0.9827184226737357,-41.99036197849534,16.190139861216363,4.849215185679848,-0.4797580819952821,-16.671540629278528,-9.928238487058415,-6.107459099838489,-21.10467515096916,9.808641340190315,12.848929679682698,-1.5973329284244697
0.16,0.016016016016016016,10.149452733749882,-11.917189244742003,34.97828880933865,-17.511488991099927,14.722811581447832,34.424344414345406,21.215903928920763,5.319634451218144,-7.916703229744985,11.267824331859828,5.011360330148114,-24.792420342845837,-19.93366937581661,20.557319149568247,2.699602555001343,-4.827609532559005,-16.037393058859653,-0.9827993195317574,-41.9910492586512,16.19039565252034,4.849254448076774,-0.47981099701023894,-16.67143633598812,-9.928275318319416,-6.1075547353522355,-21.10521010650813,9.808840689533582,12.849458795579553,-1.5973848347849324
0.17,0.017017017017017015,10.149509881048909,-11.917983103690537,34.97900625102644,-17.511524762616244,14.723317254346204,34.42492937120407,21.216374485302094,5.319225326745947,-7.916776921050773,11.267847910201862,5.011912096303438,-24.79298231809339,-19.934279206522653,20.557638765070642,2.6997821591409132,-4.8279225102714785,-16.037640928863524,-0.9828842635666035,-41.99172635492248,16.19064713135097,4.8492900139576625,-0.4798667524673487,-16.67130271507767,-9.928301295310174,-6.107648655884188,-21.105752442484082,9.809040460633458,12.85000610438567,-1.5974377904027293
0.18,0.018018018018018018,10.149558115289345,-11.918811503937269,34.979724782160034,-17.511540814693557,14.723836256755645,34.42550825408183,21.216847904645142,5.318783899052553,-7.9168451831449005,11.267859063864787,5.012491989639377,-24.79354856280853,-19.93490194830225,20.557952680229413,2.699969775790995,-4.828249009632016,-16.037884086698785,-0.9829732634197476,-41.99239326179943,16.19089431821807,4.849321882584489,-0.47992534138864223,-16.67113976781927,-9.928316415304614,-6.107740882109106,-21.10630215564479,9.809240649099912,12.850571596545702,-1.5974917817599685
0.19,0.01901901901901902,10.149597440633276,-11.919674424276787,34.98044438826673,-17.511537158559875,14.724368590064865,34.42608109672352,21.217324183813112,5.3183101579966685,-7.916908022626416,11.267857794099857,5.01309997798087,-24.794119108622017,-19.935537574060454,20.558260896244818,2.700165416376937,-4.828589042141203,-16.03812251860092,-0.9830663279068345,-41.993049972909425,16.191137234177702,4.849350052470503,-0.47998675578954103,-16.670947496427633,-9.928320675964937,-6.10783143492551,-21.106859242760148,9.809441249620631,12.85115526173454,-1.5975467951379156
0.2,0.02002002002002002,10.149627860941001,-11.920571842343543,34.98116505466069,-17.511513806602704,14.724914255399403,34.42664793446734,21.21780332060949,5.317804093560241,-7.916965447957643,11.267844101122028,5.013736027693811,-24.794693987139098,-19.936186055632113,20.55856341631281,2.700369092409218,-4.828942619884027,-16.0383562093367,-0.9831634660172892,-41.993696481015064,16.19137590083111,4.849374521377801,-0.4800509866809231,-16.670725904058642,-9.928314075339316,-6.107920335456007,-21.10742370061906,9.809642255960593,12.851757088852569,-1.5976028166215683
0.21,0.02102102102102102,10.149649379771907,-11.92150373459607,34.98188676644352,-17.511470772361548,14.725473253622088,34.42720880424282,21.218285313776054,5.317265695854113,-7.917017469469065,11.267817984109945,5.014400103670623,-24.79527322994311,-19.936847363780718,20.558860245627457,2.7005808154815534,-4.829309755531123,-16.038585142201654,-0.9832646869139856,-41.99433277801196,16.191610340323678,4.849395286314655,-0.4801180240712819,-16.670474994808032,-9.928296611859475,-6.108007605047651,-21.107995526026354,9.809843660961807,12.85237706602074,-1.5976598321045175
0.22,0.022022022022022022,10.149662000385426,-11.922470076300577,34.98260950850493,-17.51140807052004,14.726045585333619,34.427763744568864,21.21877016299083,5.316694955123951,-7.917064099364467,11.267779441205922,5.01509216931524,-24.795856868599156,-19.93752146819733,20.55915139138337,2.7008005972688984,-4.829690462340047,-16.038809299017558,-0.9833699999329757,-41.99495885492617,16.19184057534392,4.849412343532598,-0.48018785696898164,-16.67019477371024,-9.928268284338124,-6.1080932652723074,-21.108574715799765,9.810045456543198,12.853015180575476,-1.5977178272940913
0.23,0.023023023023023025,10.149665725742109,-11.9234708415139,34.98333326552335,-17.511325716897726,14.726631250873279,34.42831279555183,21.21925786886608,5.316091861756442,-7.917105351726332,11.267728469515934,5.015812186527528,-24.796444934657877,-19.938208337499606,20.55943686277814,2.7010284495253414,-4.830084754156558,-16.039028660129897,-0.9834794145832803,-41.99557470191127,16.19206662912248,4.84942568852326,-0.4802604733846119,-16.66988524673737,-9.928229091966264,-6.108177337927053,-21.10916126676691,9.810247633700664,12.853671419063426,-1.5977767877167857
0.24,0.024024024024024024,10.149660558504774,-11.92450600306585,34.984058021966646,-17.511223728441504,14.727230250319767,34.42885599888358,21.21974843294626,5.315456406285775,-7.917141242521496,11.267665065109588,5.016560115687142,-24.797037459659318,-19.938907939230962,20.559716671014765,2.7012643840818917,-4.830492645415921,-16.039243204405302,-0.9835929405467406,-41.99618030824509,16.19228852543115,4.849435316014961,-0.48033586033344405,-16.66954642079833,-9.92817903431036,-6.108259845034591,-21.109755175762327,9.810450182507276,12.854345767236058,-1.5978366987239823
0.25,0.025025025025025023,10.149646501039772,-11.925575532540938,34.984783762092796,-17.511102123216695,14.727842583492162,34.42939339783956,21.22024185770598,5.314788579400379,-7.9171717896070595,11.267589223020114,5.017335915636823,-24.797634475136874,-19.9396202398598,20.5599908293041,2.7015084128441633,-4.830914151144233,-16.039452909228984,-0.9837105876779326,-41.99677566232602,16.19250628858194,4.849441219969059,-0.48041400383799293,-16.6691783037381,-9.928118111309388,-6.1083408088436935,-21.110356439624542,9.810653092113647,12.855038210044116,-1.5978975454979534
0.26,0.026026026026026026,10.149623555418332,-11.926679400259498,34.98551046995065,-17.510960920397768,14.728468249951,34.42992503727697,21.220738146547955,5.314088371949952,-7.917197012736543,11.267500937244336,5.018139543665162,-24.798236012621352,-19.94034520477889,20.560259352867266,2.701760547789953,-4.83134928695976,-16.03965775050215,-0.9838323660041423,-41.99736075166906,16.19271994342614,4.849443393576057,-0.4804948889306869,-16.668780904337137,-9.928046323271737,-6.108420251829671,-21.110965055193173,9.81085635074844,12.855748731631925,-1.5979593130581575
