t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46
0.0,0.0,6.367305657052993,14.70699514027841,-8.449074690888745,-26.125330047584935,16.525062385976778,-13.819402299120467,2.279790564288796,-0.9161165423657643,6.321051137909112,18.09411924781879,43.57853118596022,13.675435021401555,-9.874071186522587,-8.923047856397748,27.12605351809285,37.30193846640516,34.03258121443611,-1.9271428501684096,-16.75172158031028,14.875377403602936,-33.59353359668263,0.3994074384037972,33.10820008614919,14.094363634772568,-9.244070919925688,22.845948966139215,-26.36711905592229,-17.19107510756745,-32.670595484949544,13.129424604737327,13.20459612921021,-33.25959007295122,-24.388533216897436,13.3481788047504,11.498777734792865,0.2859788199579934,-12.016757857786638,-20.527061659947922,-24.46586987963697,-18.367865806606,33.69776603061468,-2.77785300623969,-31.96698276368061,-8.84054261489318,14.62827865277385,-19.850764337872302,0.7171491195835155
0.01,0.001001001001001001,6.367430122394842,14.707288594506933,-8.449244958275761,-26.12585457442428,16.52539066795822,-13.819680572344527,2.279833246607365,-0.9161370532901152,6.321177484793958,18.094479747200666,43.57940220046908,13.675707747371069,-9.874271728815755,-8.923226545383894,27.12659437822152,37.302683778079555,34.033260950671334,-1.9271829586102927,-16.752056803431174,14.875672193341693,-33.59420854238135,0.39941534867858763,33.108861694586096,14.094644505571889,-9.24425746439805,22.846402959255354,-26.367649421492796,-17.191422051686125,-32.671251250825264,13.129685976610997,13.20485903991372,-33.260257271483745,-24.38902148021279,13.348442723469443,11.499004646876612,0.28598436139854844,-12.016999018532474,-20.527472850081075,-24.46636002855805,-18.368233850902055,33.69843975584225,-2.777909823421992,-31.967623176839265,-8.840721821834899,14.628568836643465,-19.851162368892666,0.7171631858460153
0.02,0.002002002002002002,6.367542457604158,14.707580502653384,-8.449436643559036,-26.126376477722555,16.525696279544107,-13.819951280389294,2.279855265042675,-0.9161389346248588,6.321276366388787,18.094812784754744,43.58025036046207,13.675978624511668,-9.874460023020111,-8.923368828558347,27.1271025379932,37.30342838290137,34.0339306265381,-1.9272402850562722,-16.752379109827594,14.875961664785667,-33.594898621872744,0.39942326074538326,33.10948890775899,14.094899032558306,-9.244402942275858,22.84685594391116,-26.36814390420661,-17.191763379540973,-32.671888789659,13.12993829373585,13.205119154704285,-33.2609089585351,-24.38951396814309,13.348689427264272,11.499270797550473,0.2860164264338275,-12.017238109408424,-20.527864611305944,-24.466825410675888,-18.368612205705926,33.69911174388603,-2.7779553306254163,-31.968268470387763,-8.84091289380764,14.628843719700866,-19.85153577314032,0.7172009208102137
0.03,0.003003003003003003,6.367642667979901,14.70787088380642,-8.449649766375572,-26.126895778672885,16.525979247303386,-13.820214455873504,2.2798566050250275,-0.9161222026475824,6.32134777860599,18.09511832613701,43.581075687123885,13.676247655909041,-9.874636052259927,-8.923474723823484,27.127578015259108,37.304172271840045,34.03459022009521,-1.927314866168847,-16.752688466416153,14.876245842140744,-33.59560387016764,0.39943118017615886,33.11008180559361,14.09512723735583,-9.24450738084949,22.847307906143115,-26.368602492922477,-17.19209908344824,-32.67250808978228,13.13018155894833,13.205376481958133,-33.261545137591625,-24.39001067525322,13.348918928826997,11.499576167701655,0.28607504106749243,-12.017475126912899,-20.528236972674264,-24.46726600519845,-18.369000870802573,33.69978201385583,-2.77798953123558,-31.968918673804556,-8.841115838623189,14.629103294343484,-19.85188455412742,0.7172623286262826
0.04,0.004004004004004004,6.367730759585897,14.708159756581503,-8.449884345836127,-26.12741249531394,16.526239594864453,-13.820470129290678,2.279837252438643,-0.916086872273971,6.3213917238695965,18.0953963391138,43.581878200944836,13.676514843337396,-9.874799800342837,-8.92354424315672,27.1280208268335,37.304915436458465,34.035239707633856,-1.9274067366653647,-16.752984841995367,14.87652474623196,-33.59632432068426,0.3994391115101333,33.11064046349837,14.09532914093611,-9.244570806733538,22.847758835266102,-26.369025177771086,-17.19242915712305,-32.67310913947884,13.130415773186984,13.205631030651654,-33.262165811909504,-24.39051159858234,13.349131240383922,11.49992073885992,0.2861602292055898,-12.017710069853527,-20.528589962477202,-24.467681792720825,-18.369399846711502,33.70045058542201,-2.7780124264938353,-31.969573816083603,-8.841330665178681,14.629347553168015,-19.852208716353985,0.7173474132388804
0.05,0.005005005005005005,6.3678067392459266,14.708447139121416,-8.450140400526175,-26.127926642531726,16.526477342918028,-13.820718329014651,2.279797193620996,-0.916032957061094,6.32140821110508,18.09564679355576,43.58265792170059,13.676780187259528,-9.874951251758814,-8.923577392605289,27.128430988493335,37.30565786891299,34.035879063681264,-1.9275159293192818,-16.753268207241472,14.876798394506487,-33.597060005254015,0.3994470582570513,33.11116495236962,14.095504763617228,-9.244593245877823,22.848208723869664,-26.36941195013871,-17.192753595674187,-32.67369192698293,13.130640935494156,13.205882810362786,-33.26277098451043,-24.391016737632192,13.34932637369711,11.500304493187782,0.28627201265825347,-12.017942939341749,-20.528923608242806,-24.468072755218223,-18.369809134684804,33.70111747881373,-2.7780240155005442,-31.970233925737478,-8.841557383461936,14.629576488971637,-19.85250826530226,0.7174561783889984
0.06,0.006006006006006006,6.367870614539161,14.708733049096814,-8.450417948507079,-26.128438232061193,16.52669250921976,-13.820959081304698,2.279736415362984,-0.9159604692104677,6.321397255729302,18.095869661432427,43.58341486843314,13.677043686827018,-9.875090391679416,-8.923574172280208,27.12880851497776,37.30639956195346,34.03650826100415,-1.9276424749608696,-16.75353853470462,14.877066801036323,-33.59781095412641,0.3994550229003061,33.11165533859552,14.095654125062119,-9.244574723578387,22.848657567815298,-26.369762802652225,-17.193072395599167,-32.67425644047777,13.130857043018125,13.206131831271648,-33.263360658177746,-24.39152609435607,13.349504340066616,11.500727413469585,0.2864104111407599,-12.018173738788288,-20.529237936733473,-24.46843887603928,-18.370228736705347,33.70178271481696,-2.7780242952167447,-31.970899030800084,-8.841796004556485,14.629790094753066,-19.852783207431305,0.7175886276158407
0.07,0.007007007007007007,6.36792239379596,14.709017503706834,-8.450717007317461,-26.128947272487704,16.52688510859262,-13.821192410310228,2.2796549049099313,-0.9158694195708915,6.32135887964062,18.096064916807602,43.584149059432974,13.677305339880549,-9.875217205957302,-8.923534576349418,27.129153419987386,37.30714050892326,34.037127270612025,-1.927786402477358,-16.75379579880545,14.877329976520695,-33.598577195972936,0.3994630068999049,33.11211168405844,14.095777244276634,-9.244515264488504,22.849105366234717,-26.37007772916551,-17.193385554779596,-32.67480266809387,13.131064091015721,13.206378104160434,-33.26393483545294,-24.3920396731484,13.34966515033339,11.501189483099484,0.28657544227393644,-12.018402473899487,-20.529532973943446,-24.468780139899625,-18.370658655485148,33.702446314772125,-2.778013260464224,-31.971569158828977,-8.842046540646315,14.629988363713483,-19.853033550171855,0.7177447642587367
0.08,0.008008008008008008,6.367962086094026,14.709300519679752,-8.451037593974789,-26.129453769248354,16.527055152929044,-13.821418338075059,2.2795526499634264,-0.9157598176410547,6.321293111209148,18.096232535835362,43.58486051222236,13.677565142950362,-9.87533168112604,-8.923458593030098,27.129465716183404,37.3078807037593,34.03773606176028,-1.927947738812523,-16.75403997583199,14.877587928288186,-33.599358757890094,0.3994710106952784,33.11253404613594,14.095874139607236,-9.244414892629692,22.84955212152911,-26.370356724747225,-17.19369307247683,-32.6753305979075,13.13126207285541,13.206621640412557,-33.26449351863261,-24.392557480835,13.349808814882847,11.501690686068308,0.2867671215839234,-12.01862915267451,-20.52980874509632,-24.46909653287575,-18.371098894463902,33.70310830057144,-2.7779909039239983,-31.972244336907284,-8.842309005020303,14.630171289257317,-19.853259301921366,0.7179245914590852
0.09,0.009009009009009009,6.367989701254904,14.709582113273695,-8.45137972497715,-26.129957724633098,16.527202651192855,-13.821636884541274,2.279429638684004,-0.9156316715719092,6.32119998526718,18.096372496756835,43.58554924353983,13.677823091256826,-9.875433804400178,-8.923346204580165,27.129745415186505,37.30862014099208,34.03833460195313,-1.9281265089657138,-16.75427104393699,14.877840660298554,-33.60015566540139,0.39947903370793597,33.11292247770027,14.095944828738322,-9.244273631402729,22.8499978393694,-26.37059978567,-17.1939949493279,-32.67584021793906,13.131450980020842,13.206862452011048,-33.26503670976575,-24.393079526663946,13.349935343649097,11.502231006949327,0.2869854625012887,-12.018853785403424,-20.53006527464255,-24.469388042399174,-18.371549457807685,33.70376869465587,-2.7779572161332045,-31.972924591645228,-8.842583412076364,14.630338864992895,-19.853460472039334,0.7181281121623289
