t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
0.0,0.0,20.3965715896966,9.871606064287446,-25.5574492479247,36.05519162726917,-8.440865092937598,22.519705610634936,33.8400363706127,-13.201974213077193,31.811894738033168,6.142396205208496,-14.028106644854029,-38.40939627599141,-32.03179275655441,-25.21316586178575,-12.993699032600473,-22.055615113938593,30.90913911212385,3.9700416569396366,14.000968083364304,10.900202303570236,-5.166275060897991,-27.873795260505283,-35.434510653839425,13.666643424703858,11.265789139284037,9.471153217126371,14.867503133497134,11.859301974592837,-18.475158275444034,-39.3536410601854,25.785300838003035,13.865890911416775
0.01,0.001001001001001001,20.39697870945535,9.871801559429828,-25.557961119743258,36.05591176859512,-8.441036380421641,22.52015397948477,33.840711731486415,-13.20224029162725,31.8125292618994,6.142517611739979,-14.028387986677274,-38.41016653653928,-32.03243449199886,-25.21367176276404,-12.993960851778143,-22.056058982615205,30.909755026335915,3.9701184783901704,14.001245272037247,10.900417172224643,-5.166380951173271,-27.874353602327464,-35.435221356495,13.666913875030604,11.266012281829576,9.471340655528817,14.86780021810243,11.85953821587802,-18.475529931972055,-39.35442922324215,25.785813461308287,13.866165640446619
0.02,0.002002002002002002,20.39737201434833,9.872024798596915,-25.558487299308588,36.05662681223848,-8.441191798668862,22.52062164249203,33.84136545824414,-13.202516188614291,31.81316250849263,6.14265388711196,-14.028668339078854,-38.41090575283241,-32.03306452126609,-25.214174573730432,-12.994257478368208,-22.05649778680459,30.910390144474512,3.9702161049603566,14.001499364595904,10.900607360903376,-5.166491734550693,-27.874902060859604,-35.43593444806033,13.667166421772432,11.26625961167457,9.471548943228841,14.868100849002733,11.85977725940488,-18.475894797640695,-39.35523364556923,25.786300159591217,13.866418534047858
0.03,0.003003003003003003,20.397751534919163,9.872275807720847,-25.559027804460495,36.0573367050414,-8.441331368030099,22.521108551196477,33.84199757390641,-13.202801902210922,31.813794461207223,6.14280502198733,-14.02894768840687,-38.411613928242815,-32.033682842424696,-25.214674249625386,-12.994588916804867,-22.056931552762837,30.911044460546734,3.9703345517134205,14.001730375851633,10.900772864966319,-5.166607399489195,-27.875440605149883,-35.436649949899,13.667401083667043,11.266531097506558,9.471778085373941,14.868405028057822,11.860019074824592,-18.47625283711418,-39.3560543297257,25.786760924835033,13.866649620853284
0.04,0.004004004004004004,20.398117300394382,9.872554615161556,-25.559582654637506,36.05804139504088,-8.441455104808945,22.52161465609004,33.842608099982655,-13.203097430842934,31.814425103099992,6.142971006914285,-14.029226020363513,-38.412291067218945,-32.03428945226787,-25.215170746305688,-12.99495516697769,-22.0573603066106,30.91171796832393,3.970473832965474,14.001938318039684,10.90091368281045,-5.166727936476254,-27.875969204411565,-35.43736788387286,13.667617876985206,11.266826710319382,9.472028088069322,14.868712755768112,11.860263633004498,-18.47660401560814,-39.35689127746865,25.78719574845872,13.866858926270861
0.05,0.005005005005005005,20.39846933868529,9.872861251702815,-25.56015187087357,36.05874083146801,-8.441563021266049,22.522139906617785,33.84319705647113,-13.203402773186538,31.815054416890653,6.143151832328229,-14.029503320007157,-38.41293717526875,-32.03488434630923,-25.215664020545958,-12.995356224222258,-22.057784074338297,30.91241066133951,3.970633962280499,14.002123200818053,10.901029815868041,-5.166853338028961,-27.876487828026278,-35.43808827234723,13.667816815527384,11.26714642340771,9.472298958376609,14.86902403127887,11.860510906029022,-18.476948298889354,-39.35774448975101,25.787604621320195,13.867046472479112
0.06,0.006006006006006006,20.398807676389666,9.873195750547868,-25.560735475794658,36.05943496474713,-8.441655125622473,22.52268425117867,33.84376446185875,-13.203717928165146,31.81568238496223,6.14334748855354,-14.029779571754192,-38.41355225894367,-32.035467518778674,-25.2161540300397,-12.99579207931047,-22.05820288181119,30.913122532886398,3.970814952465555,14.00228503126599,10.901121268605232,-5.166983598695428,-27.876996445547306,-35.43881113819621,13.667997910620254,11.267490212361128,9.472590704312356,14.869338852384173,11.860760867200883,-18.477285653275672,-39.35861396671929,25.78798753371978,13.86721227842275
0.07,0.007007007007007007,20.399132338793258,9.873558147314656,-25.56133349361517,36.06012374649505,-8.44173142206212,22.523247637126182,33.84431033312076,-13.204042894945745,31.816308989361456,6.1435579658052015,-14.03005475938058,-38.41413632582352,-32.036038962618456,-25.216640733399963,-12.996262718440526,-22.05861675477434,30.913853576014098,3.9710168155662116,14.002423813882176,10.901188048520979,-5.167118715056522,-27.87749502670289,-35.439536504807954,13.668161171113109,11.267858055057825,9.472903334846357,14.869657215530582,11.86101349104259,-18.47761604563603,-39.359499707711045,25.788344475404084,13.86735635980857
0.08,0.008008008008008008,20.39944334987117,9.873948480030615,-25.561945950134252,36.06080712952015,-8.441791910733224,22.52383001076875,33.84483468572038,-13.204377672934825,31.816934211799154,6.143783254190296,-14.030328866023142,-38.41468938450242,-32.03659866947923,-25.217124090159544,-12.996768123226595,-22.059025718857452,30.91460378352543,3.9712395628622064,14.002539550582558,10.90123016614637,-5.1672586857279486,-27.877983541399527,-35.4402643960901,13.668306603374145,11.26824993165784,9.47323685989975,14.869979115820582,11.861268753298223,-18.477939443390596,-39.36040171125231,25.78867543557026,13.867478729101569
0.09,0.009009009009009009,20.399740732289047,9.87436678912704,-25.562572872731945,36.061485067821536,-8.44183658774891,22.52443131737006,33.845337533608266,-13.20472226177387,31.817558033650606,6.144023343709361,-14.030601874180572,-38.41521144457551,-32.0371466297163,-25.21760406077078,-12.997308270688164,-22.0594297995796,30.915373147972858,3.9714832048633295,14.002632240697842,10.90124763504432,-5.167403511362654,-27.87846195972529,-35.44099483647515,13.668434211286625,11.268665824595915,9.473591290342913,14.870304547015746,11.861526630935503,-18.478255814511062,-39.36131997505479,25.78898040287059,13.867579395521323
0.1,0.01001001001001001,20.400024507404083,9.874813117433012,-25.563214290365174,36.062157516588144,-8.4418654451868,22.525051501149154,33.845818889221896,-13.205076661334433,31.818180435955917,6.144278224257613,-14.030873765714167,-38.415702516626766,-32.03768283238583,-25.21808060660489,-12.997883133239087,-22.05982902235386,30.916161661654492,3.971747751305532,14.002701880970656,10.901240471809642,-5.167553194653576,-27.87893025195315,-35.44172785092597,13.668543996244928,11.269105718573938,9.473966637993167,14.870633501539631,11.861787102148147,-18.478565127521044,-39.36225449601301,25.789259365417486,13.867658365038608
0.11,0.011011011011011011,20.400294695265885,9.875287510168885,-25.563870233563588,36.06282443219788,-8.441878471087694,22.52569050528043,33.846278763484854,-13.205440871712762,31.81880139942036,6.144547885626036,-14.031144521848288,-38.41616261221757,-32.03820726524132,-25.218553689950927,-12.998492678676325,-22.06022341249181,30.9169693166097,3.9720332111472603,14.00274846555236,10.90120869606946,-5.167707740336728,-27.879388388544324,-35.44246346494133,13.668635957150464,11.269569600552968,9.474362915612252,14.870965970480428,11.86205014635851,-18.478867351496618,-39.36320527020123,25.789512310788826,13.867715640372246
0.12,0.012012012012012012,20.400551314617132,9.875790014939305,-25.564540734425233,36.063485772216694,-8.441875649453303,22.526348271893454,33.846717165806005,-13.205814893224005,31.81942090441471,6.144832317502336,-14.031414123170544,-38.41659174387634,-32.03871991472997,-25.21902327401425,-12.99913687016839,-22.060612995207943,30.91779610461436,3.972339592566018,14.002771985999523,10.901152330484024,-5.167867155194621,-27.87983634015162,-35.443201704561474,13.668710090407474,11.270057459744878,9.474780136903613,14.871301943593336,11.862315744220501,-18.479162456066994,-39.364172292870286,25.78973922603368,13.867751220986216
0.13,0.013013013013013013,20.400794382894087,9.876320681725776,-25.565225826612057,36.06414149539775,-8.441856960243033,22.527024742072662,33.847134104078556,-13.206198726395966,31.82003893097559,6.145131509471761,-14.03168254963168,-38.41698992508899,-32.03922076598927,-25.21948932291461,-12.999815666243522,-22.060997795623983,30.91864201717576,3.972666902955156,14.002772431270065,10.901071400747856,-5.168031448060026,-27.88027407762281,-35.44394259637375,13.668766389918696,11.270569287603584,9.475218316509462,14.87164140930268,11.862583877622802,-18.479450411415318,-39.365155558444314,25.78994009767839,13.867765103086986
0.14,0.014014014014014014,20.40102391622691,9.876879562878758,-25.565925545345223,36.06479156168051,-8.441822379369835,22.527719855856905,33.847529584679044,-13.206592371962437,31.820655458805774,6.145445451017793,-14.03194978054521,-38.41735717029036,-32.03970980284361,-25.219951801683777,-13.00052902077757,-22.061377838773087,30.919507045527105,3.9730151489208887,14.002749787719056,10.900965935591271,-5.168200629820076,-27.88070157200403,-35.444686167518334,13.668804847080903,11.271105077815882,9.475677470007637,14.871984354703764,11.862854529692354,-18.479731188279583,-39.36615506051727,25.790114911733024,13.867757279621106
0.15,0.015015015015015015,20.4012399294398,9.877466713109268,-25.56663992740025,36.06543593218989,-8.441771878695098,22.528433552238887,33.847903612466176,-13.206995830856084,31.82127046727454,6.145774131522701,-14.03221579458673,-38.41769349485649,-32.04018700780096,-25.220410676262734,-13.001276882981625,-22.061753149603962,30.920391180621692,3.9733843362795445,14.002704039094173,10.900835966782244,-5.168374713420713,-27.88111879454317,-35.44543244569396,13.668825450780316,11.27166482629189,9.476157613908244,14.872330765564472,11.863127684798128,-18.48000475795371,-39.367170791849425,25.79026365369821,13.867727740273029
0.16,0.016016016016016016,20.40144243605096,9.878082189480017,-25.56736901110196,36.06607456923545,-8.441705426022601,22.52916576916446,33.848256190779615,-13.207409104200906,31.82188393541796,6.14611754026796,-14.032480569792975,-38.41799891509788,-32.04065236204966,-25.22086591349847,-13.002059197389393,-22.062123752984892,30.921294413126688,3.973774470055041,14.00263516653083,10.90068152912862,-5.1685537138714714,-27.88152571669332,-35.44618145916374,13.668828187387888,11.272248531155093,9.476658765650088,14.872680626326593,11.863403328555183,-18.480271092288735,-39.36820274436366,25.790386308572327,13.867676471463197
0.17,0.017017017017017015,20.40163144827238,9.878726051396022,-25.56811283631921,36.06670743631053,-8.441622985091515,22.52991644353182,33.84858732143864,-13.20783219330424,31.822495841939233,6.146475666434553,-14.032744083560571,-38.418273448253544,-32.0411058454553,-25.221317481140318,-13.002875903844336,-22.062489673707656,30.922216733416573,3.974185554476599,14.002543148546966,10.900502660480674,-5.168737648250613,-27.881922310116217,-35.446933236761,13.668813040754447,11.272856192731997,9.477180943596888,14.873033920106893,11.863681447828991,-18.480530163694127,-39.36925090914169,25.790482860859058,13.867603456346357
0.18,0.018018018018018018,20.401806977009425,9.879398360594735,-25.56887144445942,36.067334498091526,-8.441524515568446,22.530685511190587,33.848897004740735,-13.208265099648338,31.823106165208987,6.146848499103121,-14.033006312644495,-38.418517112486036,-32.041547436557586,-25.22176534783585,-13.003726937486581,-22.062850936491383,30.92315813156619,3.9746175929766907,14.002427961037506,10.900299401733996,-5.168926535710602,-27.882308546685696,-35.44768780789522,13.668779992205728,11.273487813541387,9.47772416703328,14.87339062869793,11.863962030740057,-18.480781945139263,-39.37031527642018,25.790553294575357,13.867508674810152
0.19,0.01901901901901902,20.401969031860265,9.88009918113563,-25.56964487846289,36.0679557204371,-8.441409973038535,22.531472906940788,33.84918523946004,-13.208707824881499,31.823714883265602,6.147236027253998,-14.033267233156247,-38.41872992687736,-32.041977112567416,-25.222209483126377,-13.004612228739624,-22.063207565986293,30.924118597343455,3.975070588189219,14.00228957726849,10.900071796832707,-5.169120397483925,-27.8826843984912,-35.44844520255803,13.668729020537262,11.274143398283188,9.478288456160593,14.873750732568595,11.864245066668792,-18.481026410155014,-39.37139583558672,25.790597593259747,13.867392103473945
0.2,0.02002002002002002,20.40211762111508,9.880828579389291,-25.570433182796876,36.0685710703875,-8.441279308995602,22.53227856453175,33.84945202284577,-13.20916037080875,31.82432197381551,6.147638239767104,-14.033526820561715,-38.41891191142572,-32.04239484936394,-25.222649857441986,-13.005531703296835,-22.06355958677738,30.92509812020168,3.9755445419479445,14.002127967870868,10.899819892772996,-5.169319256889266,-27.88304983784128,-35.4492054513292,13.668660102009142,11.274822953826945,9.478873832092422,14.874114210864413,11.864530546260681,-18.48126353283547,-39.37249257517573,25.79061573998101,13.867253715687928
0.21,0.02102102102102102,20.402252751755125,9.881586624025934,-25.571236403449436,36.06918051616388,-8.441132470831327,22.533102416660896,33.849697350620474,-13.209622739382096,31.824927414233528,6.148055125421715,-14.03378504967875,-38.41906308704315,-32.042800621491715,-25.223086442096157,-13.006485282107786,-22.063907023387987,30.92609668927155,3.9760394552851457,14.00194310083398,10.899543739606955,-5.16952313933802,-27.883404837267136,-35.4499685853828,13.668573210340659,11.275526489199885,9.479480316849967,14.874481041407561,11.864818461431717,-18.481493287839818,-39.37360548286424,25.790607717347264,13.86709348153248
0.22,0.022022022022022022,20.402374429451555,9.882373386003401,-25.57205458792302,36.06978402716773,-8.440969401823482,22.53394439497248,33.84992121697827,-13.210094932690314,31.825531181563143,6.148486672896097,-14.034041894674436,-38.41918347555408,-32.043194402157994,-25.223519209279956,-13.00747288136442,-22.064249900283315,30.927114293352716,3.976555328430529,14.001734941498711,10.899243390446726,-5.1697320723411675,-27.883749369526168,-35.45073463649331,13.668468316704816,11.276254015574604,9.480107933357168,14.874851200696648,11.865108805374096,-18.481715650394325,-39.37473454546763,25.790573507515408,13.866911367817808
0.23,0.023023023023023025,20.40248265856411,9.883188938554591,-25.57288778522781,36.070381573980264,-8.440790041123197,22.534804430056248,33.85012361458293,-13.210576952948298,31.82613325251685,6.14893287076701,-14.034297329062044,-38.419273099694664,-32.04357616323002,-25.223948132055778,-13.008494412487074,-22.064588241873857,30.928150920905043,3.9770921608103835,14.001503452550326,10.898918901468937,-5.16994608551649,-27.88408340760554,-35.45150363704187,13.668345389722719,11.277005546256339,9.480756705435603,14.875224663906224,11.86540157256219,-18.48193059629448,-39.37587974893518,25.79051309220096,13.86670733808386
0.24,0.024024024024024024,20.402577442139574,9.884033357174319,-25.573736045874785,36.070973128361985,-8.440594323741273,22.53568245144604,33.85030453456594,-13.211068802485965,31.82673360347646,6.149393707509081,-14.034551325697688,-38.41933198311307,-32.04394587523247,-25.22437318435069,-13.009549782110385,-22.06492207251873,30.929206560039482,3.977649951046985,14.00124859401099,10.898570331919412,-5.1701652105961475,-27.8844069247258,-35.45227562002255,13.668204395457836,11.277781096669845,9.481426657799178,14.87560140488603,11.865696758758785,-18.482138101907275,-39.37704107834564,25.790426452688266,13.866481352600523
0.25,0.025025025025025023,20.402658781910056,9.884906719605599,-25.574599421868506,36.07155866325223,-8.440382180533526,22.536578387618334,33.850463966524444,-13.2115704837367,31.827332210493406,6.149869171494052,-14.03480385677666,-38.41936015037055,-32.044303507344935,-25.224794340949305,-13.010638892069077,-22.065251416528966,30.930281198508585,3.9782286969582543,14.00097032323198,10.898197744118152,-5.170389481434601,-27.88471989434446,-35.45305061904871,13.668045297410153,11.278580684345863,9.482117816048587,14.875981396160004,11.865994361021578,-18.482338144173603,-39.378218517902646,25.790313569841107,13.866233368368128
