t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0,0.0,-2.547482768251133,-6.998756096690111,21.39937943182862,24.72407310135398,-23.665073876640427,33.888632793925574,-37.055522777712845,-18.972007557157266,-17.130648091731214,13.499493603760415,13.919951356374156
0.01,0.001001001001001001,-2.5475346634142215,-6.998896847979681,21.399804509249602,24.724564781761195,-23.66554932469521,33.88930878566077,-37.05626560651239,-18.972387658374387,-17.13099312294803,13.499760778042589,13.92022748826951
0.02,0.002002002002002002,-2.547574971307881,-6.999016402770819,21.400226822240445,24.725073571714244,-23.666031183033095,33.889959649058355,-37.05696326799917,-18.97275758092189,-17.131368029423456,13.500018437292967,13.920472074210055
0.03,0.003003003003003003,-2.5476036814666223,-6.999114765825363,21.400646377594768,24.725599469540064,-23.666519440433262,33.8905853946099,-37.05761575107575,-18.97311732501535,-17.131772817927786,13.500266569407232,13.92068508965192
0.04,0.004004004004004004,-2.5476207841305225,-6.9991919401181075,21.401063180563828,24.72614247626567,-23.667014085647025,33.89118603119742,-37.05822304816694,-18.973466889646023,-17.132207495405705,13.500505163194457,13.920866510952694
0.05,0.005005005005005005,-2.5476262702451753,-6.999247926834739,21.40147723485173,24.72670259561178,-23.667515107397033,33.891761566079005,-37.05878515519571,-18.973806272576383,-17.13267206897257,13.500734208374295,13.921016315364552
0.06,0.006006006006006006,-2.5476201314617497,-6.999282725370431,21.401888542610823,24.727279833986238,-23.668022494376352,33.8923120048752,-37.059302071561525,-18.974135470335806,-17.133166545909592,13.500953695574257,13.921134481028695
0.07,0.007007007007007007,-2.5476023601371525,-6.99929633332909,21.402297104437242,24.72787420047728,-23.66853623524747,33.89283735155601,-37.059773800121064,-18.974454478216323,-17.13369093365784,13.501163616327096,13.921220986971063
0.08,0.008008008008008008,-2.5475729493343002,-6.999288746523253,21.40270291936659,24.72848570684658,-23.669056318641182,33.8933376084286,-37.060200347171346,-18.974763290268484,-17.134245239811108,13.5013639630683,13.921275813099363
0.09,0.009009009009009009,-2.5475318928225006,-6.999259958974649,21.403105984869782,24.729114367522097,-23.669582733155394,33.89381277612565,-37.06058172243534,-18.97506189929734,-17.134829472107644,13.501554729133687,13.921298940201412
0.1,0.01001001001001001,-2.547479185077944,-6.999209962915412,21.403506296849045,24.729760199590746,-23.6701154673538,33.89426285359436,-37.060917939049936,-18.97535029685851,-17.135443638420686,13.501735908757114,13.92129034994478
0.11,0.011011011011011011,-2.5474148212843097,-6.999138748789954,21.403903849634055,24.730423222790844,-23.670654509764486,33.89468783808618,-37.0612090135564,-18.97562847325436,-17.136087746747876,13.501907497068292,13.921250024877775
0.12,0.012012012012012012,-2.5473387973334836,-6.999046305257513,21.404298635978236,24.73110345950435,-23.671199848878427,33.89508772514708,-37.061454965893205,-18.975896417530276,-17.13676180519948,13.502069490090724,13.921177948431751
0.13,0.013013013013013013,-2.547251109826392,-6.998932619195362,21.404690647055205,24.731800934748897,-23.671751473147864,33.895462508608624,-37.06165581939134,-18.97615411747105,-17.137465821985465,13.502221884739756,13.921074104924744
