t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
0.0,0.0,3.359498970673339,-38.86454708425039,24.922663886242056,-5.9353411556350615,-10.247642984865866,31.442619960002176,15.839246438738558,-15.653830356597888,3.472305257081427,-0.3442327439905544,34.14643418127665,25.09024347772765,17.489110519858958,1.034742093984684,4.886483823531489,34.55526713012321,6.419735386910659,-19.674666153510913,-18.07981183052878,-28.290234740216725,-40.061810663914926,-8.091496434214278,-10.185822119429965,-18.26563021520067,-40.23264207648191,-25.63851944724456,14.576042120615472,20.861986183775077,6.312602880247024,31.533878804910685,9.889631272112078,30.57882794037777,25.411256244444626,-5.904927085829299,-33.770727059633934,-12.168162686393273,11.180475925556904,10.9849871104723,5.125578648217484,-19.66877524357762,2.8230724467931774,-11.146816826712639,34.99262037093938,25.382262310622917,15.360428424867706,-22.69983704319138,-21.174358823428054,-38.14439109581575
0.01,0.001001001001001001,3.3595636582391566,-38.86532495146946,24.92315989004826,-5.935461737518246,-10.247849338350465,31.443248498320916,15.839561780894387,-15.654144481581541,3.4723742543572227,-0.3442416734718792,34.14711693273808,25.090743014371167,17.48945735351906,1.0347627863799986,4.886578436083415,34.55595629559044,6.419861860053322,-19.675059669033434,-18.080173499218134,-28.290802193539747,-40.062613156328496,-8.091658410747467,-10.186028895015538,-18.265996259077706,-40.23344701397195,-25.639034160350448,14.576332439918103,20.862400334587825,6.3127276659257525,31.53450678090432,9.889826927488356,30.579438101651437,25.41176442789641,-5.9050481443851295,-33.77140424379726,-12.168407260468655,11.180699484915953,10.985206084840163,5.125680402586615,-19.669170765618144,2.8231269918810944,-11.147042380608188,34.993319678705674,25.382768727315998,15.360735060924648,-22.7002934129701,-21.174783646271095,-38.145154636905666
0.02,0.002002002002002002,3.3596320005485216,-38.86609148561169,24.923658425083886,-5.935580540698784,-10.248055276048284,31.443864211223268,15.839883358956117,-15.654469640648527,3.4724695660459433,-0.34426826120280646,34.14779846339585,25.09123240759302,17.489824420518122,1.0347779672144828,4.886644450901316,34.5566822558261,6.4199914289109685,-19.675444337119426,-18.080533105544443,-28.291363459581717,-40.063407770763135,-8.09182323667862,-10.186233385686679,-18.2663850144227,-40.23425204496344,-25.639548518942984,14.576625078718624,20.862830915055838,6.312824237644103,31.535105524311422,9.890021439926043,30.580040436020237,25.41226829394261,-5.905175952237364,-33.772057398793784,-12.168655850725257,11.18093313415301,10.985449901291185,5.125786301196126,-19.669575706224947,2.823186925374045,-11.147318118943687,34.99400942026934,25.383258261073685,15.36105741218779,-22.700705025344188,-21.17521334004334,-38.145920827716814
0.03,0.003003003003003003,3.3597039907314534,-38.86684671279992,24.92415951414788,-5.935697554449309,-10.248260791609923,31.44446705143326,15.840211174574987,-15.654805846132225,3.472591181331203,-0.34431249365062805,34.14847878136569,25.09171165372941,17.490211731181162,1.0347876620796321,4.886681872633327,34.557445013932245,6.420124091681144,-19.675820125184636,-18.08089066042986,-28.29191857897628,-40.06419455767357,-8.091990917057505,-10.186435592532572,-18.26679646577395,-40.23505711726558,-25.640062498273377,14.576920024468334,20.863277938642533,6.3128925794617405,31.535675014592947,9.890214824336685,30.580634923629304,25.412767848157483,-5.905310531642574,-33.772686505277306,-12.168908442715965,11.181176843047503,10.985718522475365,5.125896329166858,-19.66999007240517,2.8232522499057686,-11.147644030028466,34.994689618712904,25.38373093969725,15.361395486237615,-22.701071885272725,-21.17564791530977,-38.146689627453334
0.04,0.004004004004004004,3.359779624159789,-38.86759066007941,24.924663178313242,-5.935812769297296,-10.248465879235651,31.44505697202645,15.840545232005505,-15.655153110391135,3.4727390907436737,-0.3443743587378168,34.14915789459537,25.09218074730457,17.49061929361753,1.034791894125379,4.886690710661035,34.558244573594685,6.4202598418688535,-19.676187001518134,-18.081246176002974,-28.29246759082627,-40.06497356597853,-8.092161456296576,-10.186635517204982,-18.267230596326442,-40.235862176209515,-25.640576075462974,14.577217264545341,20.863741419558917,6.312932676965877,31.536215230391768,9.890407096621274,30.58122154375804,25.41326309492754,-5.905451907054308,-33.773291543654906,-12.169165022515056,11.181430581233093,10.986011908703928,5.126010471222888,-19.670413871797145,2.8233229683975267,-11.14802010069666,34.99536029920013,25.384186791302252,15.361749293179829,-22.701393993846505,-21.1760873827878,-38.14746099766536
0.05,0.005005005005005005,3.359858898445319,-38.86832335541206,24.92516943691737,-5.935926177028487,-10.248670533676718,31.44563392643548,15.840885538102794,-15.655511445806786,3.472913286157864,-0.34445384584329464,34.14983581086374,25.092639681029265,17.491047113716444,1.034790684063771,4.886670979096134,34.55908093907497,6.4203986682847765,-19.676544935288504,-18.081599665601075,-28.293010532708756,-40.06574484306059,-8.092334858169655,-10.18683316191856,-18.267687387927758,-40.23666716465585,-25.641089229501464,14.57751678625518,20.864221372764728,6.312944517273668,31.53672614952872,9.890598273666546,30.58180027482272,25.41375403744779,-5.905600105119763,-33.77387249408792,-12.169425576720075,11.181694318199996,10.98633001795808,5.126128711692463,-19.67084711266606,2.823399084061775,-11.148446316292075,34.99602148897427,25.384625844312662,15.362118845652414,-22.701671348283025,-21.176531753344392,-38.14823490224703
0.06,0.006006006006006006,3.3599418134383945,-38.86904482767115,24.9256783075514,-5.93603777069074,-10.248874750236004,31.446197868455183,15.841232102320182,-15.655880864781238,3.4731137607888463,-0.3445509458037757,34.15051253778013,25.093088445799243,17.49149519514194,1.034784050172093,4.88662269677659,34.55995411520243,6.42054055504256,-19.676893896550087,-18.08195114377293,-28.293547440679507,-40.06650843476576,-8.092511125810598,-10.187028529450918,-18.268166821074107,-40.23747202300176,-25.641601941245522,14.577818576831458,20.864717813969765,6.312928089034317,31.5372077489988,9.890788373342101,30.582371094379138,25.414240677717846,-5.905755154676932,-33.77442933649304,-12.169690092454474,11.181968023296978,10.986672805897458,5.126251034508235,-19.67128980389953,2.823480600406021,-11.148922660651506,34.99667321735687,25.38504812745478,15.362504158834009,-22.701903941921273,-21.176981037992455,-38.149011307434414
0.07,0.007007007007007007,3.3600283712269894,-38.86975510663649,24.92618980604853,-5.936147544598327,-10.249078524768008,31.446748752247238,15.841584936706992,-15.656261379734161,3.473340509188931,-0.3446656509151857,34.151188082784145,25.0935270306937,17.491963539327326,1.0347720082954317,4.886545887262328,34.56086410736624,6.4206854815551875,-19.677233856249273,-18.082300626282105,-28.294078349276898,-40.06726438540293,-8.092690261711974,-10.187221623142483,-18.268668874906503,-40.23827668918759,-25.64211419341797,14.57812262343653,20.86523075963535,6.312883382430897,31.537660004967485,9.890977414498359,30.582933979125315,25.414723016537838,-5.905917086752257,-33.774962050543564,-12.16995855737098,11.182251665733009,10.98704022586829,5.126377423206816,-19.671741955003075,2.8235675212368725,-11.149449116086553,34.99731551574727,25.3854536697509,15.36290525045355,-22.702091764216306,-21.17743524788642,-38.14979018180341
0.08,0.008008008008008008,3.3601185761362293,-38.87045422299001,24.92670394647127,-5.936255494336663,-10.249281853678164,31.44728653234437,15.84194405590656,-15.656653003099496,3.4735935272442973,-0.34479795493415893,34.15186245314588,25.0939554229737,17.492452145469063,1.034754571848684,4.8864405788304275,34.56181092150751,6.420833422530434,-19.67756478623086,-18.08264813011086,-28.29460329152525,-40.06801273774316,-8.092872267723752,-10.187412446896118,-18.269193527207047,-40.23908109870307,-25.642625970607398,14.57842891316219,20.865760226975976,6.312810389181886,31.53808289276725,9.89116541696533,30.58348890490421,25.4152010535042,-5.906085934558776,-33.77547061567068,-12.170230959655726,11.18254521457861,10.98743222891125,5.12650786092763,-19.67220357609552,2.8236598506642765,-11.150025663363913,34.99794841762274,25.385842500512744,15.363322140801243,-22.702234800733603,-21.177894394317114,-38.150571496267574
0.09,0.009009009009009009,3.360212434728381,-38.87114220831185,24.927220741097674,-5.936361616767472,-10.249484733921499,31.44781116365411,15.842309477154481,-15.657055747321705,3.4738728121715754,-0.34494785307961473,34.15253565596653,25.094373608080584,17.49296101052012,1.0347317518180061,4.886306804469831,34.56279456411136,6.420984347965403,-19.677886659244475,-18.08299367346456,-28.295122298937592,-40.06875353301875,-8.093057145051967,-10.18760100517654,-18.269740754395347,-40.23988518459296,-25.64313725926828,14.578737433030408,20.866306233961105,6.312709102542411,31.53847638689416,9.891352401552233,30.58403584670647,25.415674787005266,-5.906261733494767,-33.77595501106493,-12.170507288033091,11.18284863876686,10.987848763769009,5.126642330411085,-19.672674677904286,2.823757593105947,-11.15065228168417,34.99857195853929,25.386214649334697,15.363754852740808,-22.7023330331432,-21.178358488705804,-38.151355224075886
